,Blue_w1_mean,Blue_w1_std,Blue_w1_median,Blue_w1_p25,Blue_w1_p75,Blue_w1_cv,Blue_w1_range,Green_w1_mean,Green_w1_std,Green_w1_median,Green_w1_p25,Green_w1_p75,Green_w1_cv,Green_w1_range,Red_w1_mean,Red_w1_std,Red_w1_median,Red_w1_p25,Red_w1_p75,Red_w1_cv,Red_w1_range,RedEdge_w1_mean,RedEdge_w1_std,RedEdge_w1_median,RedEdge_w1_p25,RedEdge_w1_p75,RedEdge_w1_cv,RedEdge_w1_range,NIR_w1_mean,NIR_w1_std,NIR_w1_median,NIR_w1_p25,NIR_w1_p75,NIR_w1_cv,NIR_w1_range,Blue_w3_mean,Blue_w3_std,Blue_w3_median,Blue_w3_p25,Blue_w3_p75,Blue_w3_cv,Blue_w3_range,Green_w3_mean,Green_w3_std,Green_w3_median,Green_w3_p25,Green_w3_p75,Green_w3_cv,Green_w3_range,Red_w3_mean,Red_w3_std,Red_w3_median,Red_w3_p25,Red_w3_p75,Red_w3_cv,Red_w3_range,RedEdge_w3_mean,RedEdge_w3_std,RedEdge_w3_median,RedEdge_w3_p25,RedEdge_w3_p75,RedEdge_w3_cv,RedEdge_w3_range,NIR_w3_mean,NIR_w3_std,NIR_w3_median,NIR_w3_p25,NIR_w3_p75,NIR_w3_cv,NIR_w3_range,Blue_w5_mean,Blue_w5_std,Blue_w5_median,Blue_w5_p25,Blue_w5_p75,Blue_w5_cv,Blue_w5_range,Green_w5_mean,Green_w5_std,Green_w5_median,Green_w5_p25,Green_w5_p75,Green_w5_cv,Green_w5_range,Red_w5_mean,Red_w5_std,Red_w5_median,Red_w5_p25,Red_w5_p75,Red_w5_cv,Red_w5_range,RedEdge_w5_mean,RedEdge_w5_std,RedEdge_w5_median,RedEdge_w5_p25,RedEdge_w5_p75,RedEdge_w5_cv,RedEdge_w5_range,NIR_w5_mean,NIR_w5_std,NIR_w5_median,NIR_w5_p25,NIR_w5_p75,NIR_w5_cv,NIR_w5_range,Blue_w7_mean,Blue_w7_std,Blue_w7_median,Blue_w7_p25,Blue_w7_p75,Blue_w7_cv,Blue_w7_range,Green_w7_mean,Green_w7_std,Green_w7_median,Green_w7_p25,Green_w7_p75,Green_w7_cv,Green_w7_range,Red_w7_mean,Red_w7_std,Red_w7_median,Red_w7_p25,Red_w7_p75,Red_w7_cv,Red_w7_range,RedEdge_w7_mean,RedEdge_w7_std,RedEdge_w7_median,RedEdge_w7_p25,RedEdge_w7_p75,RedEdge_w7_cv,RedEdge_w7_range,NIR_w7_mean,NIR_w7_std,NIR_w7_median,NIR_w7_p25,NIR_w7_p75,NIR_w7_cv,NIR_w7_range
1,0.044344,0.000000,0.044344,0.044344,0.044344,0.000000,0.000000,0.056739,0.000000,0.056739,0.056739,0.056739,0.000000,0.000000,0.064956,0.000000,0.064956,0.064956,0.064956,0.000000,0.000000,0.049918,0.000000,0.049918,0.049918,0.049918,0.000000,0.000000,0.030890,0.000000,0.030890,0.030890,0.030890,0.000000,0.000000,0.040750,0.003148,0.039930,0.038115,0.043944,0.077256,0.009260,0.056102,0.002765,0.056739,0.053786,0.059189,0.049277,0.007823,0.064149,0.005076,0.064956,0.061657,0.066251,0.079134,0.016420,0.050344,0.003413,0.049918,0.047622,0.052312,0.067795,0.010814,0.031386,0.004921,0.031167,0.027839,0.033507,0.156798,0.017559,0.037441,0.005160,0.038115,0.034131,0.042237,0.137829,0.017565,0.055817,0.004023,0.055592,0.053503,0.058121,0.072067,0.019636,0.061506,0.006763,0.062443,0.057648,0.066251,0.109958,0.025070,0.049813,0.004704,0.047850,0.046954,0.053404,0.094435,0.017443,0.033295,0.007663,0.032086,0.027631,0.038464,0.230154,0.027109,0.036861,0.005209,0.036700,0.032485,0.039930,0.141309,0.020688,0.056186,0.005234,0.056268,0.053424,0.058278,0.093158,0.024599,0.062003,0.007209,0.061179,0.056368,0.066575,0.116275,0.031499,0.048303,0.005607,0.047850,0.044886,0.051938,0.116087,0.024169,0.034874,0.010596,0.033178,0.027631,0.041394,0.303835,0.054202
2,0.020672,0.000000,0.020672,0.020672,0.020672,0.000000,0.000000,0.035737,0.000000,0.035737,0.035737,0.035737,0.000000,0.000000,0.031638,0.000000,0.031638,0.031638,0.031638,0.000000,0.000000,0.044397,0.000000,0.044397,0.044397,0.044397,0.000000,0.000000,0.072611,0.000000,0.072611,0.072611,0.072611,0.000000,0.000000,0.021170,0.002014,0.020672,0.020042,0.021964,0.095154,0.006906,0.038056,0.002561,0.038454,0.035737,0.040339,0.067290,0.007697,0.032503,0.004453,0.031175,0.029479,0.036803,0.136990,0.013707,0.044348,0.005851,0.043111,0.042606,0.046335,0.131933,0.018550,0.071255,0.016578,0.076407,0.061570,0.079544,0.232661,0.060944,0.021347,0.002547,0.020949,0.020042,0.023057,0.119310,0.009506,0.037934,0.002276,0.038454,0.036098,0.039978,0.059991,0.008404,0.033069,0.005088,0.031638,0.029479,0.036803,0.153852,0.021524,0.044063,0.006248,0.043111,0.040358,0.045749,0.141791,0.023583,0.062462,0.020921,0.061864,0.042694,0.078314,0.334939,0.076475,0.021151,0.002646,0.021272,0.018950,0.023087,0.125116,0.012459,0.036956,0.002960,0.037355,0.035077,0.039507,0.080094,0.012582,0.032410,0.005144,0.031638,0.028230,0.036757,0.158721,0.024021,0.043541,0.007097,0.043941,0.038876,0.047117,0.162984,0.033713,0.063398,0.024064,0.064152,0.042694,0.079544,0.379574,0.110171
3,0.037361,0.000000,0.037361,0.037361,0.037361,0.000000,0.000000,0.055231,0.000000,0.055231,0.055231,0.055231,0.000000,0.000000,0.056631,0.000000,0.056631,0.056631,0.056631,0.000000,0.000000,0.053811,0.000000,0.053811,0.053811,0.053811,0.000000,0.000000,0.040787,0.000000,0.040787,0.040787,0.040787,0.000000,0.000000,0.037139,0.006587,0.038007,0.030824,0.041330,0.177363,0.019965,0.054889,0.004895,0.055231,0.050503,0.056849,0.089173,0.015127,0.057222,0.012102,0.058450,0.042862,0.068456,0.211491,0.033442,0.057258,0.005410,0.059153,0.053159,0.061368,0.094490,0.016987,0.047166,0.014694,0.040787,0.035015,0.059247,0.311547,0.042727,0.034635,0.007702,0.035408,0.028578,0.040084,0.222384,0.026025,0.054799,0.006099,0.054210,0.049843,0.060132,0.111305,0.021301,0.055260,0.014012,0.056893,0.042862,0.067809,0.253562,0.044512,0.058324,0.005708,0.058371,0.053811,0.061579,0.097861,0.021514,0.053820,0.024624,0.050494,0.035015,0.061743,0.457534,0.089250,0.032683,0.007285,0.032793,0.028317,0.038638,0.222911,0.027825,0.055225,0.006280,0.055231,0.049843,0.060132,0.113717,0.023029,0.053402,0.013209,0.056122,0.042461,0.066051,0.247352,0.044512,0.058763,0.006150,0.059430,0.054169,0.062426,0.104659,0.024674,0.056857,0.022153,0.054047,0.039643,0.066024,0.389620,0.089250
4,0.027163,0.000000,0.027163,0.027163,0.027163,0.000000,0.000000,0.042491,0.000000,0.042491,0.042491,0.042491,0.000000,0.000000,0.035169,0.000000,0.035169,0.035169,0.035169,0.000000,0.000000,0.044560,0.000000,0.044560,0.044560,0.044560,0.000000,0.000000,0.025083,0.000000,0.025083,0.025083,0.025083,0.000000,0.000000,0.026998,0.000823,0.027056,0.026733,0.027656,0.030475,0.002661,0.043671,0.002199,0.042491,0.042114,0.044848,0.050365,0.006535,0.042489,0.005394,0.040303,0.039439,0.044250,0.126958,0.019566,0.040172,0.005367,0.039560,0.036564,0.044560,0.133589,0.018583,0.025356,0.003383,0.025724,0.025083,0.027839,0.133412,0.011787,0.028502,0.002365,0.027825,0.026902,0.029886,0.082972,0.008260,0.045952,0.003739,0.045932,0.042256,0.049073,0.081375,0.013148,0.046264,0.007011,0.044250,0.040303,0.050664,0.151541,0.027629,0.040795,0.006917,0.039609,0.036108,0.044935,0.169541,0.028159,0.029388,0.008689,0.027804,0.025083,0.032294,0.295681,0.039901,0.029902,0.004310,0.029163,0.026902,0.032824,0.144140,0.017427,0.047837,0.005128,0.047785,0.042758,0.052026,0.107188,0.018960,0.049103,0.007960,0.047195,0.042446,0.056199,0.162115,0.028940,0.043336,0.008355,0.043436,0.036108,0.050212,0.192806,0.029771,0.035463,0.012766,0.031635,0.026036,0.043543,0.359971,0.057183
5,0.055357,0.000000,0.055357,0.055357,0.055357,0.000000,0.000000,0.075542,0.000000,0.075542,0.075542,0.075542,0.000000,0.000000,0.103810,0.000000,0.103810,0.103810,0.103810,0.000000,0.000000,0.070749,0.000000,0.070749,0.070749,0.070749,0.000000,0.000000,0.044167,0.000000,0.044167,0.044167,0.044167,0.000000,0.000000,0.054363,0.004350,0.053481,0.051804,0.057711,0.080022,0.012813,0.076629,0.004185,0.075542,0.073830,0.079453,0.054614,0.015002,0.098417,0.005161,0.099107,0.094451,0.102623,0.052443,0.015480,0.072175,0.002604,0.071140,0.070341,0.073175,0.036080,0.008420,0.038899,0.004827,0.038464,0.033940,0.041134,0.124080,0.015323,0.053055,0.004430,0.052681,0.049512,0.056280,0.083506,0.016535,0.073561,0.005414,0.073516,0.069463,0.076123,0.073604,0.021646,0.093695,0.008179,0.094451,0.088469,0.100479,0.087295,0.026843,0.069422,0.005224,0.070765,0.067443,0.073012,0.075244,0.023990,0.038605,0.004547,0.038464,0.034599,0.041238,0.117774,0.017212,0.049901,0.006230,0.049574,0.046636,0.053712,0.124853,0.024364,0.070480,0.006430,0.069463,0.066604,0.074662,0.091229,0.027411,0.087201,0.012047,0.088469,0.078355,0.098105,0.138150,0.042338,0.068383,0.005547,0.070016,0.064511,0.072149,0.081110,0.024397,0.039147,0.008081,0.037424,0.033663,0.043491,0.206422,0.046592
6,0.043268,0.000000,0.043268,0.043268,0.043268,0.000000,0.000000,0.053974,0.000000,0.053974,0.053974,0.053974,0.000000,0.000000,0.072742,0.000000,0.072742,0.072742,0.072742,0.000000,0.000000,0.058729,0.000000,0.058729,0.058729,0.058729,0.000000,0.000000,0.038360,0.000000,0.038360,0.038360,0.038360,0.000000,0.000000,0.043705,0.004453,0.045160,0.040484,0.047405,0.101884,0.013920,0.056437,0.003977,0.055090,0.053974,0.059833,0.070471,0.011624,0.071531,0.004789,0.073359,0.070599,0.073899,0.066957,0.017222,0.055099,0.004042,0.053746,0.052003,0.058729,0.073362,0.011922,0.033008,0.009096,0.034166,0.024996,0.040475,0.275562,0.027577,0.043474,0.006235,0.044437,0.039638,0.047405,0.143431,0.028302,0.056467,0.005088,0.057587,0.052105,0.060964,0.090104,0.018395,0.069206,0.008771,0.070599,0.064740,0.074916,0.126740,0.035076,0.052561,0.006540,0.052003,0.047427,0.055651,0.124433,0.028289,0.033325,0.010734,0.031930,0.024996,0.040475,0.322104,0.044738,0.042742,0.008678,0.043268,0.036177,0.047774,0.203027,0.037823,0.056678,0.005889,0.055529,0.051948,0.061357,0.103898,0.021489,0.066918,0.012560,0.069027,0.057371,0.075040,0.187695,0.048659,0.053112,0.006988,0.053746,0.047427,0.058485,0.131580,0.028289,0.037823,0.014782,0.035639,0.027856,0.044028,0.390826,0.077255
7,0.034485,0.000000,0.034485,0.034485,0.034485,0.000000,0.000000,0.048413,0.000000,0.048413,0.048413,0.048413,0.000000,0.000000,0.057432,0.000000,0.057432,0.057432,0.057432,0.000000,0.000000,0.046840,0.000000,0.046840,0.046840,0.046840,0.000000,0.000000,0.040267,0.000000,0.040267,0.040267,0.040267,0.000000,0.000000,0.034266,0.002775,0.033808,0.032593,0.034716,0.080972,0.009906,0.046504,0.002862,0.045319,0.044675,0.048413,0.061534,0.008435,0.056701,0.001719,0.056122,0.055628,0.058727,0.030317,0.004579,0.051017,0.003861,0.050993,0.049625,0.053892,0.075682,0.012655,0.045993,0.006116,0.046264,0.040267,0.050962,0.132983,0.019257,0.033519,0.003695,0.033870,0.032593,0.035762,0.110222,0.019657,0.046905,0.003137,0.046890,0.044675,0.049450,0.066885,0.013431,0.053538,0.004794,0.054534,0.052391,0.056122,0.089550,0.018640,0.052201,0.004230,0.052817,0.049674,0.054772,0.081025,0.016628,0.050600,0.008296,0.048084,0.045606,0.056162,0.163942,0.033523,0.032413,0.004206,0.032685,0.030517,0.035146,0.129769,0.019657,0.047163,0.003213,0.047141,0.044675,0.049482,0.068128,0.013431,0.051446,0.006569,0.053254,0.047719,0.055675,0.127684,0.025378,0.052547,0.004642,0.052540,0.049625,0.055830,0.088347,0.021628,0.055403,0.011013,0.053718,0.047755,0.060668,0.198774,0.045639
8,0.049374,0.000000,0.049374,0.049374,0.049374,0.000000,0.000000,0.065803,0.000000,0.065803,0.065803,0.065803,0.000000,0.000000,0.083766,0.000000,0.083766,0.083766,0.083766,0.000000,0.000000,0.063273,0.000000,0.063273,0.063273,0.063273,0.000000,0.000000,0.030075,0.000000,0.030075,0.030075,0.030075,0.000000,0.000000,0.046487,0.004534,0.044775,0.043591,0.049374,0.097542,0.015612,0.063445,0.002969,0.064436,0.060870,0.065536,0.046792,0.009315,0.079319,0.006008,0.077460,0.075163,0.083766,0.075743,0.018378,0.059039,0.004036,0.059055,0.055488,0.061873,0.068354,0.013729,0.029853,0.004784,0.029815,0.025915,0.034200,0.160240,0.015357,0.042535,0.005960,0.042960,0.037361,0.046405,0.140109,0.022164,0.060210,0.006427,0.060116,0.055812,0.065536,0.106751,0.025385,0.072445,0.009382,0.073251,0.066020,0.077460,0.129510,0.031083,0.055465,0.006040,0.055488,0.050733,0.059934,0.108904,0.022166,0.029583,0.007010,0.027561,0.024823,0.033126,0.236976,0.029727,0.039435,0.006942,0.038838,0.035869,0.044037,0.176025,0.033962,0.057316,0.007684,0.058294,0.054273,0.063855,0.134072,0.032344,0.066970,0.010785,0.066467,0.058388,0.074670,0.161036,0.050432,0.053868,0.006200,0.052964,0.049984,0.058469,0.115090,0.027394,0.031524,0.006968,0.031774,0.025915,0.036246,0.221023,0.029727
9,0.028932,0.000000,0.028932,0.028932,0.028932,0.000000,0.000000,0.044251,0.000000,0.044251,0.044251,0.044251,0.000000,0.000000,0.043510,0.000000,0.043510,0.043510,0.043510,0.000000,0.000000,0.058013,0.000000,0.058013,0.058013,0.058013,0.000000,0.000000,0.091799,0.000000,0.091799,0.091799,0.091799,0.000000,0.000000,0.027657,0.004239,0.028932,0.025256,0.030409,0.153274,0.013136,0.045593,0.000918,0.046073,0.044502,0.046309,0.020137,0.002309,0.044630,0.006752,0.044404,0.041706,0.047102,0.151296,0.024438,0.056589,0.004878,0.058241,0.051889,0.058860,0.086209,0.014967,0.081470,0.025293,0.081590,0.056248,0.094988,0.310459,0.072020,0.027122,0.004580,0.028348,0.022272,0.030947,0.168850,0.014720,0.045265,0.001548,0.045932,0.044188,0.046309,0.034209,0.006582,0.043095,0.007721,0.043510,0.038237,0.048413,0.179170,0.028755,0.058088,0.005132,0.058746,0.055505,0.061058,0.088355,0.018908,0.077295,0.023651,0.068139,0.056404,0.094988,0.305987,0.076926,0.027477,0.004117,0.028348,0.024364,0.030624,0.149833,0.015920,0.045881,0.002182,0.046026,0.044251,0.046748,0.047557,0.010069,0.043025,0.006929,0.043510,0.038237,0.047734,0.161049,0.028755,0.058337,0.005591,0.058746,0.053339,0.061645,0.095844,0.024641,0.073865,0.021870,0.069872,0.060062,0.087674,0.296085,0.093115
10,0.026656,0.000000,0.026656,0.026656,0.026656,0.000000,0.000000,0.044816,0.000000,0.044816,0.044816,0.044816,0.000000,0.000000,0.045422,0.000000,0.045422,0.045422,0.045422,0.000000,0.000000,0.039935,0.000000,0.039935,0.039935,0.039935,0.000000,0.000000,0.025637,0.000000,0.025637,0.025637,0.025637,0.000000,0.000000,0.025152,0.001264,0.024902,0.024302,0.026410,0.050273,0.003815,0.044898,0.001685,0.044816,0.044518,0.046481,0.037531,0.005451,0.045620,0.003249,0.045422,0.042323,0.048336,0.071217,0.009667,0.039084,0.005682,0.036938,0.036189,0.039935,0.145384,0.021205,0.014719,0.007237,0.017369,0.011580,0.018825,0.491683,0.025081,0.026453,0.002386,0.025764,0.024841,0.027317,0.090189,0.009106,0.044344,0.001916,0.044816,0.043010,0.045617,0.043201,0.006849,0.045760,0.002624,0.045745,0.043664,0.048197,0.057338,0.009667,0.038737,0.007377,0.039577,0.035554,0.043355,0.190429,0.030781,0.012115,0.009035,0.013799,0.003312,0.018565,0.745737,0.033472,0.026904,0.002784,0.026656,0.024672,0.029086,0.103492,0.010690,0.043822,0.002745,0.044298,0.042177,0.045617,0.062637,0.015112,0.045898,0.002724,0.045838,0.043664,0.047827,0.059354,0.012026,0.040133,0.006334,0.041873,0.036189,0.044348,0.157832,0.030781,0.013767,0.008643,0.013972,0.006276,0.018565,0.627761,0.033472
