model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
XGBoost,-0.5901,-0.9927,0.8876,3.1113,2.2123,0.7900,0.5800,59.0000,Cu_мг_кг,date1,shape,12,none
GBR,-0.7090,-1.1734,0.8471,3.2255,2.4286,0.7600,0.5600,59.0000,Cu_мг_кг,date1,shape,12,none
PLSR,-0.7177,-1.0481,0.8464,3.2338,2.5349,0.7600,0.5600,59.0000,Cu_мг_кг,date1,shape,12,none
RF,0.2060,0.1796,0.1896,2.1544,1.5181,1.1200,1.3000,118.0000,Cu_мг_кг,date1,shape,12,mixup
GBR,0.1489,0.1230,0.2945,2.2305,1.4461,1.0800,1.2500,118.0000,Cu_мг_кг,date1,shape,12,mixup
XGBoost,0.0878,0.0749,0.3505,2.3092,1.4616,1.0500,1.2100,118.0000,Cu_мг_кг,date1,shape,12,mixup
ElasticNet,-0.0086,-0.0232,0.0217,2.4281,1.8877,1.0000,1.1500,118.0000,Cu_мг_кг,date1,shape,12,mixup
PLSR,-0.0609,-0.0778,0.1092,2.4903,1.8942,0.9700,1.1200,118.0000,Cu_мг_кг,date1,shape,12,mixup
SVR,-0.0850,-0.0913,0.0838,2.5185,1.6195,0.9600,1.1100,118.0000,Cu_мг_кг,date1,shape,12,mixup
ElasticNet,-0.0468,-0.1041,0.0915,2.5244,1.8511,0.9800,0.7100,59.0000,Cu_мг_кг,date1,hyper_idx,24,none
SVR,-0.0983,-0.1982,0.1761,2.5858,1.6636,0.9500,0.6900,59.0000,Cu_мг_кг,date1,hyper_idx,24,none
RF,-0.4103,-0.9010,1.1674,2.9301,2.2213,0.8400,0.6100,59.0000,Cu_мг_кг,date1,hyper_idx,24,none
GBR,-0.5783,-1.2253,1.4843,3.0997,2.4199,0.8000,0.5800,59.0000,Cu_мг_кг,date1,hyper_idx,24,none
XGBoost,-0.5949,-1.3194,2.0731,3.1160,2.2518,0.7900,0.5800,59.0000,Cu_мг_кг,date1,hyper_idx,24,none
PLSR,-860.7468,-1235.5121,2469.8952,72.4299,11.6266,0.0300,0.0200,59.0000,Cu_мг_кг,date1,hyper_idx,24,none
XGBoost,0.5918,0.5937,0.0689,1.5448,0.9310,1.5700,1.8100,118.0000,Cu_мг_кг,date1,hyper_idx,24,mixup
GBR,0.5680,0.5655,0.1029,1.5891,0.9517,1.5200,1.7600,118.0000,Cu_мг_кг,date1,hyper_idx,24,mixup
RF,0.4827,0.4728,0.1020,1.7390,1.2151,1.3900,1.6100,118.0000,Cu_мг_кг,date1,hyper_idx,24,mixup
SVR,0.0510,0.0419,0.0360,2.3554,1.4851,1.0300,1.1900,118.0000,Cu_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-0.0081,-0.0228,0.0217,2.4276,1.8885,1.0000,1.1500,118.0000,Cu_мг_кг,date1,hyper_idx,24,mixup
PLSR,-227.7174,-252.5698,504.7226,36.5653,5.1635,0.0700,0.0800,118.0000,Cu_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-0.0498,-0.1128,0.0869,2.5280,1.8592,0.9800,0.7100,59.0000,Cu_мг_кг,date1,pca,10,none
SVR,-0.0914,-0.1986,0.1803,2.5776,1.6761,0.9600,0.7000,59.0000,Cu_мг_кг,date1,pca,10,none
RF,-0.1849,-0.4141,0.4672,2.6858,2.0213,0.9200,0.6700,59.0000,Cu_мг_кг,date1,pca,10,none
GBR,-0.3232,-0.5543,0.3939,2.8382,2.1373,0.8700,0.6300,59.0000,Cu_мг_кг,date1,pca,10,none
XGBoost,-0.4657,-0.8155,0.6151,2.9871,2.1592,0.8300,0.6000,59.0000,Cu_мг_кг,date1,pca,10,none
PLSR,-2.6928,-4.0611,6.0696,4.7414,2.7420,0.5200,0.3800,59.0000,Cu_мг_кг,date1,pca,10,none
ElasticNet,-0.0836,-0.1663,0.0834,2.5684,1.9123,0.9600,0.7000,59.0000,Cu_мг_кг,date1,combined,91,none
SVR,-0.1162,-0.2129,0.1553,2.6068,1.6860,0.9500,0.6900,59.0000,Cu_мг_кг,date1,combined,91,none
RF,-0.3150,-0.8069,1.2577,2.8294,2.0472,0.8700,0.6300,59.0000,Cu_мг_кг,date1,combined,91,none
GBR,-0.4103,-0.8746,1.2865,2.9301,2.1568,0.8400,0.6100,59.0000,Cu_мг_кг,date1,combined,91,none
XGBoost,-0.7635,-1.5166,2.1084,3.2766,2.3086,0.7500,0.5500,59.0000,Cu_мг_кг,date1,combined,91,none
PLSR,-1033.2010,-1483.1124,2961.0710,79.3471,13.2329,0.0300,0.0200,59.0000,Cu_мг_кг,date1,combined,91,none
GBR,0.7340,0.7298,0.0233,1.2469,0.7609,1.9400,2.2400,118.0000,Cu_мг_кг,date1,combined,91,mixup
RF,0.5014,0.4883,0.1062,1.7072,1.2178,1.4200,1.6400,118.0000,Cu_мг_кг,date1,combined,91,mixup
XGBoost,0.4599,0.4395,0.1189,1.7768,1.0438,1.3600,1.5800,118.0000,Cu_мг_кг,date1,combined,91,mixup
SVR,-0.0092,-0.0136,0.0837,2.4288,1.5434,1.0000,1.1500,118.0000,Cu_мг_кг,date1,combined,91,mixup
ElasticNet,-0.0119,-0.0263,0.0220,2.4321,1.8917,0.9900,1.1500,118.0000,Cu_мг_кг,date1,combined,91,mixup
PLSR,-786.2459,-872.0583,1743.8121,67.8382,8.0404,0.0400,0.0400,118.0000,Cu_мг_кг,date1,combined,91,mixup
Stacking,-0.1481,,,2.6437,,0.9300,,,Cu_мг_кг,date1,combined,91,none
SVR,-0.1060,-0.1424,0.0938,20.7753,10.8360,0.9500,0.3900,60.0000,Zn_мг_кг,date1,smooth_300,300,none
ElasticNet,-0.1164,-0.5883,0.7706,20.8722,13.3478,0.9500,0.3900,60.0000,Zn_мг_кг,date1,smooth_300,300,none
RF,-0.4191,-0.9128,0.8085,23.5328,15.7381,0.8400,0.3500,60.0000,Zn_мг_кг,date1,smooth_300,300,none
GBR,-1.1481,-2.7128,2.4924,28.9527,18.9063,0.6800,0.2800,60.0000,Zn_мг_кг,date1,smooth_300,300,none
XGBoost,-1.7831,-4.3839,3.9926,32.9552,21.8412,0.6000,0.2500,60.0000,Zn_мг_кг,date1,smooth_300,300,none
PLSR,-5.4389,-18.3055,20.2901,50.1265,29.9222,0.3900,0.1600,60.0000,Zn_мг_кг,date1,smooth_300,300,none
SVR,-0.0839,-0.1216,0.0798,20.5664,10.7442,0.9600,0.4000,60.0000,Zn_мг_кг,date1,d1snv_300,300,none
RF,-0.2914,-1.6219,2.5584,22.4490,15.6593,0.8800,0.3600,60.0000,Zn_мг_кг,date1,d1snv_300,300,none
GBR,-0.4019,-2.2957,3.6671,23.3893,15.2191,0.8400,0.3500,60.0000,Zn_мг_кг,date1,d1snv_300,300,none
ElasticNet,-0.6417,-2.6654,3.7264,25.3105,17.0665,0.7800,0.3200,60.0000,Zn_мг_кг,date1,d1snv_300,300,none
XGBoost,-0.7717,-5.9619,10.3363,26.2938,16.1740,0.7500,0.3100,60.0000,Zn_мг_кг,date1,d1snv_300,300,none
PLSR,-5.2390,-15.8823,16.8929,49.3421,32.4556,0.4000,0.1700,60.0000,Zn_мг_кг,date1,d1snv_300,300,none
ElasticNet,-0.0769,-0.5054,0.7051,20.5000,13.2438,0.9600,0.4000,60.0000,Zn_мг_кг,date1,cwt,45,none
SVR,-0.1102,-0.1352,0.0916,20.8147,10.9267,0.9500,0.3900,60.0000,Zn_мг_кг,date1,cwt,45,none
RF,-0.1976,-1.4848,2.3995,21.6183,13.6600,0.9100,0.3800,60.0000,Zn_мг_кг,date1,cwt,45,none
XGBoost,-0.8289,-5.1856,8.7110,26.7150,16.3083,0.7400,0.3100,60.0000,Zn_мг_кг,date1,cwt,45,none
GBR,-0.9412,-5.5009,8.8644,27.5231,16.5347,0.7200,0.3000,60.0000,Zn_мг_кг,date1,cwt,45,none
PLSR,-1.1729,-5.8203,8.4088,29.1189,20.1758,0.6800,0.2800,60.0000,Zn_мг_кг,date1,cwt,45,none
XGBoost,0.2548,-0.3101,0.9744,15.8455,8.0552,1.1600,0.5500,120.0000,Zn_мг_кг,date1,cwt,45,mixup
RF,0.2303,-0.4930,1.3809,16.1033,9.6297,1.1400,0.5400,120.0000,Zn_мг_кг,date1,cwt,45,mixup
GBR,0.0859,-1.1942,2.5308,17.5493,9.2141,1.0500,0.5000,120.0000,Zn_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0235,-0.3887,0.7126,18.5699,11.7838,0.9900,0.4700,120.0000,Zn_мг_кг,date1,cwt,45,mixup
SVR,-0.0811,-0.1002,0.1619,19.0851,9.7961,0.9600,0.4600,120.0000,Zn_мг_кг,date1,cwt,45,mixup
PLSR,-0.1206,-1.6207,3.1239,19.4306,13.5771,0.9400,0.4500,120.0000,Zn_мг_кг,date1,cwt,45,mixup
SVR,-0.1088,-0.1259,0.0983,20.8010,10.9101,0.9500,0.3900,60.0000,Zn_мг_кг,date1,shape,12,none
ElasticNet,-0.1816,-0.6949,0.8191,21.4728,14.1270,0.9200,0.3800,60.0000,Zn_мг_кг,date1,shape,12,none
RF,-0.3719,-1.5679,2.0361,23.1378,15.8071,0.8500,0.3500,60.0000,Zn_мг_кг,date1,shape,12,none
PLSR,-0.6786,-2.8146,3.8923,25.5938,19.3032,0.7700,0.3200,60.0000,Zn_мг_кг,date1,shape,12,none
XGBoost,-0.8950,-2.7513,3.4468,27.1936,16.9331,0.7300,0.3000,60.0000,Zn_мг_кг,date1,shape,12,none
GBR,-0.9183,-2.1636,1.6711,27.3599,16.9003,0.7200,0.3000,60.0000,Zn_мг_кг,date1,shape,12,none
RF,-0.0175,-2.4214,5.2977,18.5151,10.6764,0.9900,0.4700,120.0000,Zn_мг_кг,date1,shape,12,mixup
ElasticNet,-0.0744,-0.5387,0.9037,19.0257,11.7240,0.9600,0.4600,120.0000,Zn_мг_кг,date1,shape,12,mixup
SVR,-0.0783,-0.1008,0.1591,19.0606,9.6899,0.9600,0.4600,120.0000,Zn_мг_кг,date1,shape,12,mixup
GBR,-0.2220,-3.7123,7.6782,20.2906,10.4525,0.9000,0.4300,120.0000,Zn_мг_кг,date1,shape,12,mixup
XGBoost,-0.3175,-4.3088,8.9132,21.0691,10.4873,0.8700,0.4100,120.0000,Zn_мг_кг,date1,shape,12,mixup
PLSR,-29751869071632969767059456.0000,-227986098313983518482366464.0000,455972196627967036964732928.0000,100120526626438.0781,9139711817112.5059,0.0000,0.0000,120.0000,Zn_мг_кг,date1,shape,12,mixup
SVR,-0.0828,-0.1282,0.0899,20.5559,10.9187,0.9600,0.4000,60.0000,Zn_мг_кг,date1,hyper_idx,24,none
RF,-0.4951,-2.6488,4.1283,24.1542,16.5979,0.8200,0.3400,60.0000,Zn_мг_кг,date1,hyper_idx,24,none
XGBoost,-0.5163,-4.0361,7.1227,24.3247,16.5274,0.8100,0.3400,60.0000,Zn_мг_кг,date1,hyper_idx,24,none
GBR,-0.6997,-2.5938,3.4408,25.7541,17.2053,0.7700,0.3200,60.0000,Zn_мг_кг,date1,hyper_idx,24,none
ElasticNet,-53.7247,-119.8848,238.6771,146.1343,32.0163,0.1400,0.0600,60.0000,Zn_мг_кг,date1,hyper_idx,24,none
PLSR,-2498.8814,-5564.0821,11121.8484,987.6887,145.4184,0.0200,0.0100,60.0000,Zn_мг_кг,date1,hyper_idx,24,none
GBR,0.3674,-1.2235,3.3604,14.5989,7.4105,1.2600,0.6000,120.0000,Zn_мг_кг,date1,hyper_idx,24,mixup
XGBoost,0.3225,-1.7044,4.5650,15.1081,7.1971,1.2100,0.5800,120.0000,Zn_мг_кг,date1,hyper_idx,24,mixup
RF,0.2713,-1.3651,3.5137,15.6685,8.7279,1.1700,0.5600,120.0000,Zn_мг_кг,date1,hyper_idx,24,mixup
SVR,-0.0268,-0.0159,0.1785,18.6000,9.2761,0.9900,0.4700,120.0000,Zn_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-42.3876,-325.2324,650.5324,120.9063,22.1963,0.1500,0.0700,120.0000,Zn_мг_кг,date1,hyper_idx,24,mixup
PLSR,-368.3843,-2824.1048,5648.4322,352.7810,44.7747,0.0500,0.0200,120.0000,Zn_мг_кг,date1,hyper_idx,24,mixup
SVR,-0.0618,-0.0834,0.0799,20.3550,10.6867,0.9700,0.4000,60.0000,Zn_мг_кг,date1,pca,10,none
ElasticNet,-0.1012,-1.0650,1.7815,20.7296,13.7120,0.9500,0.3900,60.0000,Zn_мг_кг,date1,pca,10,none
RF,-0.1313,-1.1305,2.1263,21.0114,13.7325,0.9400,0.3900,60.0000,Zn_мг_кг,date1,pca,10,none
GBR,-0.1880,-1.4617,2.6875,21.5315,13.4330,0.9200,0.3800,60.0000,Zn_мг_кг,date1,pca,10,none
XGBoost,-0.2504,-2.6103,5.1215,22.0892,13.4213,0.8900,0.3700,60.0000,Zn_мг_кг,date1,pca,10,none
PLSR,-1.5371,-5.4571,6.7655,31.4653,17.7692,0.6300,0.2600,60.0000,Zn_мг_кг,date1,pca,10,none
SVR,-0.0989,-0.1332,0.0965,20.7085,10.9542,0.9500,0.3900,60.0000,Zn_мг_кг,date1,combined,91,none
RF,-0.2949,-2.6480,4.6931,22.4791,14.7589,0.8800,0.3600,60.0000,Zn_мг_кг,date1,combined,91,none
GBR,-0.5749,-2.7570,3.8392,24.7910,14.8399,0.8000,0.3300,60.0000,Zn_мг_кг,date1,combined,91,none
XGBoost,-0.7944,-6.2307,10.8913,26.4617,15.9110,0.7500,0.3100,60.0000,Zn_мг_кг,date1,combined,91,none
ElasticNet,-7.9367,-18.5794,34.2314,59.0540,21.8625,0.3300,0.1400,60.0000,Zn_мг_кг,date1,combined,91,none
PLSR,-3224.9389,-7183.1093,14347.2241,1121.9886,169.0875,0.0200,0.0100,60.0000,Zn_мг_кг,date1,combined,91,none
RF,0.1119,-2.3679,5.4120,17.2983,9.3917,1.0600,0.5000,120.0000,Zn_мг_кг,date1,combined,91,mixup
SVR,-0.0543,-0.0528,0.1745,18.8469,9.5011,0.9700,0.4600,120.0000,Zn_мг_кг,date1,combined,91,mixup
GBR,-0.0577,-3.7134,8.0723,18.8776,8.9803,0.9700,0.4600,120.0000,Zn_мг_кг,date1,combined,91,mixup
XGBoost,-0.2040,-3.5261,7.3987,20.1408,9.5150,0.9100,0.4300,120.0000,Zn_мг_кг,date1,combined,91,mixup
ElasticNet,-14.8913,-114.4266,228.8135,73.1722,18.5517,0.2500,0.1200,120.0000,Zn_мг_кг,date1,combined,91,mixup
PLSR,-10882074449663938856484864.0000,-83388431475273369649152000.0000,166776862950546739298304000.0000,60551073156336.9062,5527531441494.2100,0.0000,0.0000,120.0000,Zn_мг_кг,date1,combined,91,mixup
Stacking,-0.1472,,,21.1582,,0.9300,,,Zn_мг_кг,date1,combined,91,none
ElasticNet,-0.0585,-0.1627,0.0743,0.6005,0.4902,0.9700,1.4100,40.0000,Co_мг_кг,date1,smooth_300,300,none
SVR,-0.4365,-0.6165,0.4925,0.6996,0.5767,0.8300,1.2100,40.0000,Co_мг_кг,date1,smooth_300,300,none
RF,-0.4619,-0.6776,0.4006,0.7058,0.5907,0.8300,1.2000,40.0000,Co_мг_кг,date1,smooth_300,300,none
GBR,-0.6371,-0.9188,0.6510,0.7468,0.6123,0.7800,1.1300,40.0000,Co_мг_кг,date1,smooth_300,300,none
XGBoost,-0.6499,-0.8027,0.5144,0.7497,0.6080,0.7800,1.1300,40.0000,Co_мг_кг,date1,smooth_300,300,none
PLSR,-1.9342,-2.5840,1.2518,0.9999,0.8560,0.5800,0.8500,40.0000,Co_мг_кг,date1,smooth_300,300,none
ElasticNet,-0.0585,-0.1627,0.0743,0.6005,0.4902,0.9700,1.4100,40.0000,Co_мг_кг,date1,d1snv_300,300,none
SVR,-0.3086,-0.4475,0.2681,0.6677,0.5342,0.8700,1.2700,40.0000,Co_мг_кг,date1,d1snv_300,300,none
RF,-0.3505,-0.4770,0.3027,0.6783,0.5654,0.8600,1.2500,40.0000,Co_мг_кг,date1,d1snv_300,300,none
GBR,-0.7607,-0.9776,0.4560,0.7745,0.6543,0.7500,1.0900,40.0000,Co_мг_кг,date1,d1snv_300,300,none
XGBoost,-0.9009,-1.1281,0.5767,0.8048,0.6873,0.7300,1.0500,40.0000,Co_мг_кг,date1,d1snv_300,300,none
PLSR,-4.8747,-6.5838,10.6233,1.4148,0.8754,0.4100,0.6000,40.0000,Co_мг_кг,date1,d1snv_300,300,none
ElasticNet,-0.0585,-0.1627,0.0743,0.6005,0.4902,0.9700,1.4100,40.0000,Co_мг_кг,date1,cwt,45,none
SVR,-0.4444,-0.5815,0.5009,0.7015,0.5784,0.8300,1.2000,40.0000,Co_мг_кг,date1,cwt,45,none
RF,-0.5586,-0.8019,0.5236,0.7287,0.6191,0.8000,1.1600,40.0000,Co_мг_кг,date1,cwt,45,none
XGBoost,-0.6396,-0.8420,0.4967,0.7474,0.6387,0.7800,1.1300,40.0000,Co_мг_кг,date1,cwt,45,none
GBR,-0.7741,-1.0075,0.4172,0.7775,0.6705,0.7500,1.0900,40.0000,Co_мг_кг,date1,cwt,45,none
PLSR,-1.8458,-2.0773,1.3778,0.9847,0.7470,0.5900,0.8600,40.0000,Co_мг_кг,date1,cwt,45,none
GBR,0.3595,0.3050,0.2229,0.4229,0.2739,1.2500,2.1300,80.0000,Co_мг_кг,date1,cwt,45,mixup
RF,0.3325,0.2930,0.2024,0.4317,0.3177,1.2200,2.0800,80.0000,Co_мг_кг,date1,cwt,45,mixup
XGBoost,0.2440,0.1951,0.1618,0.4594,0.3152,1.1500,1.9600,80.0000,Co_мг_кг,date1,cwt,45,mixup
PLSR,0.2096,0.1655,0.2166,0.4697,0.3508,1.1200,1.9100,80.0000,Co_мг_кг,date1,cwt,45,mixup
SVR,0.1520,0.1115,0.3386,0.4866,0.3740,1.0900,1.8500,80.0000,Co_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0158,-0.0473,0.0412,0.5325,0.4323,0.9900,1.6900,80.0000,Co_мг_кг,date1,cwt,45,mixup
ElasticNet,-0.0585,-0.1627,0.0743,0.6005,0.4902,0.9700,1.4100,40.0000,Co_мг_кг,date1,shape,12,none
SVR,-0.2800,-0.4348,0.2806,0.6604,0.5575,0.8800,1.2800,40.0000,Co_мг_кг,date1,shape,12,none
RF,-0.3285,-0.4920,0.1550,0.6728,0.5632,0.8700,1.2600,40.0000,Co_мг_кг,date1,shape,12,none
XGBoost,-0.3684,-0.4753,0.3119,0.6828,0.5484,0.8500,1.2400,40.0000,Co_мг_кг,date1,shape,12,none
GBR,-0.5596,-0.7952,0.5812,0.7289,0.5905,0.8000,1.1600,40.0000,Co_мг_кг,date1,shape,12,none
PLSR,-1.2789,-1.7422,0.9776,0.8812,0.6838,0.6600,0.9600,40.0000,Co_мг_кг,date1,shape,12,none
RF,0.4177,0.3843,0.1733,0.4032,0.3070,1.3100,2.2300,80.0000,Co_мг_кг,date1,shape,12,mixup
SVR,0.3310,0.3114,0.1313,0.4322,0.3326,1.2200,2.0800,80.0000,Co_мг_кг,date1,shape,12,mixup
GBR,0.2933,0.2779,0.2543,0.4442,0.2937,1.1900,2.0300,80.0000,Co_мг_кг,date1,shape,12,mixup
XGBoost,0.2226,0.1920,0.1120,0.4659,0.3177,1.1300,1.9300,80.0000,Co_мг_кг,date1,shape,12,mixup
PLSR,0.0141,-0.0683,0.4949,0.5246,0.3786,1.0100,1.7100,80.0000,Co_мг_кг,date1,shape,12,mixup
ElasticNet,-0.0158,-0.0473,0.0412,0.5325,0.4323,0.9900,1.6900,80.0000,Co_мг_кг,date1,shape,12,mixup
ElasticNet,-0.0585,-0.1627,0.0743,0.6005,0.4902,0.9700,1.4100,40.0000,Co_мг_кг,date1,hyper_idx,24,none
RF,-0.3641,-0.5505,0.3694,0.6817,0.5615,0.8600,1.2400,40.0000,Co_мг_кг,date1,hyper_idx,24,none
SVR,-0.4584,-0.6655,0.4732,0.7049,0.5864,0.8300,1.2000,40.0000,Co_мг_кг,date1,hyper_idx,24,none
GBR,-0.4673,-0.5785,0.5417,0.7071,0.5829,0.8300,1.2000,40.0000,Co_мг_кг,date1,hyper_idx,24,none
XGBoost,-0.6499,-0.7958,0.2730,0.7497,0.5921,0.7800,1.1300,40.0000,Co_мг_кг,date1,hyper_idx,24,none
PLSR,-663.2097,-908.2333,1810.0216,15.0434,3.2606,0.0400,0.0600,40.0000,Co_мг_кг,date1,hyper_idx,24,none
GBR,0.4496,0.4430,0.1886,0.3920,0.2526,1.3500,2.2900,80.0000,Co_мг_кг,date1,hyper_idx,24,mixup
RF,0.3903,0.3457,0.2680,0.4126,0.3027,1.2800,2.1800,80.0000,Co_мг_кг,date1,hyper_idx,24,mixup
SVR,0.3408,0.2977,0.2000,0.4290,0.3078,1.2300,2.1000,80.0000,Co_мг_кг,date1,hyper_idx,24,mixup
XGBoost,0.2565,0.2420,0.1667,0.4556,0.2852,1.1600,1.9700,80.0000,Co_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-0.0158,-0.0473,0.0412,0.5325,0.4323,0.9900,1.6900,80.0000,Co_мг_кг,date1,hyper_idx,24,mixup
PLSR,-0.0576,-0.2074,0.8289,0.5434,0.4142,0.9700,1.6600,80.0000,Co_мг_кг,date1,hyper_idx,24,mixup
ElasticNet,-0.0585,-0.1627,0.0743,0.6005,0.4902,0.9700,1.4100,40.0000,Co_мг_кг,date1,pca,10,none
SVR,-0.2466,-0.4382,0.5501,0.6517,0.5124,0.9000,1.3000,40.0000,Co_мг_кг,date1,pca,10,none
RF,-0.3375,-0.5064,0.2757,0.6751,0.5452,0.8600,1.2500,40.0000,Co_мг_кг,date1,pca,10,none
GBR,-0.4549,-0.6546,0.2740,0.7040,0.5442,0.8300,1.2000,40.0000,Co_мг_кг,date1,pca,10,none
XGBoost,-0.9201,-1.1993,0.3628,0.8088,0.6360,0.7200,1.0500,40.0000,Co_мг_кг,date1,pca,10,none
PLSR,-1.5624,-1.9294,1.2363,0.9344,0.7330,0.6200,0.9000,40.0000,Co_мг_кг,date1,pca,10,none
ElasticNet,-0.0585,-0.1627,0.0743,0.6005,0.4902,0.9700,1.4100,40.0000,Co_мг_кг,date1,combined,91,none
SVR,-0.3661,-0.5039,0.3854,0.6822,0.5606,0.8600,1.2400,40.0000,Co_мг_кг,date1,combined,91,none
RF,-0.4197,-0.5908,0.2367,0.6955,0.5700,0.8400,1.2200,40.0000,Co_мг_кг,date1,combined,91,none
GBR,-0.5847,-0.8391,0.3649,0.7348,0.5957,0.7900,1.1500,40.0000,Co_мг_кг,date1,combined,91,none
XGBoost,-0.7754,-0.9801,0.4064,0.7778,0.6070,0.7500,1.0900,40.0000,Co_мг_кг,date1,combined,91,none
PLSR,-618.2618,-846.2934,1679.3288,14.5254,3.3343,0.0400,0.0600,40.0000,Co_мг_кг,date1,combined,91,none
GBR,0.4005,0.3858,0.1585,0.4091,0.2556,1.2900,2.2000,80.0000,Co_мг_кг,date1,combined,91,mixup
RF,0.3939,0.3626,0.1555,0.4113,0.3028,1.2800,2.1900,80.0000,Co_мг_кг,date1,combined,91,mixup
SVR,0.3647,0.3650,0.1327,0.4211,0.2997,1.2500,2.1400,80.0000,Co_мг_кг,date1,combined,91,mixup
XGBoost,0.2922,0.2488,0.3093,0.4445,0.2803,1.1900,2.0200,80.0000,Co_мг_кг,date1,combined,91,mixup
ElasticNet,-0.0158,-0.0473,0.0412,0.5325,0.4323,0.9900,1.6900,80.0000,Co_мг_кг,date1,combined,91,mixup
PLSR,-0.1262,-0.1845,0.4797,0.5607,0.3486,0.9400,1.6000,80.0000,Co_мг_кг,date1,combined,91,mixup
Stacking,-0.1123,,,0.6156,,0.9500,,,Co_мг_кг,date1,combined,91,none
MO-GPR,-0.0550,,,0.5064,,0.9700,,,N_%,date1,pca,10,none
MO-GPR,-0.1517,,,0.0821,,0.9300,,,P_%,date1,pca,10,none
MO-GPR,-0.0603,,,0.7973,,0.9700,,,K_%,date1,pca,10,none
MO-GPR,-0.1247,,,0.1847,,0.9400,,,Ca_%,date1,pca,10,none
MO-GPR,-0.0485,,,0.0899,,0.9800,,,Mg_%,date1,pca,10,none
MO-GPR,-0.1729,,,0.0581,,0.9200,,,S_%,date1,pca,10,none
MO-GPR,-0.0491,,,2240.6382,,0.9800,,,Нитраты_мг_кг,date1,pca,10,none
MO-GPR,-0.0134,,,61.0587,,0.9900,,,Fe_мг_кг,date1,pca,10,none
MO-GPR,-0.0714,,,18.2095,,0.9700,,,Mn_мг_кг,date1,pca,10,none
MO-GPR,-0.0268,,,1.6413,,0.9900,,,Cu_мг_кг,date1,pca,10,none
MO-GPR,-0.0074,,,12.5590,,1.0000,,,Zn_мг_кг,date1,pca,10,none
MO-GPR,-0.0148,,,0.5955,,0.9900,,,Co_мг_кг,date1,pca,10,none
ElasticNet,-0.0809,-0.3537,0.5487,0.6149,0.4631,0.9600,0.9100,55.0000,N_%,date2,smooth_300,300,none
SVR,-0.1619,-0.4634,0.5187,0.6375,0.4818,0.9300,0.8800,55.0000,N_%,date2,smooth_300,300,none
RF,-0.3655,-0.8336,0.7705,0.6912,0.5265,0.8600,0.8100,55.0000,N_%,date2,smooth_300,300,none
GBR,-0.3680,-0.8395,0.8025,0.6918,0.5374,0.8500,0.8100,55.0000,N_%,date2,smooth_300,300,none
XGBoost,-0.8332,-1.2919,0.7087,0.8008,0.6287,0.7400,0.7000,55.0000,N_%,date2,smooth_300,300,none
PLSR,-178.6347,-403.1829,787.4906,7.9273,2.2885,0.0700,0.0700,55.0000,N_%,date2,smooth_300,300,none
ElasticNet,-0.0809,-0.3537,0.5487,0.6149,0.4631,0.9600,0.9100,55.0000,N_%,date2,d1snv_300,300,none
RF,-0.1627,-0.3700,0.5973,0.6378,0.4883,0.9300,0.8800,55.0000,N_%,date2,d1snv_300,300,none
SVR,-0.2475,-0.5834,0.5149,0.6606,0.5052,0.9000,0.8500,55.0000,N_%,date2,d1snv_300,300,none
GBR,-0.5120,-0.6799,0.5734,0.7273,0.5495,0.8100,0.7700,55.0000,N_%,date2,d1snv_300,300,none
XGBoost,-0.6709,-0.8967,0.9340,0.7645,0.5769,0.7700,0.7300,55.0000,N_%,date2,d1snv_300,300,none
PLSR,-17.2825,-38.8252,75.3159,2.5290,1.0077,0.2300,0.2200,55.0000,N_%,date2,d1snv_300,300,none
ElasticNet,-0.0809,-0.3537,0.5487,0.6149,0.4631,0.9600,0.9100,55.0000,N_%,date2,cwt,45,none
SVR,-0.2278,-0.5846,0.6438,0.6554,0.4985,0.9000,0.8500,55.0000,N_%,date2,cwt,45,none
RF,-0.3769,-0.7569,0.7460,0.6940,0.5494,0.8500,0.8100,55.0000,N_%,date2,cwt,45,none
GBR,-0.5790,-1.0727,0.8668,0.7432,0.6036,0.8000,0.7500,55.0000,N_%,date2,cwt,45,none
XGBoost,-0.9768,-1.5452,0.6687,0.8316,0.6836,0.7100,0.6700,55.0000,N_%,date2,cwt,45,none
PLSR,-12.1544,-27.2564,52.3932,2.1452,0.8592,0.2800,0.2600,55.0000,N_%,date2,cwt,45,none
PLSR,0.2920,0.2510,0.3048,0.5025,0.3839,1.1900,1.0400,110.0000,N_%,date2,cwt,45,mixup
RF,0.1691,0.1270,0.3091,0.5444,0.3773,1.1000,0.9600,110.0000,N_%,date2,cwt,45,mixup
GBR,0.0903,0.0083,0.3771,0.5696,0.3670,1.0500,0.9200,110.0000,N_%,date2,cwt,45,mixup
SVR,0.0374,0.0517,0.1050,0.5859,0.4363,1.0200,0.9000,110.0000,N_%,date2,cwt,45,mixup
ElasticNet,-0.0008,-0.0029,0.0024,0.5975,0.4476,1.0000,0.8800,110.0000,N_%,date2,cwt,45,mixup
