model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
GBR,0.2963,0.3366,0.1833,9.5196,5.9627,1.1900,1.5100,194.0000,Mn_мг_кг,date2,rf_selected,20,mixup
RF,0.2666,0.2974,0.1381,9.7187,6.1981,1.1700,1.4800,194.0000,Mn_мг_кг,date2,rf_selected,20,mixup
XGBoost,0.2078,0.2110,0.2131,10.1004,5.7291,1.1200,1.4200,194.0000,Mn_мг_кг,date2,rf_selected,20,mixup
SVR,0.1971,0.2058,0.0589,10.1684,7.2019,1.1200,1.4100,194.0000,Mn_мг_кг,date2,rf_selected,20,mixup
ElasticNet,0.1465,0.1527,0.0469,10.4838,7.9428,1.0800,1.3700,194.0000,Mn_мг_кг,date2,rf_selected,20,mixup
Stacking,0.0425,,,11.5802,,1.0200,,,Mn_мг_кг,date2,combined,74,none
SVR,0.0184,-0.1165,0.2598,1.6907,1.2265,1.0100,1.1800,97.0000,Cu_мг_кг,date2,bands,5,none
ElasticNet,-0.0180,-0.0482,0.0579,1.7217,1.2825,0.9900,1.1600,97.0000,Cu_мг_кг,date2,bands,5,none
RF,-0.2946,-0.9054,1.2696,1.9416,1.4333,0.8800,1.0300,97.0000,Cu_мг_кг,date2,bands,5,none
PLSR,-0.3547,-0.8061,0.9013,1.9862,1.4410,0.8600,1.0100,97.0000,Cu_мг_кг,date2,bands,5,none
GBR,-0.6935,-1.2551,0.9490,2.2207,1.6357,0.7700,0.9000,97.0000,Cu_мг_кг,date2,bands,5,none
XGBoost,-0.7673,-1.4020,1.1072,2.2686,1.7250,0.7500,0.8800,97.0000,Cu_мг_кг,date2,bands,5,none
ElasticNet,-0.0180,-0.0482,0.0579,1.7217,1.2825,0.9900,1.1600,97.0000,Cu_мг_кг,date2,indices,44,none
SVR,-0.0406,-0.2203,0.3565,1.7408,1.3043,0.9800,1.1500,97.0000,Cu_мг_кг,date2,indices,44,none
RF,-0.1251,-0.4193,0.5263,1.8101,1.3234,0.9400,1.1000,97.0000,Cu_мг_кг,date2,indices,44,none
GBR,-0.1829,-0.6455,0.8709,1.8560,1.3498,0.9200,1.0800,97.0000,Cu_мг_кг,date2,indices,44,none
XGBoost,-0.3563,-1.0767,1.3802,1.9874,1.4805,0.8600,1.0100,97.0000,Cu_мг_кг,date2,indices,44,none
PLSR,-2.8905,-4.9950,6.1228,3.3660,1.9052,0.5100,0.5900,97.0000,Cu_мг_кг,date2,indices,44,none
GBR,0.3961,0.3783,0.1404,1.2955,0.8268,1.2900,1.2900,194.0000,Cu_мг_кг,date2,indices,44,mixup
RF,0.3433,0.3360,0.1313,1.3510,0.8802,1.2300,1.2400,194.0000,Cu_мг_кг,date2,indices,44,mixup
XGBoost,0.2464,0.2474,0.1758,1.4472,0.8424,1.1500,1.1600,194.0000,Cu_мг_кг,date2,indices,44,mixup
SVR,0.0939,0.0858,0.0619,1.5869,1.0647,1.0500,1.0500,194.0000,Cu_мг_кг,date2,indices,44,mixup
ElasticNet,-0.0142,-0.0430,0.0617,1.6789,1.1816,0.9900,1.0000,194.0000,Cu_мг_кг,date2,indices,44,mixup
ElasticNet,-0.0180,-0.0482,0.0579,1.7217,1.2825,0.9900,1.1600,97.0000,Cu_мг_кг,date2,bands_idx,49,none
SVR,-0.0310,-0.2120,0.3564,1.7328,1.2943,0.9800,1.1500,97.0000,Cu_мг_кг,date2,bands_idx,49,none
RF,-0.1751,-0.5082,0.5695,1.8499,1.3594,0.9200,1.0800,97.0000,Cu_мг_кг,date2,bands_idx,49,none
GBR,-0.2507,-0.5839,0.5346,1.9084,1.3659,0.8900,1.0500,97.0000,Cu_мг_кг,date2,bands_idx,49,none
XGBoost,-0.3653,-0.7506,0.6252,1.9940,1.4533,0.8600,1.0000,97.0000,Cu_мг_кг,date2,bands_idx,49,none
PLSR,-2.8755,-4.9180,5.4073,3.3595,1.9443,0.5100,0.6000,97.0000,Cu_мг_кг,date2,bands_idx,49,none
GBR,0.4904,0.4683,0.0891,1.1901,0.7832,1.4000,1.4100,194.0000,Cu_мг_кг,date2,bands_idx,49,mixup
RF,0.4587,0.4390,0.1572,1.2266,0.8232,1.3600,1.3600,194.0000,Cu_мг_кг,date2,bands_idx,49,mixup
XGBoost,0.3865,0.3718,0.1951,1.3057,0.7667,1.2800,1.2800,194.0000,Cu_мг_кг,date2,bands_idx,49,mixup
SVR,0.1064,0.1000,0.0655,1.5759,1.0581,1.0600,1.0600,194.0000,Cu_мг_кг,date2,bands_idx,49,mixup
ElasticNet,-0.0142,-0.0430,0.0617,1.6789,1.1816,0.9900,1.0000,194.0000,Cu_мг_кг,date2,bands_idx,49,mixup
SVR,0.0326,-0.0671,0.1489,1.6784,1.2387,1.0200,1.1900,97.0000,Cu_мг_кг,date2,pca,10,none
ElasticNet,-0.0181,-0.0486,0.0575,1.7218,1.2813,0.9900,1.1600,97.0000,Cu_мг_кг,date2,pca,10,none
RF,-0.1279,-0.4528,0.6373,1.8123,1.3762,0.9400,1.1000,97.0000,Cu_мг_кг,date2,pca,10,none
GBR,-0.1334,-0.4117,0.4779,1.8167,1.3686,0.9400,1.1000,97.0000,Cu_мг_кг,date2,pca,10,none
XGBoost,-0.4539,-1.6466,2.6781,2.0577,1.5804,0.8300,0.9700,97.0000,Cu_мг_кг,date2,pca,10,none
PLSR,-2.0895,-2.7364,5.1170,2.9995,1.4882,0.5700,0.6700,97.0000,Cu_мг_кг,date2,pca,10,none
SVR,0.0205,-0.1019,0.2382,1.6889,1.2242,1.0100,1.1800,97.0000,Cu_мг_кг,date2,poly,20,none
ElasticNet,-0.0183,-0.0498,0.0566,1.7220,1.2838,0.9900,1.1600,97.0000,Cu_мг_кг,date2,poly,20,none
RF,-0.2849,-0.9449,1.4188,1.9344,1.3974,0.8800,1.0300,97.0000,Cu_мг_кг,date2,poly,20,none
XGBoost,-0.5635,-1.2401,1.4303,2.1338,1.5678,0.8000,0.9400,97.0000,Cu_мг_кг,date2,poly,20,none
GBR,-0.5969,-1.4714,1.7848,2.1565,1.5512,0.7900,0.9300,97.0000,Cu_мг_кг,date2,poly,20,none
PLSR,-4.6880,-6.4962,11.1698,4.0699,1.6945,0.4200,0.4900,97.0000,Cu_мг_кг,date2,poly,20,none
SVR,-0.0024,-0.1542,0.2843,1.7085,1.2703,1.0000,1.1700,97.0000,Cu_мг_кг,date2,combined,74,none
ElasticNet,-0.0182,-0.0493,0.0569,1.7219,1.2823,0.9900,1.1600,97.0000,Cu_мг_кг,date2,combined,74,none
RF,-0.2112,-0.6487,0.8448,1.8781,1.3983,0.9100,1.0600,97.0000,Cu_мг_кг,date2,combined,74,none
XGBoost,-0.3449,-1.3434,2.0928,1.9790,1.3905,0.8600,1.0100,97.0000,Cu_мг_кг,date2,combined,74,none
GBR,-0.5824,-1.2425,1.2582,2.1466,1.5738,0.7900,0.9300,97.0000,Cu_мг_кг,date2,combined,74,none
PLSR,-3.1529,-4.7351,6.6097,3.4776,1.7498,0.4900,0.5800,97.0000,Cu_мг_кг,date2,combined,74,none
GBR,0.5542,0.5371,0.1268,1.1131,0.7111,1.5000,1.5000,194.0000,Cu_мг_кг,date2,combined,74,mixup
XGBoost,0.5508,0.5149,0.1566,1.1173,0.7364,1.4900,1.5000,194.0000,Cu_мг_кг,date2,combined,74,mixup
RF,0.4517,0.4272,0.1020,1.2344,0.8474,1.3500,1.3500,194.0000,Cu_мг_кг,date2,combined,74,mixup
SVR,0.1183,0.1139,0.0761,1.5654,1.0520,1.0600,1.0700,194.0000,Cu_мг_кг,date2,combined,74,mixup
ElasticNet,-0.0128,-0.0408,0.0618,1.6777,1.1819,0.9900,1.0000,194.0000,Cu_мг_кг,date2,combined,74,mixup
GBR,0.5569,0.5466,0.2542,1.1586,0.5830,1.5000,1.7000,194.0000,Cu_мг_кг,date2,combined,74,noise
RF,0.5424,0.5131,0.1553,1.1774,0.7388,1.4800,1.6700,194.0000,Cu_мг_кг,date2,combined,74,noise
XGBoost,0.4060,0.3912,0.2032,1.3414,0.7020,1.3000,1.4700,194.0000,Cu_мг_кг,date2,combined,74,noise
SVR,0.1222,0.0856,0.0796,1.6307,1.1204,1.0700,1.2100,194.0000,Cu_мг_кг,date2,combined,74,noise
ElasticNet,-0.0289,-0.0916,0.1128,1.7654,1.2681,0.9900,1.1100,194.0000,Cu_мг_кг,date2,combined,74,noise
SVR,-0.0032,-0.1616,0.2891,1.7093,1.2865,1.0000,1.1700,97.0000,Cu_мг_кг,date2,rf_selected,20,none
ElasticNet,-0.0180,-0.0482,0.0579,1.7217,1.2825,0.9900,1.1600,97.0000,Cu_мг_кг,date2,rf_selected,20,none
RF,-0.1931,-0.5283,0.5596,1.8640,1.3725,0.9200,1.0700,97.0000,Cu_мг_кг,date2,rf_selected,20,none
GBR,-0.4467,-1.0539,1.0585,2.0526,1.5054,0.8300,0.9700,97.0000,Cu_мг_кг,date2,rf_selected,20,none
XGBoost,-0.4562,-0.8505,0.6535,2.0593,1.5404,0.8300,0.9700,97.0000,Cu_мг_кг,date2,rf_selected,20,none
PLSR,-3.0204,-4.8160,6.6900,3.4217,1.7907,0.5000,0.5800,97.0000,Cu_мг_кг,date2,rf_selected,20,none
RF,0.4577,0.4412,0.1341,1.2277,0.8306,1.3600,1.3600,194.0000,Cu_мг_кг,date2,rf_selected,20,mixup
GBR,0.4335,0.4271,0.1422,1.2547,0.8047,1.3300,1.3300,194.0000,Cu_мг_кг,date2,rf_selected,20,mixup
XGBoost,0.3054,0.2784,0.1748,1.3894,0.8389,1.2000,1.2000,194.0000,Cu_мг_кг,date2,rf_selected,20,mixup
SVR,0.1294,0.1234,0.0742,1.5555,1.0488,1.0700,1.0800,194.0000,Cu_мг_кг,date2,rf_selected,20,mixup
ElasticNet,-0.0142,-0.0430,0.0617,1.6789,1.1816,0.9900,1.0000,194.0000,Cu_мг_кг,date2,rf_selected,20,mixup
Stacking,-0.0736,,,1.7682,,0.9700,,,Cu_мг_кг,date2,combined,74,none
SVR,0.0728,0.0462,0.0990,5.1958,3.7377,1.0400,1.4000,97.0000,Zn_мг_кг,date2,bands,5,none
ElasticNet,0.0173,-0.0168,0.0896,5.3491,3.9582,1.0100,1.3600,97.0000,Zn_мг_кг,date2,bands,5,none
RF,-0.0437,-0.0606,0.3233,5.5127,3.8037,0.9800,1.3200,97.0000,Zn_мг_кг,date2,bands,5,none
PLSR,-0.1572,-0.1806,0.3137,5.8047,4.0226,0.9300,1.2600,97.0000,Zn_мг_кг,date2,bands,5,none
GBR,-0.1655,-0.2711,0.4785,5.8254,4.0510,0.9300,1.2500,97.0000,Zn_мг_кг,date2,bands,5,none
XGBoost,-0.2374,-0.4402,0.6251,6.0024,4.2707,0.9000,1.2200,97.0000,Zn_мг_кг,date2,bands,5,none
SVR,0.0729,0.0272,0.1652,5.1956,3.7153,1.0400,1.4100,97.0000,Zn_мг_кг,date2,indices,44,none
RF,-0.0602,-0.1092,0.4476,5.5562,3.8639,0.9700,1.3100,97.0000,Zn_мг_кг,date2,indices,44,none
ElasticNet,-0.0606,-0.0487,0.0813,5.5570,3.9641,0.9700,1.3100,97.0000,Zn_мг_кг,date2,indices,44,none
XGBoost,-0.1914,-0.3384,0.5546,5.8898,4.2191,0.9200,1.2400,97.0000,Zn_мг_кг,date2,indices,44,none
GBR,-0.2292,-0.3757,0.6449,5.9825,4.1921,0.9000,1.2200,97.0000,Zn_мг_кг,date2,indices,44,none
PLSR,-0.6196,-0.4903,0.6438,6.8672,4.2943,0.7900,1.0600,97.0000,Zn_мг_кг,date2,indices,44,none
GBR,0.6234,0.5603,0.1612,3.2310,2.2128,1.6300,1.9800,194.0000,Zn_мг_кг,date2,indices,44,mixup
RF,0.5269,0.4912,0.1092,3.6215,2.4710,1.4500,1.7700,194.0000,Zn_мг_кг,date2,indices,44,mixup
XGBoost,0.4686,0.4715,0.1284,3.8381,2.2933,1.3700,1.6700,194.0000,Zn_мг_кг,date2,indices,44,mixup
SVR,0.1398,0.1502,0.0473,4.8832,3.3778,1.0800,1.3100,194.0000,Zn_мг_кг,date2,indices,44,mixup
ElasticNet,0.1222,0.0888,0.0938,4.9329,3.6661,1.0700,1.3000,194.0000,Zn_мг_кг,date2,indices,44,mixup
SVR,0.0809,0.0423,0.1471,5.1732,3.6868,1.0400,1.4100,97.0000,Zn_мг_кг,date2,bands_idx,49,none
RF,-0.0172,-0.0369,0.3296,5.4422,3.7581,0.9900,1.3400,97.0000,Zn_мг_кг,date2,bands_idx,49,none
ElasticNet,-0.0360,-0.0221,0.0901,5.4923,3.9071,0.9800,1.3300,97.0000,Zn_мг_кг,date2,bands_idx,49,none
XGBoost,-0.1215,-0.2236,0.4360,5.7144,4.1269,0.9400,1.2800,97.0000,Zn_мг_кг,date2,bands_idx,49,none
GBR,-0.1441,-0.2777,0.6554,5.7718,3.9427,0.9300,1.2600,97.0000,Zn_мг_кг,date2,bands_idx,49,none
PLSR,-0.6129,-0.4141,0.6019,6.8530,4.3833,0.7900,1.0700,97.0000,Zn_мг_кг,date2,bands_idx,49,none
GBR,0.6399,0.5994,0.1103,3.1595,2.1348,1.6700,2.0200,194.0000,Zn_мг_кг,date2,bands_idx,49,mixup
RF,0.5596,0.5350,0.0631,3.4938,2.4007,1.5100,1.8300,194.0000,Zn_мг_кг,date2,bands_idx,49,mixup
XGBoost,0.3908,0.4411,0.2130,4.1094,2.3504,1.2800,1.5600,194.0000,Zn_мг_кг,date2,bands_idx,49,mixup
ElasticNet,0.1785,0.1423,0.0926,4.7721,3.5721,1.1000,1.3400,194.0000,Zn_мг_кг,date2,bands_idx,49,mixup
SVR,0.1686,0.1852,0.0597,4.8006,3.2725,1.1000,1.3300,194.0000,Zn_мг_кг,date2,bands_idx,49,mixup
SVR,0.1012,0.0866,0.0898,5.1156,3.7053,1.0500,1.4300,97.0000,Zn_мг_кг,date2,pca,10,none
ElasticNet,0.0263,0.0155,0.0747,5.3247,3.9183,1.0100,1.3700,97.0000,Zn_мг_кг,date2,pca,10,none
RF,0.0113,-0.0560,0.1379,5.3655,3.8624,1.0100,1.3600,97.0000,Zn_мг_кг,date2,pca,10,none
PLSR,-0.0599,-0.0381,0.2201,5.5554,3.9578,0.9700,1.3100,97.0000,Zn_мг_кг,date2,pca,10,none
GBR,-0.2946,-0.2987,0.3419,6.1396,4.2840,0.8800,1.1900,97.0000,Zn_мг_кг,date2,pca,10,none
XGBoost,-0.8726,-1.2325,2.1382,7.3841,4.7237,0.7300,0.9900,97.0000,Zn_мг_кг,date2,pca,10,none
PLSR,0.3202,0.1418,0.3261,4.4492,3.4034,1.2100,1.6400,97.0000,Zn_мг_кг,date2,poly,20,none
SVR,0.0758,0.0492,0.0894,5.1875,3.7697,1.0400,1.4100,97.0000,Zn_мг_кг,date2,poly,20,none
ElasticNet,0.0383,0.0072,0.0941,5.2917,3.8839,1.0200,1.3800,97.0000,Zn_мг_кг,date2,poly,20,none
RF,-0.0689,-0.1478,0.3381,5.5788,3.8389,0.9700,1.3100,97.0000,Zn_мг_кг,date2,poly,20,none
XGBoost,-0.1606,-0.3373,0.5742,5.8132,4.1924,0.9300,1.2600,97.0000,Zn_мг_кг,date2,poly,20,none
GBR,-0.1927,-0.3532,0.5732,5.8931,4.0274,0.9200,1.2400,97.0000,Zn_мг_кг,date2,poly,20,none
SVR,0.0974,0.0677,0.1219,5.1265,3.6712,1.0500,1.4200,97.0000,Zn_мг_кг,date2,combined,74,none
RF,0.0866,0.0780,0.2665,5.1570,3.5359,1.0500,1.4200,97.0000,Zn_мг_кг,date2,combined,74,none
PLSR,0.0600,0.0240,0.2091,5.2316,3.7810,1.0300,1.4000,97.0000,Zn_мг_кг,date2,combined,74,none
ElasticNet,0.0439,0.0396,0.0975,5.2763,3.7967,1.0200,1.3800,97.0000,Zn_мг_кг,date2,combined,74,none
GBR,-0.0775,-0.1941,0.3986,5.6013,3.9265,0.9600,1.3000,97.0000,Zn_мг_кг,date2,combined,74,none
XGBoost,-0.7139,-1.0728,2.3381,7.0643,4.3574,0.7600,1.0300,97.0000,Zn_мг_кг,date2,combined,74,none
GBR,0.7213,0.6717,0.1139,2.7794,1.8640,1.8900,2.3000,194.0000,Zn_мг_кг,date2,combined,74,mixup
RF,0.5898,0.5495,0.0947,3.3721,2.3137,1.5600,1.9000,194.0000,Zn_мг_кг,date2,combined,74,mixup
XGBoost,0.5291,0.4946,0.1664,3.6132,2.2448,1.4600,1.7700,194.0000,Zn_мг_кг,date2,combined,74,mixup
ElasticNet,0.4091,0.3503,0.1358,4.0474,3.1569,1.3000,1.5800,194.0000,Zn_мг_кг,date2,combined,74,mixup
SVR,0.2079,0.2361,0.0969,4.6859,3.1244,1.1200,1.3700,194.0000,Zn_мг_кг,date2,combined,74,mixup
GBR,0.7528,0.7222,0.1107,2.5838,1.5554,2.0100,2.7700,194.0000,Zn_мг_кг,date2,combined,74,noise
RF,0.7156,0.7216,0.0650,2.7715,1.7556,1.8700,2.5800,194.0000,Zn_мг_кг,date2,combined,74,noise
XGBoost,0.6922,0.6778,0.0614,2.8832,1.4972,1.8000,2.4800,194.0000,Zn_мг_кг,date2,combined,74,noise
ElasticNet,0.3177,0.2763,0.1115,4.2924,3.3819,1.2100,1.6700,194.0000,Zn_мг_кг,date2,combined,74,noise
SVR,0.2114,0.2280,0.0809,4.6148,3.1236,1.1300,1.5500,194.0000,Zn_мг_кг,date2,combined,74,noise
SVR,0.0877,0.0503,0.1368,5.1540,3.7062,1.0500,1.4200,97.0000,Zn_мг_кг,date2,rf_selected,20,none
RF,-0.0040,-0.0235,0.3665,5.4067,3.6776,1.0000,1.3500,97.0000,Zn_мг_кг,date2,rf_selected,20,none
ElasticNet,-0.0328,-0.0171,0.0894,5.4839,3.9036,0.9800,1.3300,97.0000,Zn_мг_кг,date2,rf_selected,20,none
GBR,-0.0749,-0.1780,0.6010,5.5944,3.8096,0.9600,1.3000,97.0000,Zn_мг_кг,date2,rf_selected,20,none
XGBoost,-0.1351,-0.2814,0.6163,5.7490,4.1945,0.9400,1.2700,97.0000,Zn_мг_кг,date2,rf_selected,20,none
PLSR,-0.3138,-0.2577,0.4524,6.1850,4.2612,0.8700,1.1800,97.0000,Zn_мг_кг,date2,rf_selected,20,none
GBR,0.6079,0.5620,0.1574,3.2967,2.2298,1.6000,1.9400,194.0000,Zn_мг_кг,date2,rf_selected,20,mixup
RF,0.5463,0.5271,0.0685,3.5465,2.3932,1.4800,1.8000,194.0000,Zn_мг_кг,date2,rf_selected,20,mixup
XGBoost,0.3749,0.4234,0.2361,4.1628,2.3174,1.2600,1.5400,194.0000,Zn_мг_кг,date2,rf_selected,20,mixup
SVR,0.1888,0.2097,0.0728,4.7421,3.2107,1.1100,1.3500,194.0000,Zn_мг_кг,date2,rf_selected,20,mixup
ElasticNet,0.1769,0.1412,0.0910,4.7766,3.5749,1.1000,1.3400,194.0000,Zn_мг_кг,date2,rf_selected,20,mixup
Stacking,0.0705,,,5.2023,,1.0400,,,Zn_мг_кг,date2,combined,74,none
ElasticNet,-0.0362,-0.1353,0.1155,0.3570,0.2851,0.9800,1.2500,46.0000,Co_мг_кг,date2,bands,5,none
PLSR,-0.1495,-0.4272,0.6857,0.3760,0.3047,0.9300,1.1800,46.0000,Co_мг_кг,date2,bands,5,none
SVR,-0.1786,-0.4702,0.5443,0.3807,0.2985,0.9200,1.1700,46.0000,Co_мг_кг,date2,bands,5,none
RF,-0.4364,-0.7709,0.7292,0.4203,0.3326,0.8300,1.0600,46.0000,Co_мг_кг,date2,bands,5,none
GBR,-0.9167,-1.4502,1.1239,0.4855,0.3786,0.7200,0.9200,46.0000,Co_мг_кг,date2,bands,5,none
XGBoost,-0.9245,-1.5295,1.2119,0.4865,0.3661,0.7200,0.9200,46.0000,Co_мг_кг,date2,bands,5,none
ElasticNet,-0.0362,-0.1353,0.1155,0.3570,0.2851,0.9800,1.2500,46.0000,Co_мг_кг,date2,indices,44,none
RF,-0.1690,-0.3625,0.4784,0.3791,0.3040,0.9200,1.1700,46.0000,Co_мг_кг,date2,indices,44,none
SVR,-0.2263,-0.4246,0.4324,0.3883,0.3084,0.9000,1.1500,46.0000,Co_мг_кг,date2,indices,44,none
XGBoost,-0.4049,-0.6269,0.5832,0.4156,0.3306,0.8400,1.0700,46.0000,Co_мг_кг,date2,indices,44,none
GBR,-0.4712,-0.6807,0.5604,0.4253,0.3438,0.8200,1.0500,46.0000,Co_мг_кг,date2,indices,44,none
PLSR,-0.9377,-1.7663,2.1760,0.4881,0.3938,0.7200,0.9100,46.0000,Co_мг_кг,date2,indices,44,none
GBR,0.4715,0.4154,0.2235,0.2419,0.1428,1.3800,1.6800,92.0000,Co_мг_кг,date2,indices,44,mixup
XGBoost,0.4374,0.3592,0.2558,0.2496,0.1508,1.3300,1.6300,92.0000,Co_мг_кг,date2,indices,44,mixup
RF,0.4081,0.3626,0.0950,0.2560,0.1759,1.3000,1.5900,92.0000,Co_мг_кг,date2,indices,44,mixup
ElasticNet,-0.0267,-0.0617,0.0751,0.3372,0.2661,0.9900,1.2100,92.0000,Co_мг_кг,date2,indices,44,mixup
SVR,-0.0769,-0.1304,0.1464,0.3453,0.2563,0.9600,1.1800,92.0000,Co_мг_кг,date2,indices,44,mixup
ElasticNet,-0.0362,-0.1353,0.1155,0.3570,0.2851,0.9800,1.2500,46.0000,Co_мг_кг,date2,bands_idx,49,none
RF,-0.2336,-0.4618,0.5292,0.3895,0.3094,0.9000,1.1400,46.0000,Co_мг_кг,date2,bands_idx,49,none
SVR,-0.2778,-0.5107,0.4882,0.3964,0.3132,0.8800,1.1200,46.0000,Co_мг_кг,date2,bands_idx,49,none
XGBoost,-0.4970,-0.6880,0.4470,0.4290,0.3284,0.8200,1.0400,46.0000,Co_мг_кг,date2,bands_idx,49,none
GBR,-0.7055,-1.0264,0.8639,0.4579,0.3687,0.7700,0.9700,46.0000,Co_мг_кг,date2,bands_idx,49,none
PLSR,-0.8803,-1.6981,2.3124,0.4808,0.3931,0.7300,0.9300,46.0000,Co_мг_кг,date2,bands_idx,49,none
GBR,0.4935,0.4528,0.2006,0.2368,0.1350,1.4100,1.7200,92.0000,Co_мг_кг,date2,bands_idx,49,mixup
XGBoost,0.4407,0.4186,0.1614,0.2489,0.1479,1.3400,1.6400,92.0000,Co_мг_кг,date2,bands_idx,49,mixup
RF,0.4221,0.3729,0.1066,0.2530,0.1731,1.3200,1.6100,92.0000,Co_мг_кг,date2,bands_idx,49,mixup
ElasticNet,-0.0267,-0.0617,0.0751,0.3372,0.2661,0.9900,1.2100,92.0000,Co_мг_кг,date2,bands_idx,49,mixup
SVR,-0.0463,-0.0906,0.1525,0.3404,0.2569,0.9800,1.2000,92.0000,Co_мг_кг,date2,bands_idx,49,mixup
GBR,0.0288,-0.3498,0.9949,0.3456,0.2811,1.0100,1.2900,46.0000,Co_мг_кг,date2,pca,10,none
ElasticNet,-0.0362,-0.1353,0.1155,0.3570,0.2851,0.9800,1.2500,46.0000,Co_мг_кг,date2,pca,10,none
RF,-0.0636,-0.2807,0.5108,0.3616,0.2907,0.9700,1.2300,46.0000,Co_мг_кг,date2,pca,10,none
SVR,-0.2072,-0.4609,0.6528,0.3853,0.2932,0.9100,1.1600,46.0000,Co_мг_кг,date2,pca,10,none
XGBoost,-0.3946,-0.8777,1.3167,0.4141,0.3218,0.8500,1.0800,46.0000,Co_мг_кг,date2,pca,10,none
PLSR,-0.7344,-1.7454,3.2067,0.4618,0.3496,0.7600,0.9600,46.0000,Co_мг_кг,date2,pca,10,none
ElasticNet,-0.0362,-0.1353,0.1155,0.3570,0.2851,0.9800,1.2500,46.0000,Co_мг_кг,date2,poly,20,none
SVR,-0.0993,-0.3525,0.4783,0.3677,0.2882,0.9500,1.2100,46.0000,Co_мг_кг,date2,poly,20,none
RF,-0.1699,-0.4883,0.8537,0.3793,0.2974,0.9200,1.1700,46.0000,Co_мг_кг,date2,poly,20,none
GBR,-0.2241,-0.4729,0.5031,0.3880,0.3088,0.9000,1.1500,46.0000,Co_мг_кг,date2,poly,20,none
XGBoost,-0.4711,-0.8417,0.7823,0.4253,0.3281,0.8200,1.0500,46.0000,Co_мг_кг,date2,poly,20,none
PLSR,-1.6006,-2.9649,3.6640,0.5655,0.4509,0.6200,0.7900,46.0000,Co_мг_кг,date2,poly,20,none
ElasticNet,-0.0362,-0.1353,0.1155,0.3570,0.2851,0.9800,1.2500,46.0000,Co_мг_кг,date2,combined,74,none
RF,-0.1731,-0.3971,0.5621,0.3798,0.2970,0.9200,1.1700,46.0000,Co_мг_кг,date2,combined,74,none
XGBoost,-0.2890,-0.2843,0.2702,0.3981,0.3079,0.8800,1.1200,46.0000,Co_мг_кг,date2,combined,74,none
SVR,-0.3454,-0.6581,0.6949,0.4067,0.3162,0.8600,1.0900,46.0000,Co_мг_кг,date2,combined,74,none
GBR,-0.3509,-0.4737,0.4661,0.4076,0.3125,0.8600,1.0900,46.0000,Co_мг_кг,date2,combined,74,none
PLSR,-1.4186,-2.8667,4.2675,0.5453,0.4113,0.6400,0.8200,46.0000,Co_мг_кг,date2,combined,74,none
GBR,0.6037,0.5605,0.1639,0.2095,0.1230,1.5900,1.9500,92.0000,Co_мг_кг,date2,combined,74,mixup
RF,0.4347,0.4076,0.1396,0.2502,0.1689,1.3300,1.6300,92.0000,Co_мг_кг,date2,combined,74,mixup
XGBoost,0.2821,0.2365,0.2039,0.2819,0.1746,1.1800,1.4500,92.0000,Co_мг_кг,date2,combined,74,mixup
ElasticNet,-0.0267,-0.0617,0.0751,0.3372,0.2661,0.9900,1.2100,92.0000,Co_мг_кг,date2,combined,74,mixup
SVR,-0.0415,-0.1042,0.2776,0.3396,0.2489,0.9800,1.2000,92.0000,Co_мг_кг,date2,combined,74,mixup
RF,0.2856,0.2701,0.2642,0.2637,0.1580,1.1800,1.4000,92.0000,Co_мг_кг,date2,combined,74,noise
GBR,0.2020,0.2153,0.3839,0.2787,0.1393,1.1200,1.3300,92.0000,Co_мг_кг,date2,combined,74,noise
XGBoost,0.1562,0.1908,0.3705,0.2866,0.1457,1.0900,1.2900,92.0000,Co_мг_кг,date2,combined,74,noise
ElasticNet,-0.0268,-0.0718,0.0730,0.3161,0.2521,0.9900,1.1700,92.0000,Co_мг_кг,date2,combined,74,noise
SVR,-0.2541,-0.3149,0.1274,0.3494,0.2481,0.8900,1.0600,92.0000,Co_мг_кг,date2,combined,74,noise
ElasticNet,-0.0362,-0.1353,0.1155,0.3570,0.2851,0.9800,1.2500,46.0000,Co_мг_кг,date2,rf_selected,20,none
RF,-0.2087,-0.4076,0.3897,0.3855,0.3067,0.9100,1.1500,46.0000,Co_мг_кг,date2,rf_selected,20,none
SVR,-0.2924,-0.5735,0.6330,0.3987,0.3102,0.8800,1.1200,46.0000,Co_мг_кг,date2,rf_selected,20,none
GBR,-0.5229,-0.7196,0.4903,0.4327,0.3484,0.8100,1.0300,46.0000,Co_мг_кг,date2,rf_selected,20,none
XGBoost,-0.7231,-1.1827,0.9869,0.4603,0.3499,0.7600,0.9700,46.0000,Co_мг_кг,date2,rf_selected,20,none
PLSR,-1.0835,-2.1436,3.0092,0.5062,0.4074,0.6900,0.8800,46.0000,Co_мг_кг,date2,rf_selected,20,none
GBR,0.5058,0.4784,0.1818,0.2339,0.1336,1.4200,1.7400,92.0000,Co_мг_кг,date2,rf_selected,20,mixup
XGBoost,0.4572,0.4438,0.1569,0.2452,0.1401,1.3600,1.6600,92.0000,Co_мг_кг,date2,rf_selected,20,mixup
RF,0.4126,0.3657,0.1216,0.2550,0.1739,1.3000,1.6000,92.0000,Co_мг_кг,date2,rf_selected,20,mixup
