wl,idx,r,p,rho,n,element,prep
664.160000,132.000000,0.441413,0.000415,0.353007,60.000000,K_%,raw
666.290000,133.000000,0.441873,0.000408,0.352062,60.000000,K_%,raw
668.420000,134.000000,0.442734,0.000397,0.346977,60.000000,K_%,raw
670.550000,135.000000,0.443889,0.000382,0.343281,60.000000,K_%,raw
672.690000,136.000000,0.445334,0.000363,0.341003,60.000000,K_%,raw
674.820000,137.000000,0.446861,0.000345,0.343392,60.000000,K_%,raw
676.950000,138.000000,0.448515,0.000326,0.343865,60.000000,K_%,raw
679.090000,139.000000,0.450055,0.000309,0.341086,60.000000,K_%,raw
681.230000,140.000000,0.452043,0.000288,0.341892,60.000000,K_%,raw
683.360000,141.000000,0.454381,0.000265,0.345476,60.000000,K_%,raw
685.500000,142.000000,0.458061,0.000233,0.353535,60.000000,K_%,raw
687.640000,143.000000,0.463136,0.000194,0.365094,60.000000,K_%,raw
689.780000,144.000000,0.469504,0.000154,0.367761,60.000000,K_%,raw
691.920000,145.000000,0.477080,0.000116,0.382933,60.000000,K_%,raw
694.060000,146.000000,0.484925,0.000086,0.388907,60.000000,K_%,raw
696.200000,147.000000,0.492514,0.000064,0.410415,60.000000,K_%,raw
698.350000,148.000000,0.498761,0.000050,0.424753,60.000000,K_%,raw
700.490000,149.000000,0.502715,0.000043,0.430921,60.000000,K_%,raw
702.630000,150.000000,0.504161,0.000040,0.439258,60.000000,K_%,raw
704.780000,151.000000,0.502312,0.000043,0.438896,60.000000,K_%,raw
706.920000,152.000000,0.498189,0.000051,0.436284,60.000000,K_%,raw
709.070000,153.000000,0.492013,0.000065,0.436562,60.000000,K_%,raw
711.220000,154.000000,0.484244,0.000088,0.429226,60.000000,K_%,raw
713.370000,155.000000,0.476192,0.000120,0.432978,60.000000,K_%,raw
715.520000,156.000000,0.468167,0.000162,0.440980,60.000000,K_%,raw
717.670000,157.000000,0.460899,0.000211,0.453957,60.000000,K_%,raw
719.820000,158.000000,0.453768,0.000271,0.438813,60.000000,K_%,raw
721.970000,159.000000,0.446499,0.000349,0.438063,60.000000,K_%,raw
724.120000,160.000000,0.438708,0.000454,0.422224,60.000000,K_%,raw
726.280000,161.000000,0.430488,0.000596,0.415027,60.000000,K_%,raw
728.430000,162.000000,0.422032,0.000783,0.408859,60.000000,K_%,raw
730.580000,163.000000,0.413074,0.001037,0.401856,60.000000,K_%,raw
732.740000,164.000000,0.403676,0.001382,0.398772,60.000000,K_%,raw
734.900000,165.000000,0.394530,0.001813,0.391714,60.000000,K_%,raw
737.050000,166.000000,0.386992,0.002254,0.391686,60.000000,K_%,raw
739.210000,167.000000,0.380806,0.002685,0.377626,60.000000,K_%,raw
741.370000,168.000000,0.374945,0.003160,0.375458,60.000000,K_%,raw
743.530000,169.000000,0.368907,0.003726,0.372263,60.000000,K_%,raw
745.690000,170.000000,0.362907,0.004375,0.366372,60.000000,K_%,raw
747.850000,171.000000,0.357481,0.005046,0.362232,60.000000,K_%,raw
750.020000,172.000000,0.353174,0.005641,0.355813,60.000000,K_%,raw
752.180000,173.000000,0.350403,0.006056,0.357314,60.000000,K_%,raw
754.340000,174.000000,0.349660,0.006172,0.359092,60.000000,K_%,raw
756.510000,175.000000,0.351751,0.005851,0.358314,60.000000,K_%,raw
758.670000,176.000000,0.358774,0.004878,0.363454,60.000000,K_%,raw
760.840000,177.000000,0.368884,0.003728,0.364760,60.000000,K_%,raw
763.010000,178.000000,0.379574,0.002779,0.373541,60.000000,K_%,raw
765.180000,179.000000,0.385582,0.002346,0.375848,60.000000,K_%,raw
767.340000,180.000000,0.386192,0.002306,0.382155,60.000000,K_%,raw
769.510000,181.000000,0.382851,0.002535,0.381460,60.000000,K_%,raw
771.680000,182.000000,0.377899,0.002912,0.380043,60.000000,K_%,raw
773.860000,183.000000,0.372924,0.003340,0.376514,60.000000,K_%,raw
776.030000,184.000000,0.368823,0.003734,0.378154,60.000000,K_%,raw
778.200000,185.000000,0.366157,0.004012,0.377237,60.000000,K_%,raw
780.370000,186.000000,0.364713,0.004170,0.377987,60.000000,K_%,raw
782.550000,187.000000,0.363892,0.004262,0.376542,60.000000,K_%,raw
784.720000,188.000000,0.364621,0.004180,0.370096,60.000000,K_%,raw
786.900000,189.000000,0.364380,0.004207,0.366956,60.000000,K_%,raw
789.080000,190.000000,0.363984,0.004251,0.366956,60.000000,K_%,raw
791.250000,191.000000,0.363253,0.004335,0.365400,60.000000,K_%,raw
793.430000,192.000000,0.362793,0.004388,0.358064,60.000000,K_%,raw
795.610000,193.000000,0.362854,0.004381,0.357286,60.000000,K_%,raw
797.790000,194.000000,0.364003,0.004249,0.355730,60.000000,K_%,raw
799.970000,195.000000,0.366567,0.003968,0.360898,60.000000,K_%,raw
802.150000,196.000000,0.369070,0.003709,0.367956,60.000000,K_%,raw
804.340000,197.000000,0.371420,0.003480,0.371346,60.000000,K_%,raw
806.520000,198.000000,0.373764,0.003264,0.373986,60.000000,K_%,raw
808.710000,199.000000,0.375574,0.003106,0.378932,60.000000,K_%,raw
810.890000,200.000000,0.378121,0.002894,0.382961,60.000000,K_%,raw
813.080000,201.000000,0.380819,0.002684,0.385295,60.000000,K_%,raw
815.260000,202.000000,0.383985,0.002455,0.386129,60.000000,K_%,raw
817.450000,203.000000,0.386427,0.002291,0.388630,60.000000,K_%,raw
819.640000,204.000000,0.388630,0.002151,0.387379,60.000000,K_%,raw
821.830000,205.000000,0.390123,0.002060,0.392103,60.000000,K_%,raw
824.020000,206.000000,0.389864,0.002076,0.390130,60.000000,K_%,raw
826.210000,207.000000,0.388427,0.002163,0.393492,60.000000,K_%,raw
828.400000,208.000000,0.385599,0.002345,0.393464,60.000000,K_%,raw
830.590000,209.000000,0.383692,0.002476,0.391658,60.000000,K_%,raw
832.790000,210.000000,0.381838,0.002609,0.391825,60.000000,K_%,raw
834.980000,211.000000,0.380334,0.002721,0.391269,60.000000,K_%,raw
837.170000,212.000000,0.378985,0.002826,0.385656,60.000000,K_%,raw
839.370000,213.000000,0.377248,0.002965,0.386879,60.000000,K_%,raw
841.570000,214.000000,0.375982,0.003071,0.386156,60.000000,K_%,raw
543.760000,215.000000,0.374580,0.003192,0.381294,60.000000,K_%,raw
845.960000,216.000000,0.373210,0.003314,0.378710,60.000000,K_%,raw
848.160000,217.000000,0.371297,0.003492,0.378182,60.000000,K_%,raw
850.360000,218.000000,0.369071,0.003709,0.368762,60.000000,K_%,raw
852.560000,219.000000,0.367668,0.003852,0.373347,60.000000,K_%,raw
854.760000,220.000000,0.366470,0.003978,0.370596,60.000000,K_%,raw
856.960000,221.000000,0.366348,0.003991,0.376626,60.000000,K_%,raw
859.170000,222.000000,0.365742,0.004057,0.382794,60.000000,K_%,raw
861.370000,223.000000,0.366976,0.003925,0.386379,60.000000,K_%,raw
863.570000,224.000000,0.369464,0.003670,0.386073,60.000000,K_%,raw
865.780000,225.000000,0.371745,0.003450,0.387629,60.000000,K_%,raw
867.990000,226.000000,0.374102,0.003234,0.385240,60.000000,K_%,raw
870.190000,227.000000,0.374742,0.003178,0.381905,60.000000,K_%,raw
872.400000,228.000000,0.374533,0.003196,0.382322,60.000000,K_%,raw
874.610000,229.000000,0.374357,0.003212,0.378015,60.000000,K_%,raw
876.820000,230.000000,0.374043,0.003239,0.383100,60.000000,K_%,raw
879.030000,231.000000,0.372914,0.003341,0.383128,60.000000,K_%,raw
881.240000,232.000000,0.371544,0.003469,0.381488,60.000000,K_%,raw
883.450000,233.000000,0.372360,0.003392,0.379071,60.000000,K_%,raw
885.660000,234.000000,0.374097,0.003235,0.376153,60.000000,K_%,raw
887.880000,235.000000,0.376449,0.003032,0.382711,60.000000,K_%,raw
890.090000,236.000000,0.379437,0.002790,0.383294,60.000000,K_%,raw
892.310000,237.000000,0.381868,0.002606,0.382655,60.000000,K_%,raw
984.520000,238.000000,0.384494,0.002420,0.383795,60.000000,K_%,raw
896.740000,239.000000,0.386450,0.002289,0.381766,60.000000,K_%,raw
898.960000,240.000000,0.388673,0.002148,0.385656,60.000000,K_%,raw
901.180000,241.000000,0.391511,0.001979,0.388491,60.000000,K_%,raw
903.390000,242.000000,0.394083,0.001837,0.391547,60.000000,K_%,raw
905.610000,243.000000,0.397998,0.001637,0.403246,60.000000,K_%,raw
907.840000,244.000000,0.403525,0.001388,0.414166,60.000000,K_%,raw
910.060000,245.000000,0.409743,0.001150,0.424308,60.000000,K_%,raw
912.280000,246.000000,0.413304,0.001030,0.410053,60.000000,K_%,raw
914.500000,247.000000,0.413845,0.001013,0.414638,60.000000,K_%,raw
916.730000,248.000000,0.411490,0.001089,0.416833,60.000000,K_%,raw
918.950000,249.000000,0.406354,0.001275,0.416389,60.000000,K_%,raw
921.180000,250.000000,0.402082,0.001450,0.417361,60.000000,K_%,raw
923.400000,251.000000,0.397222,0.001675,0.404635,60.000000,K_%,raw
925.630000,252.000000,0.390939,0.002012,0.400856,60.000000,K_%,raw
927.860000,253.000000,0.386109,0.002312,0.404440,60.000000,K_%,raw
930.090000,254.000000,0.383352,0.002500,0.405552,60.000000,K_%,raw
932.320000,255.000000,0.383365,0.002499,0.393826,60.000000,K_%,raw
934.550000,256.000000,0.385276,0.002367,0.391269,60.000000,K_%,raw
936.780000,257.000000,0.389806,0.002079,0.394076,60.000000,K_%,raw
939.010000,258.000000,0.394053,0.001838,0.399077,60.000000,K_%,raw
941.240000,259.000000,0.398655,0.001605,0.412526,60.000000,K_%,raw
943.480000,260.000000,0.402104,0.001449,0.409914,60.000000,K_%,raw
945.710000,261.000000,0.406336,0.001275,0.418278,60.000000,K_%,raw
947.950000,262.000000,0.411932,0.001075,0.427948,60.000000,K_%,raw
950.180000,263.000000,0.417055,0.000916,0.413527,60.000000,K_%,raw
952.420000,264.000000,0.415952,0.000949,0.408303,60.000000,K_%,raw
954.660000,265.000000,0.415706,0.000956,0.399439,60.000000,K_%,raw
956.900000,266.000000,0.417535,0.000903,0.380766,60.000000,K_%,raw
959.140000,267.000000,0.415008,0.000977,0.379182,60.000000,K_%,raw
961.380000,268.000000,0.418014,0.000889,0.404996,60.000000,K_%,raw
963.620000,269.000000,0.424726,0.000719,0.429810,60.000000,K_%,raw
965.860000,270.000000,0.422704,0.000767,0.425003,60.000000,K_%,raw
968.100000,271.000000,0.423150,0.000756,0.443981,60.000000,K_%,raw
970.350000,272.000000,0.424058,0.000734,0.445787,60.000000,K_%,raw
972.590000,273.000000,0.424905,0.000714,0.452373,60.000000,K_%,raw
974.840000,274.000000,0.422708,0.000767,0.439730,60.000000,K_%,raw
977.080000,275.000000,0.422291,0.000777,0.416750,60.000000,K_%,raw
979.330000,276.000000,0.419896,0.000838,0.424669,60.000000,K_%,raw
981.580000,277.000000,0.416525,0.000932,0.424114,60.000000,K_%,raw
983.820000,278.000000,0.416510,0.000932,0.417028,60.000000,K_%,raw
986.070000,279.000000,0.412349,0.001061,0.417834,60.000000,K_%,raw
988.320000,280.000000,0.405909,0.001292,0.378710,60.000000,K_%,raw
990.570000,281.000000,0.401677,0.001467,0.378432,60.000000,K_%,raw
992.830000,282.000000,0.393152,0.001887,0.376487,60.000000,K_%,raw
995.080000,283.000000,0.387462,0.002224,0.380043,60.000000,K_%,raw
997.330000,284.000000,0.382761,0.002542,0.393075,60.000000,K_%,raw
999.590000,285.000000,0.385245,0.002369,0.400772,60.000000,K_%,raw
1001.840000,286.000000,0.392814,0.001906,0.404468,60.000000,K_%,raw
1004.100000,287.000000,0.399973,0.001544,0.403551,60.000000,K_%,raw
1006.350000,288.000000,0.403135,0.001405,0.388129,60.000000,K_%,raw
1008.610000,289.000000,0.402721,0.001422,0.357980,60.000000,K_%,raw
1010.870000,290.000000,0.406241,0.001279,0.363705,60.000000,K_%,raw
1013.130000,291.000000,0.405808,0.001296,0.375653,60.000000,K_%,raw
1015.390000,292.000000,0.401676,0.001467,0.374958,60.000000,K_%,raw
1017.650000,293.000000,0.399055,0.001587,0.366344,60.000000,K_%,raw
1019.910000,294.000000,0.391976,0.001953,0.375570,60.000000,K_%,raw
1022.170000,295.000000,0.388702,0.002146,0.387601,60.000000,K_%,raw
1024.430000,296.000000,0.379592,0.002778,0.398022,60.000000,K_%,raw
1026.700000,297.000000,0.356644,0.005157,0.376570,60.000000,K_%,raw
1028.960000,298.000000,0.315676,0.014012,0.325331,60.000000,K_%,raw
1031.230000,299.000000,0.262638,0.042628,0.302768,60.000000,K_%,raw
390.040000,0.000000,0.004883,0.970463,0.120393,60.000000,Ca_%,raw
392.070000,1.000000,0.022610,0.863853,0.163712,60.000000,Ca_%,raw
394.090000,2.000000,0.033811,0.797596,0.166632,60.000000,Ca_%,raw
396.120000,3.000000,0.040448,0.758962,0.184538,60.000000,Ca_%,raw
398.140000,4.000000,0.043999,0.738525,0.181869,60.000000,Ca_%,raw
400.170000,5.000000,0.045406,0.730475,0.164241,60.000000,Ca_%,raw
402.200000,6.000000,0.046509,0.724186,0.160487,60.000000,Ca_%,raw
404.220000,7.000000,0.045571,0.729536,0.152869,60.000000,Ca_%,raw
406.250000,8.000000,0.041824,0.751024,0.137409,60.000000,Ca_%,raw
408.280000,9.000000,0.037252,0.777497,0.137549,60.000000,Ca_%,raw
410.310000,10.000000,0.032430,0.805697,0.128206,60.000000,Ca_%,raw
412.350000,11.000000,0.029004,0.825886,0.120032,60.000000,Ca_%,raw
414.380000,12.000000,0.026799,0.838936,0.119670,60.000000,Ca_%,raw
416.410000,13.000000,0.026880,0.838454,0.122339,60.000000,Ca_%,raw
418.450000,14.000000,0.028318,0.829940,0.113970,60.000000,Ca_%,raw
420.480000,15.000000,0.030114,0.819331,0.115750,60.000000,Ca_%,raw
422.520000,16.000000,0.031567,0.810772,0.119031,60.000000,Ca_%,raw
424.550000,17.000000,0.031570,0.810754,0.116779,60.000000,Ca_%,raw
426.590000,18.000000,0.030045,0.819739,0.121060,60.000000,Ca_%,raw
428.630000,19.000000,0.027663,0.833814,0.121895,60.000000,Ca_%,raw
430.670000,20.000000,0.025057,0.849277,0.119003,60.000000,Ca_%,raw
432.710000,21.000000,0.023435,0.858935,0.120699,60.000000,Ca_%,raw
434.750000,22.000000,0.022701,0.863311,0.119253,60.000000,Ca_%,raw
436.790000,23.000000,0.023515,0.858456,0.119503,60.000000,Ca_%,raw
438.830000,24.000000,0.025051,0.849318,0.119642,60.000000,Ca_%,raw
440.870000,25.000000,0.027204,0.836534,0.133044,60.000000,Ca_%,raw
442.920000,26.000000,0.029323,0.823998,0.128123,60.000000,Ca_%,raw
444.960000,27.000000,0.031567,0.810770,0.132293,60.000000,Ca_%,raw
447.010000,28.000000,0.033614,0.798746,0.135352,60.000000,Ca_%,raw
449.050000,29.000000,0.035137,0.789836,0.133739,60.000000,Ca_%,raw
451.100000,30.000000,0.036772,0.780294,0.129569,60.000000,Ca_%,raw
453.150000,31.000000,0.038758,0.768747,0.128901,60.000000,Ca_%,raw
455.200000,32.000000,0.041448,0.753189,0.135936,60.000000,Ca_%,raw
457.250000,33.000000,0.044486,0.735738,0.136937,60.000000,Ca_%,raw
459.300000,34.000000,0.046840,0.722303,0.138188,60.000000,Ca_%,raw
461.350000,35.000000,0.048546,0.712617,0.143916,60.000000,Ca_%,raw
463.400000,36.000000,0.049745,0.705840,0.143749,60.000000,Ca_%,raw
465.450000,37.000000,0.049979,0.704520,0.143944,60.000000,Ca_%,raw
467.500000,38.000000,0.049179,0.709035,0.141497,60.000000,Ca_%,raw
469.560000,39.000000,0.047341,0.719455,0.140079,60.000000,Ca_%,raw
471.610000,40.000000,0.045209,0.731599,0.140551,60.000000,Ca_%,raw
473.670000,41.000000,0.043011,0.744196,0.139884,60.000000,Ca_%,raw
475.730000,42.000000,0.041675,0.751883,0.137104,60.000000,Ca_%,raw
477.780000,43.000000,0.040765,0.757129,0.139717,60.000000,Ca_%,raw
479.840000,44.000000,0.040468,0.758847,0.142859,60.000000,Ca_%,raw
481.900000,45.000000,0.040846,0.756664,0.144778,60.000000,Ca_%,raw
483.960000,46.000000,0.041655,0.751996,0.141942,60.000000,Ca_%,raw
486.020000,47.000000,0.042604,0.746536,0.149004,60.000000,Ca_%,raw
488.080000,48.000000,0.043555,0.741073,0.149699,60.000000,Ca_%,raw
490.150000,49.000000,0.044382,0.736330,0.150422,60.000000,Ca_%,raw
492.210000,50.000000,0.044745,0.734253,0.146835,60.000000,Ca_%,raw
494.270000,51.000000,0.044430,0.736056,0.142136,60.000000,Ca_%,raw
496.340000,52.000000,0.044022,0.738395,0.141219,60.000000,Ca_%,raw
498.400000,53.000000,0.043201,0.743101,0.136270,60.000000,Ca_%,raw
50047.000000,54.000000,0.042734,0.745788,0.138244,60.000000,Ca_%,raw
502.540000,55.000000,0.041905,0.750554,0.136381,60.000000,Ca_%,raw
504.610000,56.000000,0.040559,0.758321,0.135713,60.000000,Ca_%,raw
506.680000,57.000000,0.038225,0.771839,0.133016,60.000000,Ca_%,raw
508.740000,58.000000,0.035479,0.787836,0.129763,60.000000,Ca_%,raw
510.820000,59.000000,0.032341,0.806222,0.118475,60.000000,Ca_%,raw
512.890000,60.000000,0.028622,0.828142,0.123201,60.000000,Ca_%,raw
514.960000,61.000000,0.024945,0.849944,0.126316,60.000000,Ca_%,raw
517.030000,62.000000,0.020993,0.873507,0.121922,60.000000,Ca_%,raw
519.110000,63.000000,0.017212,0.896151,0.112803,60.000000,Ca_%,raw
521.180000,64.000000,0.014645,0.911567,0.106825,60.000000,Ca_%,raw
523.260000,65.000000,0.013133,0.920666,0.102571,60.000000,Ca_%,raw
525.330000,66.000000,0.012608,0.923830,0.103905,60.000000,Ca_%,raw
527.410000,67.000000,0.011829,0.928526,0.096231,60.000000,Ca_%,raw
529.490000,68.000000,0.010789,0.934790,0.087250,60.000000,Ca_%,raw
531.570000,69.000000,0.009418,0.943066,0.087612,60.000000,Ca_%,raw
533.640000,70.000000,0.008441,0.948962,0.082134,60.000000,Ca_%,raw
535.730000,71.000000,0.007480,0.954765,0.079243,60.000000,Ca_%,raw
537.810000,72.000000,0.005950,0.964009,0.065757,60.000000,Ca_%,raw
539.890000,73.000000,0.004691,0.971621,0.071874,60.000000,Ca_%,raw
541.970000,74.000000,0.003609,0.978169,0.068121,60.000000,Ca_%,raw
544.050000,75.000000,0.003289,0.980103,0.065035,60.000000,Ca_%,raw
546.140000,76.000000,0.003772,0.977180,0.064478,60.000000,Ca_%,raw
548.220000,77.000000,0.004240,0.974352,0.065035,60.000000,Ca_%,raw
550.310000,78.000000,0.004236,0.974377,0.068955,60.000000,Ca_%,raw
552.400000,79.000000,0.003756,0.977277,0.068010,60.000000,Ca_%,raw
554.480000,80.000000,0.003023,0.981714,0.060864,60.000000,Ca_%,raw
556.570000,81.000000,0.001824,0.988964,0.062059,60.000000,Ca_%,raw
558.660000,82.000000,0.000531,0.996790,0.058445,60.000000,Ca_%,raw
560.750000,83.000000,-0.000909,0.994500,0.059696,60.000000,Ca_%,raw
562.840000,84.000000,-0.002674,0.983824,0.058695,60.000000,Ca_%,raw
564.930000,85.000000,-0.003692,0.977666,0.057388,60.000000,Ca_%,raw
567.030000,86.000000,-0.004329,0.973810,0.066397,60.000000,Ca_%,raw
569.120000,87.000000,-0.004376,0.973528,0.070540,60.000000,Ca_%,raw
571.210000,88.000000,-0.004212,0.974520,0.070067,60.000000,Ca_%,raw
573.310000,89.000000,-0.004464,0.972997,0.085499,60.000000,Ca_%,raw
575.400000,90.000000,-0.004855,0.970631,0.092839,60.000000,Ca_%,raw
577.500000,91.000000,-0.004911,0.970293,0.092116,60.000000,Ca_%,raw
579.600000,92.000000,-0.004777,0.971105,0.093896,60.000000,Ca_%,raw
581.700000,93.000000,-0.004381,0.973500,0.100068,60.000000,Ca_%,raw
583.800000,94.000000,-0.003816,0.976914,0.106908,60.000000,Ca_%,raw
585.900000,95.000000,-0.003081,0.981362,0.108688,60.000000,Ca_%,raw
588.000000,96.000000,-0.002339,0.985848,0.117223,60.000000,Ca_%,raw
590.100000,97.000000,-0.001255,0.992405,0.121005,60.000000,Ca_%,raw
592.200000,98.000000,-0.000499,0.996980,0.125982,60.000000,Ca_%,raw
594.300000,99.000000,-0.000306,0.998147,0.127205,60.000000,Ca_%,raw
596.410000,100.000000,-0.000279,0.998315,0.125370,60.000000,Ca_%,raw
598.510000,101.000000,-0.000354,0.997860,0.120782,60.000000,Ca_%,raw
600.620000,102.000000,-0.000843,0.994899,0.122256,60.000000,Ca_%,raw
602.720000,103.000000,-0.001109,0.993291,0.112775,60.000000,Ca_%,raw
604.830000,104.000000,-0.001392,0.991578,0.103488,60.000000,Ca_%,raw
606.940000,105.000000,-0.001057,0.993607,0.096037,60.000000,Ca_%,raw
609.050000,106.000000,-0.000636,0.996150,0.094146,60.000000,Ca_%,raw
611.160000,107.000000,0.000042,0.999746,0.092839,60.000000,Ca_%,raw
613.270000,108.000000,0.000665,0.995980,0.095063,60.000000,Ca_%,raw
615.380000,109.000000,0.001184,0.992836,0.098428,60.000000,Ca_%,raw
617.490000,110.000000,0.001558,0.990575,0.102849,60.000000,Ca_%,raw
619.600000,111.000000,0.001547,0.990639,0.106602,60.000000,Ca_%,raw
621.720000,112.000000,0.001150,0.993041,0.115222,60.000000,Ca_%,raw
623.830000,113.000000,0.000601,0.996362,0.108159,60.000000,Ca_%,raw
625.950000,114.000000,-0.000196,0.998817,0.108215,60.000000,Ca_%,raw
628.060000,115.000000,-0.000420,0.997462,0.107047,60.000000,Ca_%,raw
630.180000,116.000000,-0.000517,0.996872,0.113108,60.000000,Ca_%,raw
632.300000,117.000000,0.000423,0.997441,0.115944,60.000000,Ca_%,raw
634.410000,118.000000,0.001774,0.989267,0.116695,60.000000,Ca_%,raw
636.530000,119.000000,0.003436,0.979211,0.119170,60.000000,Ca_%,raw
638.530000,120.000000,0.005296,0.967967,0.125537,60.000000,Ca_%,raw
640.770000,121.000000,0.007004,0.957641,0.126788,60.000000,Ca_%,raw
642.900000,122.000000,0.008617,0.947902,0.119198,60.000000,Ca_%,raw
645.020000,123.000000,0.009523,0.942430,0.119031,60.000000,Ca_%,raw
647.140000,124.000000,0.009751,0.941057,0.123285,60.000000,Ca_%,raw
649.270000,125.000000,0.009979,0.939680,0.123980,60.000000,Ca_%,raw
651.390000,126.000000,0.010286,0.937829,0.127205,60.000000,Ca_%,raw
653.520000,127.000000,0.010847,0.934445,0.133545,60.000000,Ca_%,raw
655.640000,128.000000,0.011296,0.931737,0.127316,60.000000,Ca_%,raw
657.770000,129.000000,0.011909,0.928044,0.125259,60.000000,Ca_%,raw
659.900000,130.000000,0.012698,0.923287,0.126844,60.000000,Ca_%,raw
662.030000,131.000000,0.013600,0.917857,0.130625,60.000000,Ca_%,raw
664.160000,132.000000,0.014510,0.912380,0.130014,60.000000,Ca_%,raw
666.290000,133.000000,0.015582,0.905933,0.127150,60.000000,Ca_%,raw
668.420000,134.000000,0.017130,0.896640,0.130764,60.000000,Ca_%,raw
670.550000,135.000000,0.019009,0.885376,0.134101,60.000000,Ca_%,raw
672.690000,136.000000,0.020930,0.873883,0.138911,60.000000,Ca_%,raw
674.820000,137.000000,0.022434,0.864903,0.139606,60.000000,Ca_%,raw
676.950000,138.000000,0.023371,0.859313,0.142164,60.000000,Ca_%,raw
679.090000,139.000000,0.023491,0.858597,0.140524,60.000000,Ca_%,raw
681.230000,140.000000,0.022330,0.865519,0.146363,60.000000,Ca_%,raw
683.360000,141.000000,0.019666,0.881443,0.139856,60.000000,Ca_%,raw
685.500000,142.000000,0.015731,0.905038,0.132933,60.000000,Ca_%,raw
687.640000,143.000000,0.012100,0.926889,0.123618,60.000000,Ca_%,raw
689.780000,144.000000,0.008175,0.950568,0.124230,60.000000,Ca_%,raw
691.920000,145.000000,0.004784,0.971061,0.114860,60.000000,Ca_%,raw
694.060000,146.000000,0.001643,0.990062,0.109994,60.000000,Ca_%,raw
696.200000,147.000000,-0.001952,0.988188,0.109800,60.000000,Ca_%,raw
698.350000,148.000000,-0.005572,0.966298,0.100541,60.000000,Ca_%,raw
700.490000,149.000000,-0.009858,0.940412,0.080077,60.000000,Ca_%,raw
702.630000,150.000000,-0.014786,0.910724,0.067259,60.000000,Ca_%,raw
704.780000,151.000000,-0.020365,0.877257,0.059112,60.000000,Ca_%,raw
706.920000,152.000000,-0.026222,0.842360,0.035701,60.000000,Ca_%,raw
709.070000,153.000000,-0.031609,0.810521,0.019129,60.000000,Ca_%,raw
711.220000,154.000000,-0.037009,0.778910,-0.009871,60.000000,Ca_%,raw
713.370000,155.000000,-0.041425,0.753323,-0.031252,60.000000,Ca_%,raw
715.520000,156.000000,-0.046577,0.723796,-0.036813,60.000000,Ca_%,raw
717.670000,157.000000,-0.052214,0.691951,-0.053496,60.000000,Ca_%,raw
719.820000,158.000000,-0.057602,0.661995,-0.059279,60.000000,Ca_%,raw
721.970000,159.000000,-0.063753,0.628434,-0.076768,60.000000,Ca_%,raw
724.120000,160.000000,-0.069310,0.598743,-0.083191,60.000000,Ca_%,raw
726.280000,161.000000,-0.074609,0.571016,-0.092478,60.000000,Ca_%,raw
728.430000,162.000000,-0.079361,0.546675,-0.108187,60.000000,Ca_%,raw
730.580000,163.000000,-0.082720,0.529777,-0.117529,60.000000,Ca_%,raw
732.740000,164.000000,-0.085209,0.517424,-0.126538,60.000000,Ca_%,raw
734.900000,165.000000,-0.086787,0.509667,-0.127177,60.000000,Ca_%,raw
737.050000,166.000000,-0.089419,0.496867,-0.123591,60.000000,Ca_%,raw
739.210000,167.000000,-0.091753,0.485655,-0.127372,60.000000,Ca_%,raw
741.370000,168.000000,-0.093531,0.477203,-0.135491,60.000000,Ca_%,raw
743.530000,169.000000,-0.094070,0.474655,-0.138688,60.000000,Ca_%,raw
745.690000,170.000000,-0.093116,0.479170,-0.143276,60.000000,Ca_%,raw
747.850000,171.000000,-0.091906,0.484925,-0.149810,60.000000,Ca_%,raw
750.020000,172.000000,-0.090458,0.491860,-0.147808,60.000000,Ca_%,raw
752.180000,173.000000,-0.088891,0.499420,-0.150505,60.000000,Ca_%,raw
754.340000,174.000000,-0.088293,0.502324,-0.144333,60.000000,Ca_%,raw
756.510000,175.000000,-0.089105,0.498386,-0.139884,60.000000,Ca_%,raw
758.670000,176.000000,-0.093575,0.476993,-0.142498,60.000000,Ca_%,raw
760.840000,177.000000,-0.100851,0.443254,-0.143888,60.000000,Ca_%,raw
763.010000,178.000000,-0.110149,0.402134,-0.146418,60.000000,Ca_%,raw
765.180000,179.000000,-0.116867,0.373863,-0.158902,60.000000,Ca_%,raw
767.340000,180.000000,-0.120228,0.360182,-0.165214,60.000000,Ca_%,raw
769.510000,181.000000,-0.120238,0.360143,-0.168217,60.000000,Ca_%,raw
771.680000,182.000000,-0.117867,0.369763,-0.164547,60.000000,Ca_%,raw
773.860000,183.000000,-0.114417,0.384033,-0.152201,60.000000,Ca_%,raw
776.030000,184.000000,-0.110902,0.398905,-0.145111,60.000000,Ca_%,raw
778.200000,185.000000,-0.107496,0.413632,-0.144416,60.000000,Ca_%,raw
780.370000,186.000000,-0.104934,0.424917,-0.145751,60.000000,Ca_%,raw
782.550000,187.000000,-0.103557,0.431051,-0.146223,60.000000,Ca_%,raw
784.720000,188.000000,-0.103886,0.429581,-0.140663,60.000000,Ca_%,raw
786.900000,189.000000,-0.105010,0.424577,-0.142136,60.000000,Ca_%,raw
789.080000,190.000000,-0.106427,0.418321,-0.144472,60.000000,Ca_%,raw
791.250000,191.000000,-0.107713,0.412684,-0.137187,60.000000,Ca_%,raw
793.430000,192.000000,-0.108547,0.409053,-0.141969,60.000000,Ca_%,raw
795.610000,193.000000,-0.109309,0.405756,-0.152785,60.000000,Ca_%,raw
797.790000,194.000000,-0.109438,0.405198,-0.155399,60.000000,Ca_%,raw
