feature,element,pearson_r,p_value,abs_r
Red_glcm_dissimilarity_mean,Ca_%,0.1741,0.0833,0.1741
Red_glcm_dissimilarity_mean,Mg_%,-0.0322,0.7504,0.0322
Red_glcm_dissimilarity_mean,S_%,-0.0774,0.4442,0.0774
Red_glcm_dissimilarity_mean,Нитраты_мг_кг,-0.0551,0.5864,0.0551
Red_glcm_dissimilarity_mean,Fe_мг_кг,-0.0848,0.4015,0.0848
Red_glcm_dissimilarity_mean,Mn_мг_кг,-0.0362,0.7203,0.0362
Red_glcm_dissimilarity_mean,Cu_мг_кг,-0.1259,0.2193,0.1259
Red_glcm_dissimilarity_mean,Zn_мг_кг,-0.0837,0.4075,0.0837
Red_glcm_dissimilarity_mean,Co_мг_кг,-0.2572,0.0454,0.2572
Red_glcm_dissimilarity_std,N_%,0.0273,0.7873,0.0273
Red_glcm_dissimilarity_std,P_%,-0.1039,0.3038,0.1039
Red_glcm_dissimilarity_std,K_%,-0.0294,0.7712,0.0294
Red_glcm_dissimilarity_std,Ca_%,0.0942,0.3510,0.0942
Red_glcm_dissimilarity_std,Mg_%,-0.0244,0.8096,0.0244
Red_glcm_dissimilarity_std,S_%,-0.0499,0.6220,0.0499
Red_glcm_dissimilarity_std,Нитраты_мг_кг,-0.0341,0.7362,0.0341
Red_glcm_dissimilarity_std,Fe_мг_кг,-0.1488,0.1394,0.1488
Red_glcm_dissimilarity_std,Mn_мг_кг,-0.0368,0.7160,0.0368
Red_glcm_dissimilarity_std,Cu_мг_кг,-0.0862,0.4014,0.0862
Red_glcm_dissimilarity_std,Zn_мг_кг,-0.0263,0.7954,0.0263
Red_glcm_dissimilarity_std,Co_мг_кг,-0.2153,0.0956,0.2153
Red_glcm_homogeneity_mean,N_%,-0.0176,0.8623,0.0176
Red_glcm_homogeneity_mean,P_%,0.1951,0.0518,0.1951
Red_glcm_homogeneity_mean,K_%,0.0676,0.5038,0.0676
Red_glcm_homogeneity_mean,Ca_%,-0.1741,0.0831,0.1741
Red_glcm_homogeneity_mean,Mg_%,0.0352,0.7282,0.0352
Red_glcm_homogeneity_mean,S_%,0.0832,0.4105,0.0832
Red_glcm_homogeneity_mean,Нитраты_мг_кг,0.0549,0.5873,0.0549
Red_glcm_homogeneity_mean,Fe_мг_кг,0.0842,0.4047,0.0842
Red_glcm_homogeneity_mean,Mn_мг_кг,0.0372,0.7133,0.0372
Red_glcm_homogeneity_mean,Cu_мг_кг,0.1277,0.2125,0.1277
Red_glcm_homogeneity_mean,Zn_мг_кг,0.0841,0.4052,0.0841
Red_glcm_homogeneity_mean,Co_мг_кг,0.2622,0.0412,0.2622
Red_glcm_homogeneity_std,N_%,0.0242,0.8113,0.0242
Red_glcm_homogeneity_std,P_%,-0.0860,0.3949,0.0860
Red_glcm_homogeneity_std,K_%,-0.0220,0.8284,0.0220
Red_glcm_homogeneity_std,Ca_%,0.0762,0.4510,0.0762
Red_glcm_homogeneity_std,Mg_%,-0.0329,0.7453,0.0329
Red_glcm_homogeneity_std,S_%,-0.0674,0.5050,0.0674
Red_glcm_homogeneity_std,Нитраты_мг_кг,-0.0351,0.7287,0.0351
Red_glcm_homogeneity_std,Fe_мг_кг,-0.1571,0.1185,0.1571
Red_glcm_homogeneity_std,Mn_мг_кг,-0.0350,0.7299,0.0350
Red_glcm_homogeneity_std,Cu_мг_кг,-0.0837,0.4148,0.0837
Red_glcm_homogeneity_std,Zn_мг_кг,-0.0189,0.8521,0.0189
Red_glcm_homogeneity_std,Co_мг_кг,-0.2218,0.0858,0.2218
Red_glcm_energy_mean,N_%,-0.0027,0.9787,0.0027
Red_glcm_energy_mean,P_%,0.1702,0.0904,0.1702
Red_glcm_energy_mean,K_%,0.0710,0.4829,0.0710
Red_glcm_energy_mean,Ca_%,-0.1808,0.0718,0.1808
Red_glcm_energy_mean,Mg_%,0.0335,0.7405,0.0335
Red_glcm_energy_mean,S_%,0.1660,0.0988,0.1660
Red_glcm_energy_mean,Нитраты_мг_кг,0.0507,0.6165,0.0507
Red_glcm_energy_mean,Fe_мг_кг,0.0296,0.7704,0.0296
Red_glcm_energy_mean,Mn_мг_кг,0.1010,0.3173,0.1010
Red_glcm_energy_mean,Cu_мг_кг,0.1548,0.1299,0.1548
Red_glcm_energy_mean,Zn_мг_кг,0.0981,0.3318,0.0981
Red_glcm_energy_mean,Co_мг_кг,0.3038,0.0173,0.3038
Red_glcm_energy_std,N_%,0.0475,0.6388,0.0475
Red_glcm_energy_std,P_%,0.0082,0.9355,0.0082
Red_glcm_energy_std,K_%,0.0276,0.7848,0.0276
Red_glcm_energy_std,Ca_%,-0.0123,0.9035,0.0123
Red_glcm_energy_std,Mg_%,0.0439,0.6645,0.0439
Red_glcm_energy_std,S_%,-0.1600,0.1118,0.1600
Red_glcm_energy_std,Нитраты_мг_кг,-0.0495,0.6249,0.0495
Red_glcm_energy_std,Fe_мг_кг,-0.0727,0.4724,0.0727
Red_glcm_energy_std,Mn_мг_кг,0.0775,0.4434,0.0775
Red_glcm_energy_std,Cu_мг_кг,0.0347,0.7356,0.0347
Red_glcm_energy_std,Zn_мг_кг,0.1393,0.1669,0.1393
Red_glcm_energy_std,Co_мг_кг,-0.1897,0.1430,0.1897
Red_glcm_correlation_mean,N_%,-0.0937,0.3539,0.0937
Red_glcm_correlation_mean,P_%,0.0118,0.9071,0.0118
Red_glcm_correlation_mean,K_%,-0.0784,0.4381,0.0784
Red_glcm_correlation_mean,Ca_%,0.0847,0.4022,0.0847
Red_glcm_correlation_mean,Mg_%,0.0063,0.9506,0.0063
Red_glcm_correlation_mean,S_%,-0.1086,0.2819,0.1086
Red_glcm_correlation_mean,Нитраты_мг_кг,-0.0303,0.7646,0.0303
Red_glcm_correlation_mean,Fe_мг_кг,0.0506,0.6171,0.0506
Red_glcm_correlation_mean,Mn_мг_кг,-0.2077,0.0382,0.2077
Red_glcm_correlation_mean,Cu_мг_кг,-0.1227,0.2311,0.1227
Red_glcm_correlation_mean,Zn_мг_кг,-0.1247,0.2163,0.1247
Red_glcm_correlation_mean,Co_мг_кг,-0.1026,0.4315,0.1026
Red_glcm_correlation_std,N_%,0.0900,0.3733,0.0900
Red_glcm_correlation_std,P_%,-0.0660,0.5139,0.0660
Red_glcm_correlation_std,K_%,0.0136,0.8935,0.0136
Red_glcm_correlation_std,Ca_%,0.0063,0.9503,0.0063
Red_glcm_correlation_std,Mg_%,0.0399,0.6933,0.0399
Red_glcm_correlation_std,S_%,0.0237,0.8148,0.0237
Red_glcm_correlation_std,Нитраты_мг_кг,-0.0385,0.7040,0.0385
Red_glcm_correlation_std,Fe_мг_кг,-0.1242,0.2184,0.1242
Red_glcm_correlation_std,Mn_мг_кг,0.1584,0.1154,0.1584
Red_glcm_correlation_std,Cu_мг_кг,0.0653,0.5251,0.0653
Red_glcm_correlation_std,Zn_мг_кг,0.1221,0.2262,0.1221
Red_glcm_correlation_std,Co_мг_кг,-0.0837,0.5212,0.0837
Red_glcm_ASM_mean,N_%,0.0104,0.9183,0.0104
Red_glcm_ASM_mean,P_%,0.1845,0.0661,0.1845
Red_glcm_ASM_mean,K_%,0.0960,0.3420,0.0960
Red_glcm_ASM_mean,Ca_%,-0.1858,0.0642,0.1858
Red_glcm_ASM_mean,Mg_%,0.0156,0.8775,0.0156
Red_glcm_ASM_mean,S_%,0.2180,0.0293,0.2180
Red_glcm_ASM_mean,Нитраты_мг_кг,0.0825,0.4144,0.0825
Red_glcm_ASM_mean,Fe_мг_кг,0.0047,0.9633,0.0047
Red_glcm_ASM_mean,Mn_мг_кг,0.0828,0.4125,0.0828
Red_glcm_ASM_mean,Cu_мг_кг,0.1504,0.1413,0.1504
Red_glcm_ASM_mean,Zn_мг_кг,0.0885,0.3814,0.0885
Red_glcm_ASM_mean,Co_мг_кг,0.3200,0.0119,0.3200
Red_glcm_ASM_std,N_%,0.0368,0.7166,0.0368
Red_glcm_ASM_std,P_%,0.1049,0.2990,0.1049
Red_glcm_ASM_std,K_%,0.0430,0.6711,0.0430
Red_glcm_ASM_std,Ca_%,-0.1281,0.2041,0.1281
Red_glcm_ASM_std,Mg_%,0.0977,0.3337,0.0977
Red_glcm_ASM_std,S_%,-0.1162,0.2495,0.1162
Red_glcm_ASM_std,Нитраты_мг_кг,-0.0677,0.5035,0.0677
Red_glcm_ASM_std,Fe_мг_кг,-0.0263,0.7954,0.0263
Red_glcm_ASM_std,Mn_мг_кг,0.1847,0.0659,0.1847
Red_glcm_ASM_std,Cu_мг_кг,0.1516,0.1382,0.1516
Red_glcm_ASM_std,Zn_мг_кг,0.2323,0.0200,0.2323
Red_glcm_ASM_std,Co_мг_кг,-0.0115,0.9296,0.0115
Red_lbp_bin0,N_%,0.1185,0.2402,0.1185
Red_lbp_bin0,P_%,-0.0984,0.3300,0.0984
Red_lbp_bin0,K_%,0.0802,0.4276,0.0802
Red_lbp_bin0,Ca_%,0.0367,0.7170,0.0367
Red_lbp_bin0,Mg_%,-0.0505,0.6178,0.0505
Red_lbp_bin0,S_%,0.0631,0.5330,0.0631
Red_lbp_bin0,Нитраты_мг_кг,0.0675,0.5046,0.0675
Red_lbp_bin0,Fe_мг_кг,-0.1495,0.1377,0.1495
Red_lbp_bin0,Mn_мг_кг,0.1256,0.2131,0.1256
Red_lbp_bin0,Cu_мг_кг,0.0453,0.6597,0.0453
Red_lbp_bin0,Zn_мг_кг,0.0367,0.7173,0.0367
Red_lbp_bin0,Co_мг_кг,-0.0035,0.9788,0.0035
Red_lbp_bin1,N_%,-0.1515,0.1324,0.1515
Red_lbp_bin1,P_%,0.0332,0.7428,0.0332
Red_lbp_bin1,K_%,0.0423,0.6762,0.0423
Red_lbp_bin1,Ca_%,-0.0231,0.8196,0.0231
Red_lbp_bin1,Mg_%,-0.1193,0.2373,0.1193
Red_lbp_bin1,S_%,-0.1232,0.2221,0.1232
Red_lbp_bin1,Нитраты_мг_кг,-0.1246,0.2168,0.1246
Red_lbp_bin1,Fe_мг_кг,0.1802,0.0728,0.1802
Red_lbp_bin1,Mn_мг_кг,-0.1314,0.1926,0.1314
Red_lbp_bin1,Cu_мг_кг,-0.1274,0.2137,0.1274
Red_lbp_bin1,Zn_мг_кг,-0.0792,0.4333,0.0792
Red_lbp_bin1,Co_мг_кг,-0.0859,0.5103,0.0859
Red_lbp_bin2,N_%,-0.0504,0.6182,0.0504
Red_lbp_bin2,P_%,0.0679,0.5018,0.0679
Red_lbp_bin2,K_%,-0.0059,0.9534,0.0059
Red_lbp_bin2,Ca_%,-0.0762,0.4509,0.0762
Red_lbp_bin2,Mg_%,0.0121,0.9047,0.0121
Red_lbp_bin2,S_%,-0.0630,0.5336,0.0630
Red_lbp_bin2,Нитраты_мг_кг,0.0253,0.8027,0.0253
Red_lbp_bin2,Fe_мг_кг,0.1456,0.1484,0.1456
Red_lbp_bin2,Mn_мг_кг,-0.1677,0.0954,0.1677
Red_lbp_bin2,Cu_мг_кг,-0.0405,0.6937,0.0405
Red_lbp_bin2,Zn_мг_кг,-0.0477,0.6372,0.0477
Red_lbp_bin2,Co_мг_кг,-0.0139,0.9152,0.0139
Red_lbp_bin3,N_%,-0.0713,0.4809,0.0713
Red_lbp_bin3,P_%,0.0649,0.5209,0.0649
Red_lbp_bin3,K_%,-0.1058,0.2949,0.1058
Red_lbp_bin3,Ca_%,0.0567,0.5755,0.0567
Red_lbp_bin3,Mg_%,0.0621,0.5396,0.0621
Red_lbp_bin3,S_%,-0.0803,0.4273,0.0803
Red_lbp_bin3,Нитраты_мг_кг,-0.1266,0.2093,0.1266
Red_lbp_bin3,Fe_мг_кг,-0.0328,0.7463,0.0328
Red_lbp_bin3,Mn_мг_кг,-0.0902,0.3721,0.0902
Red_lbp_bin3,Cu_мг_кг,-0.0161,0.8756,0.0161
Red_lbp_bin3,Zn_мг_кг,-0.0184,0.8554,0.0184
Red_lbp_bin3,Co_мг_кг,-0.0279,0.8313,0.0279
Red_lbp_bin4,N_%,-0.0353,0.7274,0.0353
Red_lbp_bin4,P_%,0.0277,0.7842,0.0277
Red_lbp_bin4,K_%,-0.1180,0.2421,0.1180
Red_lbp_bin4,Ca_%,0.0189,0.8516,0.0189
Red_lbp_bin4,Mg_%,0.0375,0.7110,0.0375
Red_lbp_bin4,S_%,-0.0884,0.3816,0.0884
Red_lbp_bin4,Нитраты_мг_кг,-0.0256,0.8005,0.0256
Red_lbp_bin4,Fe_мг_кг,0.1199,0.2348,0.1199
Red_lbp_bin4,Mn_мг_кг,-0.0621,0.5391,0.0621
Red_lbp_bin4,Cu_мг_кг,-0.0165,0.8725,0.0165
Red_lbp_bin4,Zn_мг_кг,-0.0420,0.6782,0.0420
Red_lbp_bin4,Co_мг_кг,-0.1234,0.3432,0.1234
Red_lbp_bin5,N_%,0.1995,0.0466,0.1995
Red_lbp_bin5,P_%,-0.0601,0.5525,0.0601
Red_lbp_bin5,K_%,0.0878,0.3848,0.0878
Red_lbp_bin5,Ca_%,0.1272,0.2073,0.1272
Red_lbp_bin5,Mg_%,-0.0179,0.8597,0.0179
Red_lbp_bin5,S_%,0.0489,0.6292,0.0489
Red_lbp_bin5,Нитраты_мг_кг,0.0620,0.5399,0.0620
Red_lbp_bin5,Fe_мг_кг,0.0707,0.4849,0.0707
Red_lbp_bin5,Mn_мг_кг,-0.0448,0.6584,0.0448
Red_lbp_bin5,Cu_мг_кг,-0.0184,0.8580,0.0184
Red_lbp_bin5,Zn_мг_кг,0.0099,0.9219,0.0099
Red_lbp_bin5,Co_мг_кг,-0.2162,0.0942,0.2162
Red_lbp_bin6,N_%,-0.0838,0.4070,0.0838
Red_lbp_bin6,P_%,-0.0946,0.3491,0.0946
Red_lbp_bin6,K_%,0.0476,0.6380,0.0476
Red_lbp_bin6,Ca_%,-0.0150,0.8819,0.0150
Red_lbp_bin6,Mg_%,-0.0708,0.4839,0.0708
Red_lbp_bin6,S_%,-0.0337,0.7394,0.0337
Red_lbp_bin6,Нитраты_мг_кг,-0.1311,0.1937,0.1311
Red_lbp_bin6,Fe_мг_кг,-0.0371,0.7142,0.0371
Red_lbp_bin6,Mn_мг_кг,0.1166,0.2479,0.1166
Red_lbp_bin6,Cu_мг_кг,0.0274,0.7897,0.0274
Red_lbp_bin6,Zn_мг_кг,0.0301,0.7660,0.0301
Red_lbp_bin6,Co_мг_кг,0.0335,0.7978,0.0335
Red_lbp_bin7,N_%,0.0615,0.5431,0.0615
Red_lbp_bin7,P_%,-0.0083,0.9347,0.0083
Red_lbp_bin7,K_%,0.0517,0.6096,0.0517
Red_lbp_bin7,Ca_%,-0.0464,0.6466,0.0464
Red_lbp_bin7,Mg_%,0.0264,0.7941,0.0264
Red_lbp_bin7,S_%,0.1523,0.1305,0.1523
Red_lbp_bin7,Нитраты_мг_кг,0.1185,0.2402,0.1185
Red_lbp_bin7,Fe_мг_кг,-0.1247,0.2163,0.1247
Red_lbp_bin7,Mn_мг_кг,0.1420,0.1588,0.1420
Red_lbp_bin7,Cu_мг_кг,0.0595,0.5629,0.0595
Red_lbp_bin7,Zn_мг_кг,0.0611,0.5458,0.0611
Red_lbp_bin7,Co_мг_кг,0.1725,0.1837,0.1725
NIR_glcm_contrast_mean,N_%,-0.3439,0.0005,0.3439
NIR_glcm_contrast_mean,P_%,0.1023,0.3110,0.1023
NIR_glcm_contrast_mean,K_%,0.0386,0.7032,0.0386
NIR_glcm_contrast_mean,Ca_%,-0.3284,0.0009,0.3284
NIR_glcm_contrast_mean,Mg_%,0.1523,0.1304,0.1523
NIR_glcm_contrast_mean,S_%,-0.1265,0.2096,0.1265
NIR_glcm_contrast_mean,Нитраты_мг_кг,-0.0280,0.7821,0.0280
NIR_glcm_contrast_mean,Fe_мг_кг,0.0453,0.6546,0.0453
NIR_glcm_contrast_mean,Mn_мг_кг,0.1284,0.2030,0.1284
NIR_glcm_contrast_mean,Cu_мг_кг,0.1446,0.1578,0.1446
NIR_glcm_contrast_mean,Zn_мг_кг,0.1660,0.0988,0.1660
NIR_glcm_contrast_mean,Co_мг_кг,0.0351,0.7883,0.0351
NIR_glcm_contrast_std,N_%,-0.3379,0.0006,0.3379
NIR_glcm_contrast_std,P_%,0.0996,0.3242,0.0996
NIR_glcm_contrast_std,K_%,0.0238,0.8139,0.0238
NIR_glcm_contrast_std,Ca_%,-0.3332,0.0007,0.3332
NIR_glcm_contrast_std,Mg_%,0.1485,0.1403,0.1485
NIR_glcm_contrast_std,S_%,-0.1064,0.2919,0.1064
NIR_glcm_contrast_std,Нитраты_мг_кг,-0.0538,0.5947,0.0538
NIR_glcm_contrast_std,Fe_мг_кг,0.0257,0.7997,0.0257
NIR_glcm_contrast_std,Mn_мг_кг,0.1298,0.1979,0.1298
NIR_glcm_contrast_std,Cu_мг_кг,0.1302,0.2036,0.1302
NIR_glcm_contrast_std,Zn_мг_кг,0.1623,0.1067,0.1623
NIR_glcm_contrast_std,Co_мг_кг,0.0499,0.7027,0.0499
NIR_glcm_dissimilarity_mean,N_%,-0.3247,0.0010,0.3247
NIR_glcm_dissimilarity_mean,P_%,0.1784,0.0758,0.1784
NIR_glcm_dissimilarity_mean,K_%,0.0810,0.4231,0.0810
NIR_glcm_dissimilarity_mean,Ca_%,-0.3436,0.0005,0.3436
NIR_glcm_dissimilarity_mean,Mg_%,0.1366,0.1752,0.1366
NIR_glcm_dissimilarity_mean,S_%,-0.1126,0.2647,0.1126
NIR_glcm_dissimilarity_mean,Нитраты_мг_кг,-0.0065,0.9489,0.0065
NIR_glcm_dissimilarity_mean,Fe_мг_кг,0.0475,0.6386,0.0475
NIR_glcm_dissimilarity_mean,Mn_мг_кг,0.1107,0.2727,0.1107
NIR_glcm_dissimilarity_mean,Cu_мг_кг,0.1665,0.1031,0.1665
NIR_glcm_dissimilarity_mean,Zn_мг_кг,0.1894,0.0591,0.1894
NIR_glcm_dissimilarity_mean,Co_мг_кг,0.0280,0.8304,0.0280
NIR_glcm_dissimilarity_std,N_%,-0.3098,0.0017,0.3098
NIR_glcm_dissimilarity_std,P_%,0.1765,0.0790,0.1765
NIR_glcm_dissimilarity_std,K_%,0.0590,0.5598,0.0590
NIR_glcm_dissimilarity_std,Ca_%,-0.3579,0.0003,0.3579
NIR_glcm_dissimilarity_std,Mg_%,0.1344,0.1826,0.1344
NIR_glcm_dissimilarity_std,S_%,-0.0740,0.4646,0.0740
NIR_glcm_dissimilarity_std,Нитраты_мг_кг,-0.0461,0.6486,0.0461
NIR_glcm_dissimilarity_std,Fe_мг_кг,0.0089,0.9303,0.0089
NIR_glcm_dissimilarity_std,Mn_мг_кг,0.1100,0.2761,0.1100
NIR_glcm_dissimilarity_std,Cu_мг_кг,0.1439,0.1598,0.1439
NIR_glcm_dissimilarity_std,Zn_мг_кг,0.1803,0.0726,0.1803
NIR_glcm_dissimilarity_std,Co_мг_кг,0.0514,0.6942,0.0514
NIR_glcm_homogeneity_mean,N_%,0.3093,0.0017,0.3093
NIR_glcm_homogeneity_mean,P_%,-0.2222,0.0263,0.2222
NIR_glcm_homogeneity_mean,K_%,-0.1043,0.3019,0.1043
NIR_glcm_homogeneity_mean,Ca_%,0.3458,0.0004,0.3458
NIR_glcm_homogeneity_mean,Mg_%,-0.1201,0.2340,0.1201
NIR_glcm_homogeneity_mean,S_%,0.1040,0.3031,0.1040
NIR_glcm_homogeneity_mean,Нитраты_мг_кг,-0.0058,0.9539,0.0058
NIR_glcm_homogeneity_mean,Fe_мг_кг,-0.0462,0.6478,0.0462
NIR_glcm_homogeneity_mean,Mn_мг_кг,-0.0940,0.3522,0.0940
NIR_glcm_homogeneity_mean,Cu_мг_кг,-0.1751,0.0863,0.1751
NIR_glcm_homogeneity_mean,Zn_мг_кг,-0.1976,0.0488,0.1976
NIR_glcm_homogeneity_mean,Co_мг_кг,-0.0223,0.8643,0.0223
NIR_glcm_homogeneity_std,N_%,-0.2659,0.0075,0.2659
NIR_glcm_homogeneity_std,P_%,0.2428,0.0149,0.2428
NIR_glcm_homogeneity_std,K_%,0.0794,0.4321,0.0794
NIR_glcm_homogeneity_std,Ca_%,-0.3594,0.0002,0.3594
NIR_glcm_homogeneity_std,Mg_%,0.0883,0.3824,0.0883
NIR_glcm_homogeneity_std,S_%,-0.0355,0.7258,0.0355
NIR_glcm_homogeneity_std,Нитраты_мг_кг,-0.0497,0.6232,0.0497
NIR_glcm_homogeneity_std,Fe_мг_кг,-0.0286,0.7775,0.0286
NIR_glcm_homogeneity_std,Mn_мг_кг,0.0565,0.5767,0.0565
NIR_glcm_homogeneity_std,Cu_мг_кг,0.1284,0.2102,0.1284
NIR_glcm_homogeneity_std,Zn_мг_кг,0.1639,0.1031,0.1639
NIR_glcm_homogeneity_std,Co_мг_кг,0.0481,0.7129,0.0481
NIR_glcm_energy_mean,N_%,0.3254,0.0010,0.3254
NIR_glcm_energy_mean,P_%,-0.2693,0.0067,0.2693
NIR_glcm_energy_mean,K_%,-0.0717,0.4785,0.0717
NIR_glcm_energy_mean,Ca_%,0.3220,0.0011,0.3220
NIR_glcm_energy_mean,Mg_%,-0.1059,0.2945,0.1059
NIR_glcm_energy_mean,S_%,0.1311,0.1936,0.1311
NIR_glcm_energy_mean,Нитраты_мг_кг,0.0095,0.9256,0.0095
NIR_glcm_energy_mean,Fe_мг_кг,-0.0650,0.5205,0.0650
NIR_glcm_energy_mean,Mn_мг_кг,-0.0409,0.6865,0.0409
NIR_glcm_energy_mean,Cu_мг_кг,-0.2061,0.0428,0.2061
NIR_glcm_energy_mean,Zn_мг_кг,-0.1820,0.0700,0.1820
NIR_glcm_energy_mean,Co_мг_кг,-0.0559,0.6686,0.0559
NIR_glcm_energy_std,N_%,0.1547,0.1244,0.1547
NIR_glcm_energy_std,P_%,-0.0052,0.9593,0.0052
NIR_glcm_energy_std,K_%,-0.0220,0.8282,0.0220
NIR_glcm_energy_std,Ca_%,0.0341,0.7362,0.0341
NIR_glcm_energy_std,Mg_%,-0.0714,0.4801,0.0714
NIR_glcm_energy_std,S_%,0.1025,0.3103,0.1025
NIR_glcm_energy_std,Нитраты_мг_кг,-0.0449,0.6577,0.0449
NIR_glcm_energy_std,Fe_мг_кг,-0.1570,0.1188,0.1570
NIR_glcm_energy_std,Mn_мг_кг,-0.0844,0.4037,0.0844
NIR_glcm_energy_std,Cu_мг_кг,-0.1109,0.2794,0.1109
NIR_glcm_energy_std,Zn_мг_кг,-0.0893,0.3768,0.0893
NIR_glcm_energy_std,Co_мг_кг,-0.0408,0.7551,0.0408
NIR_glcm_correlation_mean,N_%,-0.2849,0.0041,0.2849
NIR_glcm_correlation_mean,P_%,0.0717,0.4786,0.0717
NIR_glcm_correlation_mean,K_%,-0.0793,0.4329,0.0793
NIR_glcm_correlation_mean,Ca_%,-0.2019,0.0440,0.2019
NIR_glcm_correlation_mean,Mg_%,0.0810,0.4230,0.0810
NIR_glcm_correlation_mean,S_%,-0.1078,0.2857,0.1078
NIR_glcm_correlation_mean,Нитраты_мг_кг,-0.0348,0.7313,0.0348
NIR_glcm_correlation_mean,Fe_мг_кг,0.0568,0.5744,0.0568
NIR_glcm_correlation_mean,Mn_мг_кг,-0.0557,0.5819,0.0557
NIR_glcm_correlation_mean,Cu_мг_кг,0.1488,0.1457,0.1488
NIR_glcm_correlation_mean,Zn_мг_кг,0.0147,0.8848,0.0147
NIR_glcm_correlation_mean,Co_мг_кг,0.1756,0.1757,0.1756
NIR_glcm_correlation_std,N_%,0.0327,0.7466,0.0327
NIR_glcm_correlation_std,P_%,0.1732,0.0849,0.1732
NIR_glcm_correlation_std,K_%,0.1619,0.1076,0.1619
NIR_glcm_correlation_std,Ca_%,-0.1488,0.1396,0.1488
NIR_glcm_correlation_std,Mg_%,0.0290,0.7749,0.0290
NIR_glcm_correlation_std,S_%,0.0470,0.6427,0.0470
NIR_glcm_correlation_std,Нитраты_мг_кг,-0.0215,0.8316,0.0215
NIR_glcm_correlation_std,Fe_мг_кг,-0.0614,0.5441,0.0614
NIR_glcm_correlation_std,Mn_мг_кг,0.1198,0.2353,0.1198
NIR_glcm_correlation_std,Cu_мг_кг,0.0036,0.9719,0.0036
NIR_glcm_correlation_std,Zn_мг_кг,0.1682,0.0944,0.1682
NIR_glcm_correlation_std,Co_мг_кг,-0.2013,0.1198,0.2013
NIR_glcm_ASM_mean,N_%,0.3034,0.0022,0.3034
NIR_glcm_ASM_mean,P_%,-0.2783,0.0051,0.2783
NIR_glcm_ASM_mean,K_%,-0.0638,0.5286,0.0638
NIR_glcm_ASM_mean,Ca_%,0.2928,0.0031,0.2928
NIR_glcm_ASM_mean,Mg_%,-0.0826,0.4138,0.0826
NIR_glcm_ASM_mean,S_%,0.1439,0.1531,0.1439
NIR_glcm_ASM_mean,Нитраты_мг_кг,0.0132,0.8964,0.0132
NIR_glcm_ASM_mean,Fe_мг_кг,-0.0525,0.6038,0.0525
NIR_glcm_ASM_mean,Mn_мг_кг,-0.0105,0.9172,0.0105
NIR_glcm_ASM_mean,Cu_мг_кг,-0.1953,0.0552,0.1953
NIR_glcm_ASM_mean,Zn_мг_кг,-0.1684,0.0940,0.1684
NIR_glcm_ASM_mean,Co_мг_кг,-0.0245,0.8516,0.0245
NIR_glcm_ASM_std,N_%,0.3255,0.0010,0.3255
NIR_glcm_ASM_std,P_%,-0.2158,0.0311,0.2158
NIR_glcm_ASM_std,K_%,-0.0557,0.5819,0.0557
NIR_glcm_ASM_std,Ca_%,0.2624,0.0084,0.2624
NIR_glcm_ASM_std,Mg_%,-0.0887,0.3804,0.0887
NIR_glcm_ASM_std,S_%,0.1573,0.1182,0.1573
NIR_glcm_ASM_std,Нитраты_мг_кг,-0.0024,0.9814,0.0024
NIR_glcm_ASM_std,Fe_мг_кг,-0.1171,0.2461,0.1171
