feature,element,pearson_r,p_value,abs_r
NIR_glcm_homogeneity_std,N_%,-0.0290,0.7747,0.0290
NIR_glcm_homogeneity_std,P_%,0.1978,0.0485,0.1978
NIR_glcm_homogeneity_std,K_%,0.0311,0.7585,0.0311
NIR_glcm_homogeneity_std,Ca_%,0.0409,0.6862,0.0409
NIR_glcm_homogeneity_std,Mg_%,0.1421,0.1586,0.1421
NIR_glcm_homogeneity_std,S_%,0.1070,0.2894,0.1070
NIR_glcm_homogeneity_std,Нитраты_мг_кг,0.0253,0.8027,0.0253
NIR_glcm_homogeneity_std,Fe_мг_кг,-0.0311,0.7584,0.0311
NIR_glcm_homogeneity_std,Mn_мг_кг,0.0251,0.8041,0.0251
NIR_glcm_homogeneity_std,Cu_мг_кг,0.0621,0.5456,0.0621
NIR_glcm_homogeneity_std,Zn_мг_кг,0.1328,0.1876,0.1328
NIR_glcm_homogeneity_std,Co_мг_кг,-0.0129,0.9214,0.0129
NIR_glcm_energy_mean,N_%,-0.0279,0.7828,0.0279
NIR_glcm_energy_mean,P_%,-0.2340,0.0191,0.2340
NIR_glcm_energy_mean,K_%,-0.0799,0.4295,0.0799
NIR_glcm_energy_mean,Ca_%,-0.0525,0.6038,0.0525
NIR_glcm_energy_mean,Mg_%,0.0083,0.9344,0.0083
NIR_glcm_energy_mean,S_%,-0.0558,0.5812,0.0558
NIR_glcm_energy_mean,Нитраты_мг_кг,-0.0715,0.4799,0.0715
NIR_glcm_energy_mean,Fe_мг_кг,-0.0595,0.5568,0.0595
NIR_glcm_energy_mean,Mn_мг_кг,0.0956,0.3440,0.0956
NIR_glcm_energy_mean,Cu_мг_кг,-0.0729,0.4777,0.0729
NIR_glcm_energy_mean,Zn_мг_кг,-0.0643,0.5248,0.0643
NIR_glcm_energy_mean,Co_мг_кг,0.0568,0.6634,0.0568
NIR_glcm_energy_std,N_%,0.0299,0.7674,0.0299
NIR_glcm_energy_std,P_%,-0.0309,0.7605,0.0309
NIR_glcm_energy_std,K_%,-0.1213,0.2292,0.1213
NIR_glcm_energy_std,Ca_%,0.0094,0.9263,0.0094
NIR_glcm_energy_std,Mg_%,0.1119,0.2677,0.1119
NIR_glcm_energy_std,S_%,0.0732,0.4691,0.0732
NIR_glcm_energy_std,Нитраты_мг_кг,-0.0379,0.7078,0.0379
NIR_glcm_energy_std,Fe_мг_кг,-0.0653,0.5189,0.0653
NIR_glcm_energy_std,Mn_мг_кг,0.0069,0.9455,0.0069
NIR_glcm_energy_std,Cu_мг_кг,-0.0497,0.6291,0.0497
NIR_glcm_energy_std,Zn_мг_кг,-0.0246,0.8078,0.0246
NIR_glcm_energy_std,Co_мг_кг,0.0141,0.9143,0.0141
NIR_glcm_correlation_mean,N_%,-0.0462,0.6480,0.0462
NIR_glcm_correlation_mean,P_%,0.0938,0.3530,0.0938
NIR_glcm_correlation_mean,K_%,-0.0227,0.8229,0.0227
NIR_glcm_correlation_mean,Ca_%,-0.0186,0.8542,0.0186
NIR_glcm_correlation_mean,Mg_%,-0.0578,0.5679,0.0578
NIR_glcm_correlation_mean,S_%,0.0194,0.8482,0.0194
NIR_glcm_correlation_mean,Нитраты_мг_кг,0.0500,0.6214,0.0500
NIR_glcm_correlation_mean,Fe_мг_кг,-0.0534,0.5975,0.0534
NIR_glcm_correlation_mean,Mn_мг_кг,-0.1122,0.2663,0.1122
NIR_glcm_correlation_mean,Cu_мг_кг,-0.0062,0.9522,0.0062
NIR_glcm_correlation_mean,Zn_мг_кг,-0.0546,0.5895,0.0546
NIR_glcm_correlation_mean,Co_мг_кг,0.0377,0.7731,0.0377
NIR_glcm_correlation_std,N_%,0.0217,0.8299,0.0217
NIR_glcm_correlation_std,P_%,0.1794,0.0742,0.1794
NIR_glcm_correlation_std,K_%,0.0538,0.5948,0.0538
NIR_glcm_correlation_std,Ca_%,0.0383,0.7053,0.0383
NIR_glcm_correlation_std,Mg_%,0.1288,0.2016,0.1288
NIR_glcm_correlation_std,S_%,0.0519,0.6079,0.0519
NIR_glcm_correlation_std,Нитраты_мг_кг,0.0068,0.9465,0.0068
NIR_glcm_correlation_std,Fe_мг_кг,0.0338,0.7384,0.0338
NIR_glcm_correlation_std,Mn_мг_кг,0.0596,0.5561,0.0596
NIR_glcm_correlation_std,Cu_мг_кг,0.0867,0.3983,0.0867
NIR_glcm_correlation_std,Zn_мг_кг,0.1624,0.1064,0.1624
NIR_glcm_correlation_std,Co_мг_кг,-0.0993,0.4465,0.0993
NIR_glcm_ASM_mean,N_%,-0.0354,0.7267,0.0354
NIR_glcm_ASM_mean,P_%,-0.1773,0.0776,0.1773
NIR_glcm_ASM_mean,K_%,-0.0129,0.8986,0.0129
NIR_glcm_ASM_mean,Ca_%,-0.0811,0.4222,0.0811
NIR_glcm_ASM_mean,Mg_%,-0.0429,0.6714,0.0429
NIR_glcm_ASM_mean,S_%,-0.0607,0.5484,0.0607
NIR_glcm_ASM_mean,Нитраты_мг_кг,-0.0442,0.6625,0.0442
NIR_glcm_ASM_mean,Fe_мг_кг,-0.0414,0.6829,0.0414
NIR_glcm_ASM_mean,Mn_мг_кг,0.0752,0.4573,0.0752
NIR_glcm_ASM_mean,Cu_мг_кг,-0.0685,0.5052,0.0685
NIR_glcm_ASM_mean,Zn_мг_кг,-0.0556,0.5827,0.0556
NIR_glcm_ASM_mean,Co_мг_кг,0.0611,0.6402,0.0611
NIR_glcm_ASM_std,N_%,0.0080,0.9370,0.0080
NIR_glcm_ASM_std,P_%,-0.0672,0.5062,0.0672
NIR_glcm_ASM_std,K_%,-0.1253,0.2144,0.1253
NIR_glcm_ASM_std,Ca_%,-0.0470,0.6422,0.0470
NIR_glcm_ASM_std,Mg_%,0.0763,0.4505,0.0763
NIR_glcm_ASM_std,S_%,0.0207,0.8377,0.0207
NIR_glcm_ASM_std,Нитраты_мг_кг,-0.0646,0.5228,0.0646
NIR_glcm_ASM_std,Fe_мг_кг,-0.0420,0.6785,0.0420
