n,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,dCor,dCor_p,MI,element,index,date
97,-0.052400,0.610200,-0.141400,0.167100,-0.094400,0.183700,0.230400,0.063900,0.053617,S_%,OSAVI,date2
97,-0.019500,0.849300,-0.109400,0.285900,-0.074000,0.297600,0.221600,0.109500,0.000000,S_%,EVI,date2
97,-0.042800,0.677500,-0.141400,0.167100,-0.094400,0.183700,0.235800,0.052300,0.036874,S_%,EVI2,date2
97,-0.072600,0.480000,-0.127500,0.213400,-0.086000,0.226100,0.215900,0.319500,0.009877,S_%,CCCI,date2
97,-0.043700,0.670500,-0.228400,0.024500,-0.165900,0.019500,0.294200,0.003600,0.038592,S_%,MTCI,date2
97,-0.122500,0.232100,-0.228400,0.024500,-0.165900,0.019500,0.299000,0.000900,0.055917,S_%,Datt,date2
97,-0.052400,0.610200,-0.141400,0.167100,-0.094400,0.183700,0.230400,0.063900,0.053617,S_%,SAVI,date2
97,-0.024900,0.808500,-0.141400,0.167100,-0.094400,0.183700,0.242100,0.042600,0.037257,S_%,WDRVI,date2
97,0.027500,0.789500,0.107600,0.294000,0.073100,0.303400,0.200900,0.211800,0.014471,S_%,SIPI,date2
97,0.025400,0.805000,0.109300,0.286400,0.073500,0.300500,0.214100,0.153700,0.002513,S_%,PSRI,date2
97,-0.154700,0.130300,-0.211500,0.037500,-0.138800,0.050600,0.274000,0.001300,0.066313,S_%,ARI,date2
97,0.018400,0.857800,0.001500,0.988600,-0.003300,0.962600,0.156000,0.753100,0.031691,S_%,TCARI,date2
97,0.096200,0.348500,-0.039500,0.700600,-0.026000,0.714400,0.208800,0.383900,0.000000,S_%,MCARI,date2
97,0.134000,0.190500,0.224800,0.026900,0.159700,0.024500,0.283000,0.002600,0.152357,S_%,TCARI_OSAVI,date2
97,0.129500,0.206000,0.010900,0.915400,0.012200,0.863400,0.206600,0.425000,0.000000,S_%,MCARI_OSAVI,date2
97,0.103000,0.315500,-0.141400,0.167100,-0.094400,0.183700,0.270400,0.024700,0.032168,S_%,SR,date2
97,0.079300,0.439900,-0.071700,0.485500,-0.042000,0.554400,0.228600,0.182600,0.000768,S_%,DVI,date2
97,0.027000,0.793200,-0.092400,0.367800,-0.060600,0.393100,0.219600,0.178200,0.007739,S_%,RDVI,date2
97,-0.014100,0.891100,-0.103900,0.311400,-0.071300,0.315300,0.218700,0.139200,0.000000,S_%,RENDVI,date2
97,-0.060700,0.554700,-0.180300,0.077300,-0.118800,0.094200,0.260500,0.011100,0.060133,S_%,LCI,date2
97,-0.150300,0.141600,-0.160900,0.115500,-0.120200,0.090600,0.229000,0.101300,0.020702,S_%,CVI,date2
97,-0.157600,0.123200,-0.025100,0.807300,-0.021100,0.766300,0.221000,0.276500,0.036396,S_%,NPCI,date2
97,0.006000,0.953100,-0.107800,0.293200,-0.072600,0.306400,0.224500,0.125600,0.000000,S_%,NGRDI,date2
97,0.031300,0.760700,-0.011500,0.911000,-0.006400,0.927700,0.185500,0.441600,0.010510,S_%,TGI,date2
97,-0.038300,0.709300,-0.134800,0.187900,-0.091300,0.198600,0.224100,0.096900,0.016220,S_%,ARVI,date2
97,-0.083000,0.419000,-0.176900,0.083000,-0.117500,0.098000,0.252300,0.011300,0.130918,S_%,BNDVI,date2
97,-0.049500,0.629800,-0.146300,0.152900,-0.095300,0.179600,0.245900,0.027100,0.074209,S_%,GRNDVI,date2
97,0.025800,0.801800,-0.141400,0.167100,-0.094400,0.183700,0.252500,0.035900,0.035826,S_%,MSR,date2
97,0.036600,0.722100,-0.094900,0.355000,-0.062400,0.379400,0.205300,0.242000,0.058635,S_%,NLI,date2
97,0.065700,0.522500,-0.080400,0.433500,-0.050900,0.473800,0.229600,0.166100,0.000000,S_%,NIRv,date2
97,-0.057200,0.577600,-0.141400,0.167100,-0.094400,0.183700,0.224600,0.080400,0.056947,S_%,MSAVI2,date2
97,0.009300,0.927600,-0.110900,0.279400,-0.074000,0.297600,0.223000,0.135400,0.000000,S_%,VARI,date2
97,-0.026800,0.794100,-0.117300,0.252600,-0.082900,0.243300,0.230400,0.077900,0.000000,S_%,GLI,date2
97,-0.006000,0.953500,-0.188500,0.064500,-0.122400,0.084800,0.284600,0.002900,0.058012,S_%,SRre,date2
97,0.075600,0.461700,-0.109800,0.284300,-0.067700,0.340100,0.266500,0.024500,0.016113,S_%,RTVIcore,date2
97,-0.138900,0.174700,-0.228000,0.024700,-0.153900,0.030200,0.288900,0.000200,0.043766,S_%,CRI700,date2
97,0.090500,0.377800,0.157400,0.123600,0.111700,0.115600,0.253200,0.010000,0.070513,S_%,BGI,date2
97,0.016400,0.873200,0.107800,0.293200,0.072600,0.306400,0.217300,0.144100,0.000000,S_%,RGRI,date2
97,0.176600,0.083500,0.025100,0.807300,0.021100,0.766300,0.227000,0.284500,0.060672,S_%,SRPI,date2
96,0.011300,0.912900,-0.225700,0.027000,-0.152700,0.028200,0.238600,0.032900,0.128502,Нитраты_мг_кг,NDVI,date2
96,0.008100,0.937900,-0.256000,0.011800,-0.172500,0.013200,0.265800,0.010300,0.093425,Нитраты_мг_кг,NDRE,date2
96,-0.001700,0.987000,-0.252000,0.013300,-0.174300,0.012300,0.253100,0.017000,0.052751,Нитраты_мг_кг,GNDVI,date2
96,0.054000,0.601300,-0.256000,0.011800,-0.172500,0.013200,0.279300,0.008300,0.084761,Нитраты_мг_кг,CIre,date2
96,0.050600,0.624700,-0.252000,0.013300,-0.174300,0.012300,0.272200,0.010500,0.041899,Нитраты_мг_кг,CIgreen,date2
96,0.011300,0.912900,-0.225700,0.027000,-0.152700,0.028200,0.238600,0.032900,0.128502,Нитраты_мг_кг,OSAVI,date2
96,0.053900,0.602000,-0.190700,0.062800,-0.128900,0.064000,0.230000,0.065400,0.129375,Нитраты_мг_кг,EVI,date2
96,0.016800,0.870900,-0.225700,0.027000,-0.152700,0.028200,0.242600,0.029100,0.103447,Нитраты_мг_кг,EVI2,date2
96,-0.063300,0.539800,-0.057100,0.580900,-0.037200,0.592600,0.243700,0.093100,0.050262,Нитраты_мг_кг,CCCI,date2
96,-0.003500,0.972900,-0.219400,0.031800,-0.154400,0.026500,0.269800,0.067000,0.056726,Нитраты_мг_кг,MTCI,date2
96,-0.069800,0.499400,-0.219400,0.031800,-0.154400,0.026500,0.263900,0.039800,0.031785,Нитраты_мг_кг,Datt,date2
96,0.011300,0.912900,-0.225700,0.027000,-0.152700,0.028200,0.238600,0.032900,0.128502,Нитраты_мг_кг,SAVI,date2
96,0.028000,0.786700,-0.225700,0.027000,-0.152700,0.028200,0.247600,0.026400,0.080989,Нитраты_мг_кг,WDRVI,date2
96,-0.030000,0.771800,0.190800,0.062600,0.126200,0.069700,0.218100,0.095600,0.091776,Нитраты_мг_кг,SIPI,date2
96,-0.041300,0.689600,0.195100,0.056700,0.135900,0.050800,0.233700,0.043900,0.072386,Нитраты_мг_кг,PSRI,date2
96,-0.126200,0.220600,-0.302300,0.002800,-0.207700,0.002800,0.254400,0.005900,0.037267,Нитраты_мг_кг,ARI,date2
96,0.087500,0.396600,-0.024900,0.810000,-0.029700,0.669100,0.204800,0.254200,0.013027,Нитраты_мг_кг,TCARI,date2
96,0.128100,0.213600,-0.113900,0.269000,-0.079500,0.253100,0.238900,0.115800,0.085097,Нитраты_мг_кг,MCARI,date2
96,0.110100,0.285500,0.255000,0.012200,0.179100,0.010100,0.240700,0.081300,0.015987,Нитраты_мг_кг,TCARI_OSAVI,date2
96,0.154400,0.133200,-0.080400,0.436000,-0.057500,0.408600,0.241000,0.097600,0.043563,Нитраты_мг_кг,MCARI_OSAVI,date2
96,0.130400,0.205500,-0.225700,0.027000,-0.152700,0.028200,0.276700,0.025600,0.086942,Нитраты_мг_кг,SR,date2
96,0.143500,0.163200,-0.139000,0.176800,-0.096700,0.164600,0.254800,0.042300,0.083972,Нитраты_мг_кг,DVI,date2
96,0.091000,0.377900,-0.161600,0.115800,-0.108600,0.118600,0.240900,0.055400,0.109641,Нитраты_мг_кг,RDVI,date2
96,0.037200,0.718800,-0.195700,0.056000,-0.128400,0.064900,0.234900,0.049700,0.094106,Нитраты_мг_кг,RENDVI,date2
96,0.006800,0.947800,-0.251800,0.013300,-0.170700,0.014100,0.259900,0.011500,0.102605,Нитраты_мг_кг,LCI,date2
96,-0.150600,0.143100,-0.136400,0.185300,-0.098500,0.157000,0.271800,0.000700,0.065740,Нитраты_мг_кг,CVI,date2
96,-0.204300,0.045900,0.037200,0.718900,0.024500,0.725300,0.241400,0.124700,0.003281,Нитраты_мг_кг,NPCI,date2
96,0.055900,0.588800,-0.198900,0.052000,-0.133300,0.055400,0.239800,0.045300,0.087697,Нитраты_мг_кг,NGRDI,date2
96,0.096000,0.352000,-0.097400,0.345300,-0.067600,0.331100,0.228500,0.059000,0.066726,Нитраты_мг_кг,TGI,date2
96,0.026700,0.796100,-0.219800,0.031400,-0.146500,0.035300,0.234900,0.046400,0.116914,Нитраты_мг_кг,ARVI,date2
96,-0.024300,0.814300,-0.268000,0.008300,-0.186100,0.007500,0.254300,0.007500,0.095052,Нитраты_мг_кг,BNDVI,date2
96,0.011200,0.913600,-0.232300,0.022800,-0.158400,0.022800,0.248500,0.020700,0.098939,Нитраты_мг_кг,GRNDVI,date2
96,0.069200,0.503100,-0.225700,0.027000,-0.152700,0.028200,0.258200,0.026000,0.082704,Нитраты_мг_кг,MSR,date2
96,0.072100,0.485300,-0.169400,0.098900,-0.117400,0.091500,0.225700,0.069700,0.141096,Нитраты_мг_кг,NLI,date2
96,0.130200,0.206100,-0.145200,0.158100,-0.095800,0.168400,0.253200,0.046000,0.104836,Нитраты_мг_кг,NIRv,date2
96,0.008200,0.937000,-0.225700,0.027000,-0.152700,0.028200,0.234700,0.038700,0.122980,Нитраты_мг_кг,MSAVI2,date2
96,0.064600,0.532100,-0.194500,0.057500,-0.132000,0.057900,0.239300,0.048900,0.078442,Нитраты_мг_кг,VARI,date2
96,0.021400,0.836200,-0.216500,0.034100,-0.146900,0.034700,0.244500,0.023300,0.105671,Нитраты_мг_кг,GLI,date2
96,0.054000,0.601300,-0.256000,0.011800,-0.172500,0.013200,0.279300,0.008300,0.084761,Нитраты_мг_кг,SRre,date2
96,0.144200,0.161100,-0.169700,0.098200,-0.106400,0.126200,0.265600,0.042000,0.085743,Нитраты_мг_кг,RTVIcore,date2
96,-0.116600,0.257700,-0.336100,0.000800,-0.235100,0.000700,0.279100,0.000300,0.042584,Нитраты_мг_кг,CRI700,date2
96,0.042500,0.681000,0.266600,0.008600,0.179100,0.010100,0.261900,0.002200,0.118086,Нитраты_мг_кг,BGI,date2
96,-0.043800,0.671800,0.198900,0.052000,0.133300,0.055400,0.236100,0.042500,0.090558,Нитраты_мг_кг,RGRI,date2
96,0.221400,0.030200,-0.037200,0.718900,-0.024500,0.725300,0.249000,0.135600,0.011505,Нитраты_мг_кг,SRPI,date2
97,-0.184200,0.070900,-0.234000,0.021000,-0.154400,0.025000,0.238000,0.028500,0.086619,Fe_мг_кг,NDVI,date2
97,-0.234500,0.020800,-0.247500,0.014500,-0.160500,0.019900,0.254500,0.012700,0.037707,Fe_мг_кг,NDRE,date2
97,-0.211600,0.037500,-0.233800,0.021200,-0.150600,0.028900,0.241200,0.030100,0.089047,Fe_мг_кг,GNDVI,date2
97,-0.249900,0.013500,-0.247500,0.014500,-0.160500,0.019900,0.263100,0.007400,0.018988,Fe_мг_кг,CIre,date2
97,-0.234500,0.020800,-0.233800,0.021200,-0.150600,0.028900,0.251200,0.017600,0.068374,Fe_мг_кг,CIgreen,date2
97,-0.184200,0.070900,-0.234000,0.021000,-0.154400,0.025000,0.238000,0.028500,0.086619,Fe_мг_кг,OSAVI,date2
97,-0.151300,0.139000,-0.197400,0.052700,-0.129500,0.060200,0.201900,0.210800,0.012647,Fe_мг_кг,EVI,date2
97,-0.192400,0.059000,-0.234000,0.021000,-0.154400,0.025000,0.239100,0.026900,0.064853,Fe_мг_кг,EVI2,date2
97,-0.088900,0.386500,0.049400,0.631100,0.045300,0.510800,0.199100,0.477100,0.054374,Fe_мг_кг,CCCI,date2
97,-0.215500,0.034000,-0.067900,0.508500,-0.045800,0.506800,0.227300,0.248200,0.000000,Fe_мг_кг,MTCI,date2
97,-0.197200,0.052900,-0.067900,0.508500,-0.045800,0.506800,0.214300,0.354400,0.000000,Fe_мг_кг,Datt,date2
97,-0.184200,0.070900,-0.234000,0.021000,-0.154400,0.025000,0.238000,0.028500,0.086619,Fe_мг_кг,SAVI,date2
97,-0.202100,0.047100,-0.234000,0.021000,-0.154400,0.025000,0.241000,0.025000,0.038510,Fe_мг_кг,WDRVI,date2
97,0.137600,0.178900,0.204400,0.044600,0.134200,0.051400,0.206900,0.182100,0.051838,Fe_мг_кг,SIPI,date2
97,0.164300,0.107900,0.218200,0.031800,0.144600,0.035900,0.220200,0.091400,0.000000,Fe_мг_кг,PSRI,date2
97,-0.209500,0.039400,-0.226400,0.025700,-0.156600,0.023100,0.242400,0.061400,0.000000,Fe_мг_кг,ARI,date2
97,0.033600,0.744000,-0.027500,0.789400,-0.018300,0.791100,0.150700,0.794200,0.000000,Fe_мг_кг,TCARI,date2
97,-0.158000,0.122200,-0.156600,0.125500,-0.103300,0.133800,0.206700,0.233400,0.000000,Fe_мг_кг,MCARI,date2
97,0.185000,0.069700,0.150700,0.140600,0.111100,0.107100,0.235200,0.098400,0.083218,Fe_мг_кг,TCARI_OSAVI,date2
97,-0.125800,0.219400,-0.153600,0.133000,-0.104600,0.129100,0.204300,0.298100,0.039728,Fe_мг_кг,MCARI_OSAVI,date2
97,-0.228500,0.024400,-0.234000,0.021000,-0.154400,0.025000,0.252200,0.018100,0.031094,Fe_мг_кг,SR,date2
97,-0.143300,0.161400,-0.150500,0.141200,-0.102900,0.135500,0.207500,0.264000,0.017651,Fe_мг_кг,DVI,date2
97,-0.158400,0.121200,-0.176700,0.083300,-0.119200,0.083700,0.212000,0.166900,0.028529,Fe_мг_кг,RDVI,date2
97,-0.175200,0.086100,-0.215600,0.033900,-0.139800,0.042500,0.229900,0.051100,0.032882,Fe_мг_кг,RENDVI,date2
97,-0.222000,0.028900,-0.232100,0.022200,-0.148900,0.030800,0.249900,0.015000,0.089473,Fe_мг_кг,LCI,date2
97,-0.033000,0.748100,0.038400,0.708900,0.034600,0.615800,0.180600,0.527400,0.016339,Fe_мг_кг,CVI,date2
97,0.106100,0.300900,0.090700,0.377100,0.055200,0.423100,0.177400,0.565500,0.000000,Fe_мг_кг,NPCI,date2
97,-0.180400,0.077100,-0.221400,0.029300,-0.147100,0.032800,0.224100,0.079100,0.000000,Fe_мг_кг,NGRDI,date2
97,-0.101500,0.322400,-0.154200,0.131500,-0.105500,0.125900,0.195000,0.314600,0.000000,Fe_мг_кг,TGI,date2
97,-0.175700,0.085200,-0.227500,0.025000,-0.149700,0.029800,0.226600,0.063200,0.008307,Fe_мг_кг,ARVI,date2
97,-0.206400,0.042500,-0.240500,0.017600,-0.155300,0.024200,0.249600,0.011400,0.131279,Fe_мг_кг,BNDVI,date2
97,-0.201400,0.047900,-0.231900,0.022300,-0.149300,0.030300,0.242700,0.022300,0.090548,Fe_мг_кг,GRNDVI,date2
97,-0.217000,0.032700,-0.234000,0.021000,-0.154400,0.025000,0.245800,0.022000,0.039621,Fe_мг_кг,MSR,date2
97,-0.130900,0.201200,-0.178300,0.080600,-0.119600,0.082600,0.208700,0.199600,0.048148,Fe_мг_кг,NLI,date2
97,-0.160300,0.116700,-0.156900,0.124900,-0.105500,0.125900,0.213300,0.187600,0.023914,Fe_мг_кг,NIRv,date2
97,-0.176300,0.084100,-0.234000,0.021000,-0.154400,0.025000,0.237200,0.030200,0.111119,Fe_мг_кг,MSAVI2,date2
97,-0.178100,0.080900,-0.221400,0.029300,-0.145800,0.034300,0.221500,0.092800,0.000000,Fe_мг_кг,VARI,date2
97,-0.190200,0.062100,-0.231000,0.022800,-0.154900,0.024600,0.238600,0.027700,0.000000,Fe_мг_кг,GLI,date2
97,-0.249900,0.013500,-0.247500,0.014500,-0.160500,0.019900,0.263100,0.007400,0.018988,Fe_мг_кг,SRre,date2
97,-0.178100,0.080900,-0.157000,0.124500,-0.100300,0.145500,0.218500,0.185800,0.033164,Fe_мг_кг,RTVIcore,date2
97,-0.244100,0.016000,-0.270700,0.007300,-0.182800,0.008000,0.269800,0.002900,0.053974,Fe_мг_кг,CRI700,date2
97,0.208500,0.040400,0.271000,0.007300,0.184900,0.007300,0.263200,0.002600,0.017458,Fe_мг_кг,BGI,date2
97,0.170500,0.094900,0.221400,0.029300,0.147100,0.032800,0.222300,0.081000,0.000000,Fe_мг_кг,RGRI,date2
97,-0.123200,0.229300,-0.090700,0.377100,-0.055200,0.423100,0.182500,0.549900,0.000000,Fe_мг_кг,SRPI,date2
97,-0.094700,0.356100,-0.049900,0.627200,-0.034000,0.622400,0.139300,0.778300,0.000000,Mn_мг_кг,NDVI,date2
97,0.003000,0.977100,0.056300,0.583900,0.040000,0.562100,0.158300,0.677600,0.000000,Mn_мг_кг,NDRE,date2
97,-0.036000,0.726200,0.032900,0.749400,0.021500,0.755300,0.149600,0.736500,0.000000,Mn_мг_кг,GNDVI,date2
97,-0.002500,0.980300,0.056300,0.583900,0.040000,0.562100,0.161200,0.648000,0.000000,Mn_мг_кг,CIre,date2
97,-0.038800,0.705800,0.032900,0.749400,0.021500,0.755300,0.153800,0.704800,0.000000,Mn_мг_кг,CIgreen,date2
97,-0.094700,0.356100,-0.049900,0.627200,-0.034000,0.622400,0.139300,0.778300,0.000000,Mn_мг_кг,OSAVI,date2
97,-0.113800,0.267200,-0.078900,0.442300,-0.054200,0.432200,0.150600,0.685800,0.000000,Mn_мг_кг,EVI,date2
97,-0.090700,0.377000,-0.049900,0.627200,-0.034000,0.622400,0.136200,0.788600,0.000000,Mn_мг_кг,EVI2,date2
97,0.346600,0.000500,0.456000,0.000000,0.312800,0.000000,0.435800,0.000000,0.142543,Mn_мг_кг,CCCI,date2
97,0.230300,0.023200,0.459200,0.000000,0.313300,0.000000,0.415000,0.000000,0.060843,Mn_мг_кг,MTCI,date2
97,0.299800,0.002800,0.459200,0.000000,0.313300,0.000000,0.426700,0.000000,0.075421,Mn_мг_кг,Datt,date2
97,-0.094700,0.356100,-0.049900,0.627200,-0.034000,0.622400,0.139300,0.778300,0.000000,Mn_мг_кг,SAVI,date2
97,-0.086900,0.397200,-0.049900,0.627200,-0.034000,0.622400,0.133900,0.796200,0.000000,Mn_мг_кг,WDRVI,date2
97,0.124700,0.223600,0.079400,0.439300,0.052900,0.443200,0.169900,0.581900,0.000000,Mn_мг_кг,SIPI,date2
97,0.146400,0.152400,0.097600,0.341600,0.064500,0.349800,0.166200,0.574600,0.000000,Mn_мг_кг,PSRI,date2
97,-0.004000,0.969100,0.087300,0.395000,0.059000,0.393100,0.154300,0.727800,0.000000,Mn_мг_кг,ARI,date2
97,-0.220700,0.029800,-0.238700,0.018500,-0.160100,0.020400,0.251600,0.011500,0.121065,Mn_мг_кг,TCARI,date2
97,-0.159100,0.119500,-0.136800,0.181400,-0.089500,0.194800,0.162600,0.578300,0.000000,Mn_мг_кг,MCARI,date2
97,-0.152600,0.135800,-0.250300,0.013400,-0.174700,0.011400,0.270500,0.001200,0.049832,Mn_мг_кг,TCARI_OSAVI,date2
97,-0.207800,0.041100,-0.213200,0.036000,-0.144100,0.036800,0.216900,0.116100,0.000000,Mn_мг_кг,MCARI_OSAVI,date2
97,-0.079000,0.441500,-0.049900,0.627200,-0.034000,0.622400,0.133400,0.799000,0.000000,Mn_мг_кг,SR,date2
97,-0.122300,0.232900,-0.084200,0.412000,-0.055500,0.421300,0.147700,0.760600,0.000000,Mn_мг_кг,DVI,date2
97,-0.113200,0.269700,-0.069100,0.501400,-0.044300,0.520800,0.139000,0.792400,0.000000,Mn_мг_кг,RDVI,date2
97,-0.134400,0.189200,-0.102300,0.318800,-0.064100,0.353000,0.151000,0.692600,0.000000,Mn_мг_кг,RENDVI,date2
97,-0.025500,0.803800,0.029900,0.771500,0.020700,0.764800,0.150000,0.723000,0.000000,Mn_мг_кг,LCI,date2
97,0.270100,0.007500,0.368900,0.000200,0.256900,0.000200,0.382500,0.000000,0.110839,Mn_мг_кг,CVI,date2
97,0.144900,0.156800,0.118900,0.246000,0.078300,0.256600,0.187500,0.367300,0.000000,Mn_мг_кг,NPCI,date2
97,-0.135200,0.186800,-0.104400,0.308700,-0.064500,0.349800,0.154400,0.656500,0.000000,Mn_мг_кг,NGRDI,date2
97,-0.204000,0.045100,-0.194400,0.056400,-0.123500,0.073600,0.210400,0.152900,0.026169,Mn_мг_кг,TGI,date2
97,-0.103500,0.313300,-0.062300,0.544300,-0.040400,0.557900,0.140800,0.767900,0.000000,Mn_мг_кг,ARVI,date2
97,-0.066600,0.516700,-0.000700,0.994900,-0.003000,0.965200,0.128000,0.839600,0.000000,Mn_мг_кг,BNDVI,date2
97,-0.071300,0.487400,-0.023400,0.820100,-0.018500,0.788700,0.142400,0.764100,0.000000,Mn_мг_кг,GRNDVI,date2
97,-0.086200,0.401400,-0.049900,0.627200,-0.034000,0.622400,0.134700,0.796700,0.000000,Mn_мг_кг,MSR,date2
97,-0.123600,0.227800,-0.065400,0.524600,-0.041300,0.549500,0.153200,0.769600,0.000000,Mn_мг_кг,NLI,date2
97,-0.114200,0.265400,-0.076100,0.458800,-0.052100,0.450700,0.139900,0.790200,0.000000,Mn_мг_кг,NIRv,date2
97,-0.098900,0.335100,-0.049900,0.627200,-0.034000,0.622400,0.143600,0.762800,0.000000,Mn_мг_кг,MSAVI2,date2
97,-0.136500,0.182600,-0.101900,0.320800,-0.065000,0.346500,0.155900,0.645200,0.000000,Mn_мг_кг,VARI,date2
97,-0.127900,0.211900,-0.096000,0.349700,-0.059400,0.389600,0.144500,0.728500,0.000000,Mn_мг_кг,GLI,date2
97,-0.002500,0.980300,0.056300,0.583900,0.040000,0.562100,0.161200,0.648000,0.000000,Mn_мг_кг,SRre,date2
97,-0.057600,0.575000,-0.007700,0.940200,-0.008600,0.900800,0.133200,0.847800,0.000000,Mn_мг_кг,RTVIcore,date2
97,-0.038200,0.710400,0.040000,0.697500,0.025000,0.717700,0.138800,0.792400,0.000000,Mn_мг_кг,CRI700,date2
97,0.103300,0.314000,0.061000,0.552600,0.041300,0.549500,0.124000,0.848000,0.000000,Mn_мг_кг,BGI,date2
97,0.143600,0.160600,0.104400,0.308700,0.064500,0.349800,0.159800,0.624700,0.000000,Mn_мг_кг,RGRI,date2
97,-0.133900,0.191100,-0.118900,0.246000,-0.078300,0.256600,0.184200,0.395200,0.000000,Mn_мг_кг,SRPI,date2
97,-0.131000,0.201100,-0.279500,0.005600,-0.202300,0.003400,0.316500,0.000000,0.046214,Cu_мг_кг,NDVI,date2
97,-0.110800,0.279900,-0.316800,0.001600,-0.225100,0.001100,0.361100,0.000000,0.080254,Cu_мг_кг,NDRE,date2
97,-0.117000,0.253600,-0.310900,0.001900,-0.222100,0.001300,0.354400,0.000000,0.095979,Cu_мг_кг,GNDVI,date2
97,-0.055100,0.592200,-0.316800,0.001600,-0.225100,0.001100,0.366100,0.000000,0.093737,Cu_мг_кг,CIre,date2
97,-0.033600,0.744100,-0.310900,0.001900,-0.222100,0.001300,0.365600,0.000000,0.110252,Cu_мг_кг,CIgreen,date2
97,-0.131000,0.201100,-0.279500,0.005600,-0.202300,0.003400,0.316500,0.000000,0.046214,Cu_мг_кг,OSAVI,date2
97,-0.109900,0.283800,-0.257200,0.011000,-0.174800,0.011300,0.287700,0.000400,0.072698,Cu_мг_кг,EVI,date2
97,-0.116500,0.255900,-0.279500,0.005600,-0.202300,0.003400,0.317700,0.000000,0.045714,Cu_мг_кг,EVI2,date2
97,0.041900,0.683600,0.013100,0.898500,0.005400,0.937900,0.208200,0.352400,0.144489,Cu_мг_кг,CCCI,date2
97,-0.005100,0.960400,-0.213600,0.035600,-0.151100,0.028400,0.273200,0.042800,0.058897,Cu_мг_кг,MTCI,date2
97,-0.052100,0.612000,-0.213600,0.035600,-0.151100,0.028400,0.269800,0.025200,0.034156,Cu_мг_кг,Datt,date2
97,-0.130900,0.201100,-0.279500,0.005600,-0.202300,0.003400,0.316500,0.000000,0.046214,Cu_мг_кг,SAVI,date2
97,-0.095500,0.352200,-0.279500,0.005600,-0.202300,0.003400,0.319700,0.000000,0.051955,Cu_мг_кг,WDRVI,date2
97,0.147000,0.150900,0.259600,0.010200,0.176100,0.010700,0.294800,0.000100,0.034723,Cu_мг_кг,SIPI,date2
97,0.125700,0.220100,0.249700,0.013700,0.165800,0.016300,0.283100,0.000600,0.041531,Cu_мг_кг,PSRI,date2
97,-0.162300,0.112200,-0.271800,0.007100,-0.190300,0.005800,0.309500,0.000000,0.070048,Cu_мг_кг,ARI,date2
97,-0.060300,0.557500,-0.147600,0.149000,-0.089600,0.193700,0.259700,0.009000,0.095261,Cu_мг_кг,TCARI,date2
97,0.039500,0.700700,-0.210400,0.038600,-0.146800,0.033300,0.270100,0.018600,0.045281,Cu_мг_кг,MCARI,date2
97,0.110600,0.281000,0.246000,0.015100,0.170500,0.013500,0.279000,0.003200,0.034531,Cu_мг_кг,TCARI_OSAVI,date2
97,0.063400,0.537300,-0.159200,0.119300,-0.106800,0.121400,0.249700,0.086800,0.000000,Cu_мг_кг,MCARI_OSAVI,date2
97,0.031400,0.759800,-0.279500,0.005600,-0.202300,0.003400,0.333800,0.000000,0.086131,Cu_мг_кг,SR,date2
97,0.046800,0.648900,-0.213000,0.036200,-0.148100,0.031800,0.302600,0.000500,0.024393,Cu_мг_кг,DVI,date2
97,-0.034200,0.739300,-0.246900,0.014800,-0.173100,0.012100,0.302900,0.000100,0.029038,Cu_мг_кг,RDVI,date2
97,-0.099200,0.333700,-0.251500,0.013000,-0.178200,0.009800,0.295600,0.000200,0.008480,Cu_мг_кг,RENDVI,date2
97,-0.117600,0.251200,-0.312300,0.001800,-0.227200,0.001000,0.348300,0.000000,0.053254,Cu_мг_кг,LCI,date2
97,-0.005000,0.961400,0.005800,0.954700,0.000600,0.992500,0.136900,0.855500,0.036963,Cu_мг_кг,CVI,date2
97,0.007700,0.940200,0.221100,0.029500,0.149400,0.030300,0.264900,0.020600,0.053319,Cu_мг_кг,NPCI,date2
97,-0.087400,0.394400,-0.248300,0.014200,-0.167500,0.015200,0.286900,0.000700,0.022631,Cu_мг_кг,NGRDI,date2
97,-0.036400,0.723600,-0.180900,0.076200,-0.126600,0.066400,0.250100,0.021500,0.042885,Cu_мг_кг,TGI,date2
97,-0.124200,0.225600,-0.273700,0.006700,-0.193300,0.005100,0.310000,0.000000,0.032986,Cu_мг_кг,ARVI,date2
97,-0.137500,0.179300,-0.307600,0.002200,-0.221600,0.001300,0.327700,0.000000,0.080989,Cu_мг_кг,BNDVI,date2
97,-0.116100,0.257600,-0.293200,0.003600,-0.210900,0.002200,0.332100,0.000000,0.040201,Cu_мг_кг,GRNDVI,date2
97,-0.047600,0.643500,-0.279500,0.005600,-0.202300,0.003400,0.325700,0.000000,0.053641,Cu_мг_кг,MSR,date2
97,-0.103000,0.315500,-0.256100,0.011300,-0.176100,0.010700,0.301600,0.000000,0.015010,Cu_мг_кг,NLI,date2
97,0.033000,0.748100,-0.229300,0.023900,-0.159300,0.020900,0.303300,0.000400,0.012725,Cu_мг_кг,NIRv,date2
97,-0.142800,0.162800,-0.279500,0.005600,-0.202300,0.003400,0.315700,0.000000,0.051318,Cu_мг_кг,MSAVI2,date2
97,-0.086300,0.400900,-0.247700,0.014400,-0.167000,0.015400,0.285900,0.000800,0.038836,Cu_мг_кг,VARI,date2
