n,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,dCor,dCor_p,MI,element,index,date
97,-0.178500,0.080300,-0.246900,0.014800,-0.159200,0.021100,0.279100,0.000700,0.034219,N_%,GRNDVI,date2
97,-0.120200,0.240900,-0.233300,0.021500,-0.149800,0.030100,0.277400,0.001000,0.061688,N_%,MSR,date2
97,-0.074400,0.468900,-0.152300,0.136500,-0.092500,0.180200,0.200400,0.254300,0.019006,N_%,NLI,date2
97,-0.019600,0.848700,-0.120700,0.239000,-0.074900,0.278100,0.210400,0.243300,0.040012,N_%,NIRv,date2
97,-0.173900,0.088500,-0.233300,0.021500,-0.149800,0.030100,0.261300,0.004900,0.013120,N_%,MSAVI2,date2
97,-0.110100,0.283100,-0.194500,0.056200,-0.120100,0.082000,0.242400,0.026800,0.038340,N_%,VARI,date2
97,-0.155300,0.128800,-0.213600,0.035700,-0.136900,0.047400,0.256300,0.007300,0.009032,N_%,GLI,date2
97,-0.158900,0.120000,-0.280000,0.005500,-0.186800,0.006800,0.306500,0.000000,0.078805,N_%,SRre,date2
97,-0.013400,0.896500,-0.131600,0.199000,-0.079600,0.248800,0.237700,0.076900,0.056107,N_%,RTVIcore,date2
97,-0.297000,0.003100,-0.340300,0.000600,-0.231100,0.000800,0.345900,0.000000,0.089252,N_%,CRI700,date2
97,0.230300,0.023300,0.269100,0.007700,0.170400,0.013600,0.283400,0.000200,0.059598,N_%,BGI,date2
97,0.129100,0.207500,0.194900,0.055800,0.122200,0.076700,0.241400,0.027500,0.029456,N_%,RGRI,date2
97,0.086900,0.397400,-0.040600,0.693300,-0.018100,0.793500,0.233500,0.088700,0.083368,N_%,SRPI,date2
97,0.054900,0.592900,0.036100,0.725400,0.031400,0.655200,0.196700,0.331400,0.000000,P_%,NDVI,date2
97,-0.034800,0.735000,-0.066100,0.519800,-0.047200,0.502000,0.231600,0.171800,0.059500,P_%,NDRE,date2
97,0.007100,0.944700,-0.034600,0.736400,-0.023100,0.743000,0.226500,0.140500,0.017747,P_%,GNDVI,date2
97,-0.011000,0.914700,-0.066100,0.519800,-0.047200,0.502000,0.243400,0.159000,0.048038,P_%,CIre,date2
97,0.039400,0.702000,-0.034600,0.736400,-0.023100,0.743000,0.242600,0.109700,0.035029,P_%,CIgreen,date2
97,0.055000,0.592900,0.036100,0.725400,0.031400,0.655200,0.196700,0.331300,0.000000,P_%,OSAVI,date2
97,0.068400,0.505400,0.046300,0.652600,0.032300,0.646200,0.181400,0.475800,0.000000,P_%,EVI,date2
97,0.052600,0.608800,0.036100,0.725400,0.031400,0.655200,0.197300,0.347100,0.013727,P_%,EVI2,date2
97,-0.332100,0.000900,-0.379400,0.000100,-0.266400,0.000200,0.376400,0.000000,0.115828,P_%,CCCI,date2
97,-0.241100,0.017400,-0.388200,0.000100,-0.275600,0.000100,0.401800,0.000000,0.076089,P_%,MTCI,date2
97,-0.309400,0.002000,-0.388200,0.000100,-0.275600,0.000100,0.403200,0.000000,0.069791,P_%,Datt,date2
97,0.055000,0.592800,0.036100,0.725400,0.031400,0.655200,0.196700,0.331300,0.000000,P_%,SAVI,date2
97,0.056600,0.581700,0.036100,0.725400,0.031400,0.655200,0.199500,0.358700,0.014293,P_%,WDRVI,date2
97,-0.098600,0.336400,-0.048500,0.636900,-0.033200,0.637300,0.196000,0.287100,0.008050,P_%,SIPI,date2
97,-0.103200,0.314600,-0.085600,0.404700,-0.063900,0.363500,0.193000,0.346700,0.000000,P_%,PSRI,date2
97,-0.220200,0.030200,-0.133800,0.191200,-0.096900,0.168500,0.243800,0.203700,0.000000,P_%,ARI,date2
97,0.275400,0.006300,0.278200,0.005800,0.197900,0.004900,0.287300,0.000300,0.058692,P_%,TCARI,date2
97,0.237800,0.019000,0.192100,0.059500,0.138600,0.048800,0.229600,0.125600,0.072978,P_%,MCARI,date2
97,0.247600,0.014500,0.329900,0.001000,0.234300,0.000900,0.325900,0.000000,0.040761,P_%,TCARI_OSAVI,date2
97,0.303500,0.002500,0.260800,0.009900,0.188200,0.007400,0.270400,0.006000,0.077213,P_%,MCARI_OSAVI,date2
97,0.129900,0.204900,0.036100,0.725400,0.031400,0.655200,0.221200,0.364300,0.034340,P_%,SR,date2
97,0.243400,0.016300,0.167800,0.100300,0.128500,0.067700,0.248500,0.049300,0.117994,P_%,DVI,date2
97,0.175300,0.085900,0.130500,0.202800,0.099900,0.155400,0.224900,0.121600,0.073361,P_%,RDVI,date2
97,0.106700,0.298500,0.091600,0.372200,0.072700,0.301300,0.195100,0.344400,0.000000,P_%,RENDVI,date2
97,-0.010500,0.918900,-0.033600,0.744100,-0.022200,0.752500,0.219400,0.224900,0.064776,P_%,LCI,date2
97,-0.275300,0.006300,-0.298600,0.003000,-0.207500,0.003200,0.323500,0.000000,0.063239,P_%,CVI,date2
97,-0.142000,0.165300,-0.059200,0.564900,-0.049000,0.486200,0.196300,0.487100,0.000000,P_%,NPCI,date2
97,0.111000,0.279200,0.086200,0.400900,0.067900,0.334600,0.190400,0.419800,0.014253,P_%,NGRDI,date2
97,0.268400,0.007900,0.257100,0.011000,0.185100,0.008500,0.275400,0.000800,0.065083,P_%,TGI,date2
97,0.060200,0.557700,0.038300,0.709300,0.034000,0.628400,0.191100,0.394100,0.000008,P_%,ARVI,date2
97,0.038300,0.709400,0.005700,0.955700,0.011200,0.873500,0.208500,0.216000,0.010875,P_%,BNDVI,date2
97,0.036800,0.720400,0.010600,0.918200,0.013400,0.848900,0.208300,0.263500,0.009521,P_%,GRNDVI,date2
97,0.088000,0.391500,0.036100,0.725400,0.031400,0.655200,0.207900,0.357500,0.017401,P_%,MSR,date2
97,0.133600,0.191900,0.123600,0.227600,0.095500,0.174300,0.227000,0.068000,0.067295,P_%,NLI,date2
97,0.215200,0.034300,0.153600,0.133100,0.117900,0.093600,0.235900,0.099800,0.117873,P_%,NIRv,date2
97,0.062900,0.540500,0.036100,0.725400,0.031400,0.655200,0.197400,0.306600,0.000000,P_%,MSAVI2,date2
97,0.113000,0.270600,0.086800,0.397700,0.066500,0.344100,0.189800,0.428900,0.015657,P_%,VARI,date2
97,0.100900,0.325400,0.090100,0.380100,0.070100,0.319200,0.197000,0.325400,0.016957,P_%,GLI,date2
97,-0.011000,0.914700,-0.066100,0.519800,-0.047200,0.502000,0.243400,0.159000,0.048038,P_%,SRre,date2
97,0.188600,0.064300,0.104000,0.310700,0.074900,0.287000,0.232000,0.189600,0.095932,P_%,RTVIcore,date2
97,-0.158100,0.121900,-0.074600,0.467600,-0.054200,0.440500,0.221200,0.392100,0.010072,P_%,CRI700,date2
97,-0.081000,0.430600,-0.074300,0.469300,-0.060000,0.393900,0.201900,0.241900,0.048203,P_%,BGI,date2
97,-0.106900,0.297200,-0.086200,0.400900,-0.067900,0.334600,0.193100,0.357400,0.006093,P_%,RGRI,date2
97,0.156200,0.126500,0.059200,0.564900,0.049000,0.486200,0.200500,0.508900,0.000000,P_%,SRPI,date2
97,-0.000700,0.994600,-0.026200,0.799000,-0.016800,0.807900,0.197500,0.304000,0.037624,K_%,NDVI,date2
97,-0.055000,0.592700,-0.117600,0.251300,-0.080600,0.243700,0.243700,0.073000,0.024344,K_%,NDRE,date2
97,-0.040000,0.697400,-0.097300,0.343000,-0.067700,0.327700,0.238400,0.065500,0.053495,K_%,GNDVI,date2
97,-0.020900,0.839300,-0.117600,0.251300,-0.080600,0.243700,0.256700,0.057000,0.028715,K_%,CIre,date2
97,-0.000000,0.999900,-0.097300,0.343000,-0.067700,0.327700,0.257900,0.036700,0.061492,K_%,CIgreen,date2
97,-0.000700,0.994600,-0.026200,0.799000,-0.016800,0.807900,0.197500,0.304000,0.038417,K_%,OSAVI,date2
97,0.038400,0.708700,0.011600,0.910000,0.002200,0.975100,0.181900,0.449000,0.084708,K_%,EVI,date2
97,-0.003400,0.973700,-0.026200,0.799000,-0.016800,0.807900,0.200000,0.304400,0.056316,K_%,EVI2,date2
97,-0.228400,0.024500,-0.331400,0.000900,-0.221500,0.001400,0.337500,0.000000,0.096573,K_%,CCCI,date2
97,-0.166300,0.103500,-0.393800,0.000100,-0.270600,0.000100,0.386600,0.000000,0.064960,K_%,MTCI,date2
97,-0.240800,0.017500,-0.393800,0.000100,-0.270600,0.000100,0.386800,0.000000,0.039366,K_%,Datt,date2
97,-0.000700,0.994600,-0.026200,0.799000,-0.016800,0.807900,0.197500,0.304000,0.038417,K_%,SAVI,date2
97,0.001000,0.992400,-0.026200,0.799000,-0.016800,0.807900,0.203900,0.301800,0.038081,K_%,WDRVI,date2
97,-0.065900,0.521400,-0.009200,0.928800,-0.001700,0.980100,0.188500,0.329000,0.034225,K_%,SIPI,date2
97,-0.049900,0.627400,-0.026500,0.796700,-0.021500,0.755300,0.186900,0.377200,0.044316,K_%,PSRI,date2
97,-0.174400,0.087600,-0.152900,0.134800,-0.103900,0.133000,0.232500,0.140700,0.035021,K_%,ARI,date2
97,0.170800,0.094400,0.223100,0.028100,0.146500,0.034000,0.255200,0.008300,0.073230,K_%,TCARI,date2
97,0.145500,0.154900,0.103400,0.313600,0.076300,0.269800,0.198700,0.432400,0.011434,K_%,MCARI,date2
97,0.201200,0.048100,0.303400,0.002500,0.213700,0.002000,0.306600,0.000100,0.050604,K_%,TCARI_OSAVI,date2
97,0.195400,0.055200,0.166500,0.103200,0.118100,0.087600,0.223800,0.178500,0.071589,K_%,MCARI_OSAVI,date2
97,0.088900,0.386700,-0.026200,0.799000,-0.016800,0.807900,0.228900,0.294800,0.038174,K_%,SR,date2
97,0.150700,0.140700,0.077400,0.451200,0.056900,0.410500,0.223200,0.211400,0.062206,K_%,DVI,date2
97,0.090200,0.379600,0.044600,0.664100,0.032800,0.635600,0.207500,0.269500,0.000000,K_%,RDVI,date2
97,0.036600,0.722000,0.025400,0.805000,0.022000,0.750500,0.185900,0.427300,0.042167,K_%,RENDVI,date2
97,-0.043400,0.672600,-0.089700,0.382000,-0.063800,0.356200,0.228300,0.133300,0.031068,K_%,LCI,date2
97,-0.224600,0.027000,-0.265000,0.008700,-0.176300,0.010800,0.295800,0.000000,0.043310,K_%,CVI,date2
97,-0.164200,0.108000,-0.078600,0.444400,-0.050900,0.461900,0.198900,0.465000,0.003060,K_%,NPCI,date2
97,0.050000,0.626600,0.027300,0.790300,0.022400,0.745800,0.185500,0.456500,0.012598,K_%,NGRDI,date2
97,0.156000,0.127000,0.162700,0.111200,0.116400,0.092300,0.220900,0.090900,0.110547,K_%,TGI,date2
97,0.012100,0.906400,-0.017500,0.864600,-0.012500,0.856500,0.190600,0.377800,0.025431,K_%,ARVI,date2
97,-0.034400,0.738100,-0.066400,0.518400,-0.043100,0.533000,0.219900,0.122000,0.120207,K_%,BNDVI,date2
97,-0.015500,0.879900,-0.050000,0.626500,-0.036200,0.600500,0.215400,0.187400,0.085447,K_%,GRNDVI,date2
97,0.036700,0.720900,-0.026200,0.799000,-0.016800,0.807900,0.213300,0.297900,0.030799,K_%,MSR,date2
97,0.057800,0.574100,0.034400,0.738000,0.026300,0.703700,0.205700,0.195000,0.000000,K_%,NLI,date2
97,0.128800,0.208500,0.061600,0.549000,0.044400,0.520800,0.216800,0.263600,0.018858,K_%,NIRv,date2
97,0.008400,0.934900,-0.026200,0.799000,-0.016800,0.807900,0.196100,0.297900,0.033462,K_%,MSAVI2,date2
97,0.057300,0.577300,0.028600,0.781000,0.022800,0.741100,0.185700,0.455900,0.014025,K_%,VARI,date2
97,0.023600,0.818200,0.023100,0.822400,0.020300,0.769500,0.191100,0.372600,0.077236,K_%,GLI,date2
97,-0.020900,0.839300,-0.117600,0.251300,-0.080600,0.243700,0.256700,0.057000,0.028715,K_%,SRre,date2
97,0.118800,0.246500,0.016000,0.876600,0.008600,0.900800,0.226000,0.277700,0.062492,K_%,RTVIcore,date2
97,-0.157100,0.124200,-0.116500,0.255600,-0.079700,0.248800,0.223800,0.194400,0.050700,K_%,CRI700,date2
97,0.024900,0.809000,0.018900,0.854600,0.003400,0.960200,0.208200,0.183600,0.168589,K_%,BGI,date2
97,-0.047000,0.647600,-0.027300,0.790300,-0.022400,0.745800,0.186300,0.405300,0.001671,K_%,RGRI,date2
97,0.177700,0.081600,0.078600,0.444400,0.050900,0.461900,0.203400,0.491300,0.003928,K_%,SRPI,date2
97,0.120800,0.238600,0.109300,0.286600,0.074800,0.288200,0.166100,0.583600,0.014539,Ca_%,NDVI,date2
97,0.109700,0.284700,0.077000,0.453600,0.053200,0.449600,0.147700,0.847500,0.028088,Ca_%,NDRE,date2
97,0.101400,0.323100,0.066900,0.514900,0.042700,0.544500,0.147800,0.797100,0.032753,Ca_%,GNDVI,date2
97,0.133200,0.193200,0.077000,0.453600,0.053200,0.449600,0.156200,0.860100,0.028698,Ca_%,CIre,date2
97,0.130100,0.204000,0.066900,0.514900,0.042700,0.544500,0.155500,0.835500,0.051809,Ca_%,CIgreen,date2
97,0.120800,0.238600,0.109300,0.286600,0.074800,0.288200,0.166100,0.583700,0.014539,Ca_%,OSAVI,date2
97,0.170800,0.094400,0.146700,0.151700,0.101600,0.148900,0.178700,0.443900,0.000000,Ca_%,EVI,date2
97,0.129600,0.205900,0.109300,0.286600,0.074800,0.288200,0.164300,0.616700,0.027770,Ca_%,EVI2,date2
97,-0.059900,0.560300,-0.121000,0.237700,-0.079200,0.260700,0.169600,0.644900,0.078990,Ca_%,CCCI,date2
97,0.036500,0.723000,-0.058500,0.569400,-0.042200,0.548600,0.157400,0.906400,0.000000,Ca_%,MTCI,date2
97,0.005400,0.958500,-0.058500,0.569400,-0.042200,0.548600,0.151200,0.889700,0.000000,Ca_%,Datt,date2
97,0.120800,0.238600,0.109300,0.286600,0.074800,0.288200,0.166100,0.583700,0.014539,Ca_%,SAVI,date2
97,0.140300,0.170600,0.109300,0.286600,0.074800,0.288200,0.163900,0.648200,0.045822,Ca_%,WDRVI,date2
97,-0.109200,0.286800,-0.139800,0.172100,-0.097700,0.165400,0.185200,0.362100,0.000000,Ca_%,SIPI,date2
97,-0.145800,0.154100,-0.125600,0.220100,-0.085800,0.223100,0.180500,0.416200,0.000000,Ca_%,PSRI,date2
97,0.020700,0.840800,0.100000,0.329700,0.069500,0.323600,0.154900,0.777200,0.000000,Ca_%,ARI,date2
97,0.027000,0.793300,0.050800,0.621500,0.036500,0.604000,0.175600,0.495500,0.077384,Ca_%,TCARI,date2
97,0.176900,0.083100,0.106800,0.298000,0.066400,0.345400,0.172400,0.645700,0.001706,Ca_%,MCARI,date2
97,-0.089900,0.381200,-0.070400,0.492900,-0.054100,0.442200,0.160000,0.822500,0.000000,Ca_%,TCARI_OSAVI,date2
97,0.167600,0.100900,0.120400,0.240300,0.081800,0.245200,0.175600,0.622400,0.000000,Ca_%,MCARI_OSAVI,date2
97,0.194800,0.055900,0.109300,0.286600,0.074800,0.288200,0.181000,0.709900,0.013656,Ca_%,SR,date2
97,0.142900,0.162500,0.084100,0.412900,0.052300,0.457200,0.169900,0.710100,0.000000,Ca_%,DVI,date2
97,0.136800,0.181500,0.089600,0.382600,0.057200,0.416700,0.174900,0.573000,0.000000,Ca_%,RDVI,date2
97,0.145300,0.155600,0.119300,0.244300,0.079600,0.258100,0.174000,0.510000,0.005851,Ca_%,RENDVI,date2
97,0.115700,0.259000,0.094600,0.356800,0.068600,0.329700,0.150700,0.791800,0.039464,Ca_%,LCI,date2
97,-0.197900,0.052000,-0.223200,0.028000,-0.152200,0.030600,0.236600,0.033700,0.059766,Ca_%,CVI,date2
97,-0.277700,0.005900,-0.205900,0.043000,-0.141200,0.044900,0.226800,0.122900,0.000000,Ca_%,NPCI,date2
97,0.166100,0.104000,0.122300,0.232900,0.082700,0.240100,0.175900,0.511200,0.000000,Ca_%,NGRDI,date2
97,0.107900,0.292800,0.104600,0.308000,0.066000,0.348700,0.171500,0.500100,0.009517,Ca_%,TGI,date2
97,0.138300,0.176700,0.118800,0.246600,0.082700,0.240100,0.170700,0.542400,0.007498,Ca_%,ARVI,date2
97,0.080200,0.434700,0.068600,0.504500,0.041800,0.552800,0.150700,0.715500,0.007097,Ca_%,BNDVI,date2
97,0.118900,0.246000,0.100100,0.329100,0.066400,0.345400,0.159700,0.679900,0.038061,Ca_%,GRNDVI,date2
97,0.164600,0.107200,0.109300,0.286600,0.074800,0.288200,0.170700,0.666800,0.041396,Ca_%,MSR,date2
97,0.069900,0.496300,0.093500,0.362200,0.063300,0.368300,0.169500,0.558800,0.000000,Ca_%,NLI,date2
97,0.153700,0.132800,0.090200,0.379400,0.058500,0.406000,0.171400,0.683100,0.000000,Ca_%,NIRv,date2
97,0.110200,0.282700,0.109300,0.286600,0.074800,0.288200,0.169200,0.543300,0.005347,Ca_%,MSAVI2,date2
97,0.171300,0.093400,0.118700,0.246900,0.080500,0.252900,0.178900,0.479800,0.005291,Ca_%,VARI,date2
97,0.134500,0.189100,0.106400,0.299700,0.069900,0.320500,0.170100,0.547300,0.052785,Ca_%,GLI,date2
97,0.133200,0.193200,0.077000,0.453600,0.053200,0.449600,0.156200,0.860100,0.028698,Ca_%,SRre,date2
97,0.154200,0.131600,0.072400,0.481300,0.053200,0.449600,0.167700,0.808600,0.000000,Ca_%,RTVIcore,date2
97,0.027300,0.790500,0.091400,0.373000,0.064700,0.358400,0.149500,0.789700,0.049847,Ca_%,CRI700,date2
97,-0.064300,0.531400,-0.061200,0.551300,-0.040000,0.569600,0.149000,0.699500,0.012329,Ca_%,BGI,date2
97,-0.150100,0.142300,-0.122300,0.232900,-0.082700,0.240100,0.177000,0.467300,0.000000,Ca_%,RGRI,date2
97,0.283000,0.005000,0.205900,0.043000,0.141200,0.044900,0.229800,0.131100,0.000000,Ca_%,SRPI,date2
97,-0.044900,0.662400,-0.019100,0.852900,-0.011000,0.873700,0.156200,0.709500,0.000000,Mg_%,NDVI,date2
97,0.036900,0.719700,0.019400,0.850300,0.014900,0.829700,0.161700,0.725300,0.000000,Mg_%,NDRE,date2
97,-0.000600,0.995000,-0.002700,0.979300,0.001100,0.987600,0.154200,0.750000,0.000000,Mg_%,GNDVI,date2
97,0.063200,0.538500,0.019400,0.850300,0.014900,0.829700,0.166800,0.695400,0.000000,Mg_%,CIre,date2
97,0.044500,0.664900,-0.002700,0.979300,0.001100,0.987600,0.159900,0.722400,0.000000,Mg_%,CIgreen,date2
97,-0.044900,0.662400,-0.019100,0.852900,-0.011000,0.873700,0.156200,0.709500,0.000000,Mg_%,OSAVI,date2
97,-0.011300,0.912600,0.029300,0.776100,0.016600,0.810300,0.147000,0.742800,0.000000,Mg_%,EVI,date2
97,-0.023600,0.818900,-0.019100,0.852900,-0.011000,0.873700,0.152500,0.730700,0.000000,Mg_%,EVI2,date2
97,0.300500,0.002800,0.222200,0.028700,0.147700,0.032700,0.305500,0.000000,0.000000,Mg_%,CCCI,date2
97,0.246100,0.015100,0.240300,0.017800,0.162000,0.019200,0.302600,0.000000,0.001442,Mg_%,MTCI,date2
97,0.269200,0.007700,0.240300,0.017800,0.162000,0.019200,0.300800,0.000000,0.017230,Mg_%,Datt,date2
97,-0.044900,0.662400,-0.019100,0.852900,-0.011000,0.873700,0.156200,0.709600,0.000000,Mg_%,SAVI,date2
97,-0.001300,0.989800,-0.019100,0.852900,-0.011000,0.873700,0.150400,0.746500,0.000000,Mg_%,WDRVI,date2
97,0.096700,0.345900,-0.019400,0.850500,-0.011000,0.873700,0.173800,0.614700,0.000000,Mg_%,SIPI,date2
97,0.079200,0.440500,0.025000,0.807600,0.017000,0.805500,0.171700,0.583500,0.000000,Mg_%,PSRI,date2
97,0.045900,0.655100,0.013600,0.894600,0.009300,0.893400,0.175600,0.571600,0.000000,Mg_%,ARI,date2
97,-0.232900,0.021700,-0.199100,0.050600,-0.133100,0.054400,0.228800,0.069800,0.000000,Mg_%,TCARI,date2
97,-0.024900,0.808700,-0.080700,0.432000,-0.055400,0.423000,0.134600,0.833800,0.000000,Mg_%,MCARI,date2
97,-0.162800,0.111200,-0.161200,0.114600,-0.109400,0.114000,0.183200,0.463700,0.000000,Mg_%,TCARI_OSAVI,date2
97,-0.062300,0.544400,-0.102200,0.319300,-0.064900,0.348100,0.151900,0.741700,0.000000,Mg_%,MCARI_OSAVI,date2
97,0.060900,0.553100,-0.019100,0.852900,-0.011000,0.873700,0.154900,0.766300,0.000000,Mg_%,SR,date2
97,-0.049000,0.633600,-0.074000,0.471400,-0.045900,0.506700,0.140700,0.819400,0.000000,Mg_%,DVI,date2
97,-0.050900,0.620400,-0.058300,0.570300,-0.037700,0.585400,0.139300,0.814900,0.000000,Mg_%,RDVI,date2
97,-0.045900,0.655600,-0.028500,0.781500,-0.019600,0.776700,0.157700,0.690400,0.000000,Mg_%,RENDVI,date2
97,0.017800,0.862200,0.008600,0.933600,0.003200,0.962700,0.154300,0.753700,0.000000,Mg_%,LCI,date2
97,0.091300,0.373800,0.021300,0.835600,0.017900,0.795800,0.140800,0.798500,0.000000,Mg_%,CVI,date2
97,-0.099800,0.330600,-0.112700,0.271600,-0.076600,0.268400,0.162000,0.638900,0.000000,Mg_%,NPCI,date2
97,-0.028000,0.785600,-0.022300,0.828300,-0.017000,0.805500,0.159400,0.682200,0.000000,Mg_%,NGRDI,date2
97,-0.174200,0.087900,-0.130800,0.201700,-0.086900,0.209000,0.180900,0.470400,0.026891,Mg_%,TGI,date2
97,-0.029200,0.776800,-0.005400,0.957800,-0.005800,0.932900,0.154900,0.714400,0.001049,Mg_%,ARVI,date2
97,-0.074700,0.467000,-0.052000,0.613000,-0.030800,0.655800,0.164200,0.652000,0.000000,Mg_%,BNDVI,date2
97,-0.016700,0.870900,-0.012900,0.900100,-0.004100,0.952800,0.153000,0.739800,0.000000,Mg_%,GRNDVI,date2
97,0.022500,0.827000,-0.019100,0.852900,-0.011000,0.873700,0.153200,0.751300,0.000000,Mg_%,MSR,date2
97,-0.058000,0.572400,-0.043800,0.669900,-0.027800,0.687600,0.140800,0.809300,0.000000,Mg_%,NLI,date2
97,-0.034700,0.735500,-0.066000,0.520400,-0.043800,0.526900,0.137600,0.829000,0.000000,Mg_%,NIRv,date2
97,-0.070500,0.492400,-0.019100,0.852900,-0.011000,0.873700,0.162500,0.675300,0.000000,Mg_%,MSAVI2,date2
97,-0.031100,0.762200,-0.024300,0.813200,-0.019200,0.781400,0.161900,0.661600,0.000000,Mg_%,VARI,date2
97,-0.056800,0.580800,-0.055800,0.587000,-0.035600,0.607000,0.166400,0.624200,0.000000,Mg_%,GLI,date2
97,0.063200,0.538500,0.019400,0.850300,0.014900,0.829700,0.166800,0.695400,0.000000,Mg_%,SRre,date2
97,0.005800,0.955400,-0.034200,0.739500,-0.020900,0.762400,0.134200,0.870100,0.000000,Mg_%,RTVIcore,date2
97,0.026000,0.800300,-0.036700,0.721000,-0.023100,0.738700,0.178100,0.550400,0.000000,Mg_%,CRI700,date2
97,0.128600,0.209200,0.114700,0.263200,0.071000,0.305100,0.197000,0.329000,0.000000,Mg_%,BGI,date2
97,0.057800,0.573900,0.022300,0.828300,0.017000,0.805500,0.166000,0.628500,0.000000,Mg_%,RGRI,date2
97,0.100200,0.328700,0.112700,0.271600,0.076600,0.268400,0.161300,0.657200,0.000000,Mg_%,SRPI,date2
97,-0.052400,0.610200,-0.141400,0.167100,-0.094400,0.183700,0.230400,0.063900,0.053617,S_%,NDVI,date2
97,-0.060400,0.556600,-0.188500,0.064500,-0.122400,0.084800,0.272300,0.004900,0.078755,S_%,NDRE,date2
97,-0.061000,0.552700,-0.171800,0.092500,-0.110400,0.120000,0.257600,0.011700,0.099765,S_%,GNDVI,date2
97,-0.006000,0.953500,-0.188500,0.064500,-0.122400,0.084800,0.284600,0.002900,0.058012,S_%,CIre,date2
97,0.001400,0.989000,-0.171800,0.092500,-0.110400,0.120000,0.275700,0.005300,0.089639,S_%,CIgreen,date2
